   0.0000000e+00   8.0000000e+02   0.0000000e+00
   5.0000000e-06   7.4280000e+02   2.4666667e+00
   1.0000000e-05   7.0940000e+02   2.6085330e+00
   1.5000000e-05   6.8080000e+02   2.9013407e+00
   2.0000000e-05   6.5840000e+02   3.4518916e+00
   2.5000000e-05   6.3590000e+02   3.3745782e+00
   3.0000000e-05   6.1760000e+02   3.1944396e+00
   3.5000000e-05   6.0120000e+02   3.3159547e+00
   4.0000000e-05   5.8440000e+02   3.2903900e+00
   4.5000000e-05   5.6830000e+02   3.3798422e+00
   5.0000000e-05   5.5410000e+02   3.4040825e+00
   5.5000000e-05   5.4230000e+02   3.3765531e+00
   6.0000000e-05   5.3010000e+02   3.6314980e+00
   6.5000000e-05   5.1950000e+02   3.7749172e+00
   7.0000000e-05   5.0920000e+02   4.1144731e+00
   7.5000000e-05   5.0000000e+02   4.4121046e+00
   8.0000000e-05   4.9040000e+02   4.5122057e+00
   8.5000000e-05   4.8120000e+02   4.4865230e+00
   9.0000000e-05   4.7360000e+02   4.5854843e+00
   9.5000000e-05   4.6580000e+02   4.9301792e+00
   1.0000000e-04   4.5760000e+02   4.5903280e+00
   1.0500000e-04   4.5080000e+02   4.2447353e+00
   1.1000000e-04   4.4510000e+02   4.3370497e+00
   1.1500000e-04   4.3840000e+02   4.0529824e+00
   1.2000000e-04   4.2960000e+02   3.6823905e+00
   1.2500000e-04   4.2250000e+02   3.8535698e+00
   1.3000000e-04   4.1670000e+02   4.1070400e+00
   1.3500000e-04   4.1210000e+02   4.3676844e+00
   1.4000000e-04   4.0700000e+02   4.4070650e+00
   1.4500000e-04   3.9980000e+02   4.5186035e+00
   1.5000000e-04   3.9410000e+02   4.3447286e+00
   1.5500000e-04   3.8820000e+02   4.1707980e+00
   1.6000000e-04   3.8220000e+02   3.9293765e+00
   1.6500000e-04   3.7690000e+02   3.7221559e+00
   1.7000000e-04   3.7230000e+02   3.5809682e+00
   1.7500000e-04   3.6880000e+02   3.2822756e+00
   1.8000000e-04   3.6370000e+02   3.2932591e+00
   1.8500000e-04   3.5890000e+02   3.0820268e+00
   1.9000000e-04   3.5460000e+02   2.9933259e+00
   1.9500000e-04   3.5030000e+02   2.9327651e+00
   2.0000000e-04   3.4600000e+02   3.0000000e+00
   2.0500000e-04   3.4270000e+02   3.1904371e+00
   2.1000000e-04   3.3890000e+02   3.2298951e+00
   2.1500000e-04   3.3460000e+02   3.1026870e+00
   2.2000000e-04   3.3070000e+02   2.8830925e+00
   2.2500000e-04   3.2660000e+02   2.7170245e+00
   2.3000000e-04   3.2300000e+02   2.7487371e+00
   2.3500000e-04   3.2030000e+02   3.0624972e+00
   2.4000000e-04   3.1740000e+02   2.9709707e+00
   2.4500000e-04   3.1400000e+02   2.9664794e+00
   2.5000000e-04   3.1190000e+02   2.9038289e+00
