   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+02   0.0000000e+00   0.0000000e+00   1.4192619e-02   2.0717579e-02   1.4192619e-02   2.0717579e-02   0.0000000e+00   2.8815750e-02
   2.0000000e+02   0.0000000e+00   0.0000000e+00   2.1909098e-02   2.8775664e-02   2.1909098e-02   2.8775664e-02   0.0000000e+00   4.0063634e-02
   3.0000000e+02   0.0000000e+00   0.0000000e+00   2.4590163e-02   3.4243336e-02   2.4590163e-02   3.4243336e-02   0.0000000e+00   4.5447549e-02
   4.0000000e+02   0.0000000e+00   0.0000000e+00   2.7176797e-02   3.4778508e-02   2.7176797e-02   3.4778508e-02   0.0000000e+00   4.6477249e-02
   5.0000000e+02   0.0000000e+00   0.0000000e+00   3.0337850e-02   3.5953530e-02   3.0337850e-02   3.5953530e-02   0.0000000e+00   4.8761929e-02
   6.0000000e+02   0.0000000e+00   0.0000000e+00   3.3286088e-02   4.4833825e-02   3.3286088e-02   4.4833825e-02   0.0000000e+00   5.3401969e-02
   7.0000000e+02   0.0000000e+00   0.0000000e+00   3.2623481e-02   4.6829831e-02   3.2623481e-02   4.6829831e-02   0.0000000e+00   5.9119510e-02
   8.0000000e+02   0.0000000e+00   0.0000000e+00   3.5166338e-02   4.7124696e-02   3.5166338e-02   4.7124696e-02   0.0000000e+00   5.6714533e-02
   9.0000000e+02   0.0000000e+00   0.0000000e+00   4.1143940e-02   4.8840775e-02   4.1143940e-02   4.8840775e-02   0.0000000e+00   6.0567798e-02
   1.0000000e+03   0.0000000e+00   0.0000000e+00   4.7902130e-02   4.7515003e-02   4.7902130e-02   4.7515003e-02   0.0000000e+00   6.0472431e-02
   1.1000000e+03   0.0000000e+00   0.0000000e+00   5.2851530e-02   4.9117696e-02   5.2851530e-02   4.9117696e-02   0.0000000e+00   6.6437658e-02
   1.2000000e+03   3.0070327e-03   0.0000000e+00   5.8871669e-02   5.1792554e-02   5.8348107e-02   5.2194031e-02   0.0000000e+00   6.7928187e-02
   1.3000000e+03   3.0070327e-03   0.0000000e+00   6.2426079e-02   5.5159944e-02   6.1979151e-02   5.5620160e-02   0.0000000e+00   7.5512872e-02
   1.4000000e+03   3.0070327e-03   0.0000000e+00   6.3737502e-02   5.9972472e-02   6.3220763e-02   6.0313150e-02   0.0000000e+00   7.5848430e-02
   1.5000000e+03   3.0070327e-03   0.0000000e+00   6.3995059e-02   6.1325399e-02   6.3398535e-02   6.1605536e-02   0.0000000e+00   7.8628206e-02
   1.6000000e+03   3.0070327e-03   0.0000000e+00   6.3330220e-02   6.3596990e-02   6.2623007e-02   6.3936410e-02   0.0000000e+00   8.3775423e-02
