	time (s)     A(t) 		SEM 10 traj
   1.9880000e-02   2.5360000e+02   2.6591561e+00
   1.9900000e-02   2.5300000e+02   2.7928480e+00
   1.9920000e-02   2.5260000e+02   2.7373954e+00
   1.9940000e-02   2.5370000e+02   2.3993055e+00
   1.9960000e-02   2.5400000e+02   2.2900752e+00
   1.9980000e-02   2.5410000e+02   2.1052844e+00
   2.0000000e-02   2.5360000e+02   2.1969676e+00
   2.0020000e-02   2.5390000e+02   2.2970996e+00
   2.0040000e-02   2.5430000e+02   2.2757172e+00
   2.0060000e-02   2.5420000e+02   2.2597935e+00
   2.0080000e-02   2.5460000e+02   2.2958900e+00
   2.0100000e-02   2.5480000e+02   2.2548713e+00
   2.0120000e-02   2.5520000e+02   2.3466288e+00
   2.0140000e-02   2.5570000e+02   2.2854613e+00
   2.0160000e-02   2.5660000e+02   2.3151674e+00
   2.0180000e-02   2.5570000e+02   2.2511725e+00
   2.0200000e-02   2.5570000e+02   2.1398338e+00
   2.0220000e-02   2.5570000e+02   2.1860670e+00
   2.0240000e-02   2.5550000e+02   2.3629078e+00
   2.0260000e-02   2.5520000e+02   2.4621580e+00
   2.0280000e-02   2.5520000e+02   2.6989710e+00
   2.0300000e-02   2.5480000e+02   2.5464572e+00
   2.0320000e-02   2.5460000e+02   2.3295207e+00
   2.0340000e-02   2.5500000e+02   2.3897931e+00
   2.0360000e-02   2.5530000e+02   2.6036299e+00
   2.0380000e-02   2.5550000e+02   2.7172290e+00
   2.0400000e-02   2.5540000e+02   2.7047284e+00
   2.0420000e-02   2.5550000e+02   2.8294090e+00
   2.0440000e-02   2.5580000e+02   2.8511206e+00
   2.0460000e-02   2.5580000e+02   2.8039654e+00
   2.0480000e-02   2.5600000e+02   2.7808871e+00
   2.0500000e-02   2.5590000e+02   2.7343494e+00
   2.0520000e-02   2.5600000e+02   2.8166174e+00
   2.0540000e-02   2.5620000e+02   2.9431653e+00
   2.0560000e-02   2.5620000e+02   3.0760725e+00
   2.0580000e-02   2.5710000e+02   2.9606681e+00
   2.0600000e-02   2.5720000e+02   2.8433157e+00
   2.0620000e-02   2.5690000e+02   2.7221315e+00
   2.0640000e-02   2.5740000e+02   2.7455014e+00
   2.0660000e-02   2.5690000e+02   2.3872346e+00
   2.0680000e-02   2.5660000e+02   2.2617594e+00
   2.0700000e-02   2.5670000e+02   2.0333333e+00
   2.0720000e-02   2.5560000e+02   2.0011108e+00
   2.0740000e-02   2.5490000e+02   2.1367161e+00
   2.0760000e-02   2.5480000e+02   1.8903263e+00
   2.0780000e-02   2.5530000e+02   1.7829439e+00
   2.0800000e-02   2.5540000e+02   1.8208667e+00
   2.0820000e-02   2.5520000e+02   1.8607048e+00
   2.0840000e-02   2.5560000e+02   1.8269586e+00
   2.0860000e-02   2.5540000e+02   1.6275407e+00
   2.0880000e-02   2.5530000e+02   1.6802778e+00
   2.0900000e-02   2.5460000e+02   1.6000000e+00
   2.0920000e-02   2.5480000e+02   1.6110728e+00
   2.0940000e-02   2.5490000e+02   1.5088627e+00
   2.0960000e-02   2.5460000e+02   1.2128937e+00
   2.0980000e-02   2.5520000e+02   1.8061623e+00
   2.1000000e-02   2.5510000e+02   1.9058390e+00
   2.1020000e-02   2.5460000e+02   2.0121851e+00
   2.1040000e-02   2.5450000e+02   2.1563859e+00
   2.1060000e-02   2.5450000e+02   2.0936412e+00
   2.1080000e-02   2.5510000e+02   2.0024984e+00
   2.1100000e-02   2.5500000e+02   2.1550973e+00
   2.1120000e-02   2.5530000e+02   1.9439364e+00
   2.1140000e-02   2.5510000e+02   1.8284784e+00
   2.1160000e-02   2.5480000e+02   1.5902481e+00
   2.1180000e-02   2.5450000e+02   1.5933891e+00
   2.1200000e-02   2.5500000e+02   1.5986105e+00
   2.1220000e-02   2.5500000e+02   1.6261748e+00
   2.1240000e-02   2.5460000e+02   1.4922020e+00
   2.1260000e-02   2.5460000e+02   1.5577762e+00
   2.1280000e-02   2.5540000e+02   1.2666667e+00
   2.1300000e-02   2.5550000e+02   1.2583057e+00
   2.1320000e-02   2.5510000e+02   1.1967549e+00
   2.1340000e-02   2.5510000e+02   1.1590226e+00
   2.1360000e-02   2.5580000e+02   1.4437605e+00
   2.1380000e-02   2.5590000e+02   1.5737429e+00
   2.1400000e-02   2.5580000e+02   1.7048949e+00
   2.1420000e-02   2.5680000e+02   1.7307673e+00
   2.1440000e-02   2.5720000e+02   1.8666667e+00
   2.1460000e-02   2.5680000e+02   1.6983652e+00
   2.1480000e-02   2.5660000e+02   1.5577762e+00
   2.1500000e-02   2.5670000e+02   1.5351439e+00
   2.1520000e-02   2.5680000e+02   1.6586474e+00
   2.1540000e-02   2.5700000e+02   1.6193277e+00
   2.1560000e-02   2.5700000e+02   1.7256239e+00
   2.1580000e-02   2.5690000e+02   1.6960739e+00
   2.1600000e-02   2.5650000e+02   1.5073892e+00
   2.1620000e-02   2.5690000e+02   1.3860415e+00
   2.1640000e-02   2.5760000e+02   1.4236104e+00
   2.1660000e-02   2.5770000e+02   1.2297244e+00
   2.1680000e-02   2.5770000e+02   1.2827921e+00
   2.1700000e-02   2.5740000e+02   1.5216950e+00
   2.1720000e-02   2.5620000e+02   1.7751369e+00
   2.1740000e-02   2.5650000e+02   1.4925742e+00
   2.1760000e-02   2.5660000e+02   1.5070206e+00
   2.1780000e-02   2.5620000e+02   1.5114379e+00
   2.1800000e-02   2.5680000e+02   1.5549205e+00
   2.1820000e-02   2.5710000e+02   1.4255603e+00
   2.1840000e-02   2.5730000e+02   1.5351439e+00
   2.1860000e-02   2.5750000e+02   1.7272329e+00
   2.1880000e-02   2.5650000e+02   1.9958290e+00
   2.1900000e-02   2.5690000e+02   1.9969421e+00
   2.1920000e-02   2.5640000e+02   1.6878652e+00
   2.1940000e-02   2.5650000e+02   1.5652476e+00
   2.1960000e-02   2.5590000e+02   1.6360522e+00
   2.1980000e-02   2.5500000e+02   1.4832397e+00
   2.2000000e-02   2.5570000e+02   1.4910846e+00
   2.2020000e-02   2.5570000e+02   1.4910846e+00
   2.2040000e-02   2.5520000e+02   1.5114379e+00
   2.2060000e-02   2.5570000e+02   1.7451520e+00
   2.2080000e-02   2.5560000e+02   1.7333333e+00
   2.2100000e-02   2.5580000e+02   1.6586474e+00
   2.2120000e-02   2.5570000e+02   1.6058919e+00
   2.2140000e-02   2.5600000e+02   1.6799471e+00
   2.2160000e-02   2.5640000e+02   1.6478943e+00
   2.2180000e-02   2.5720000e+02   1.5260698e+00
   2.2200000e-02   2.5700000e+02   1.5986105e+00
   2.2220000e-02   2.5710000e+02   1.6155494e+00
   2.2240000e-02   2.5750000e+02   1.6414763e+00
   2.2260000e-02   2.5730000e+02   1.6603213e+00
   2.2280000e-02   2.5750000e+02   1.5581328e+00
   2.2300000e-02   2.5710000e+02   1.5162087e+00
   2.2320000e-02   2.5690000e+02   1.5162087e+00
   2.2340000e-02   2.5670000e+02   1.6127961e+00
   2.2360000e-02   2.5660000e+02   1.4000000e+00
   2.2380000e-02   2.5660000e+02   1.4847372e+00
   2.2400000e-02   2.5640000e+02   1.4847372e+00
   2.2420000e-02   2.5680000e+02   1.8366636e+00
   2.2440000e-02   2.5660000e+02   1.8511258e+00
   2.2460000e-02   2.5660000e+02   2.0396078e+00
   2.2480000e-02   2.5630000e+02   2.0278615e+00
   2.2500000e-02   2.5640000e+02   1.9675139e+00
   2.2520000e-02   2.5650000e+02   2.0507451e+00
   2.2540000e-02   2.5590000e+02   1.9116601e+00
   2.2560000e-02   2.5600000e+02   1.8499249e+00
   2.2580000e-02   2.5610000e+02   1.7285190e+00
   2.2600000e-02   2.5620000e+02   1.7499206e+00
   2.2620000e-02   2.5580000e+02   1.9194907e+00
   2.2640000e-02   2.5600000e+02   1.7950549e+00
   2.2660000e-02   2.5570000e+02   1.6265164e+00
   2.2680000e-02   2.5520000e+02   1.5477582e+00
   2.2700000e-02   2.5490000e+02   1.6155494e+00
   2.2720000e-02   2.5540000e+02   1.6613248e+00
   2.2740000e-02   2.5540000e+02   1.7139947e+00
   2.2760000e-02   2.5540000e+02   1.5860503e+00
   2.2780000e-02   2.5590000e+02   1.5307950e+00
   2.2800000e-02   2.5650000e+02   1.6549589e+00
   2.2820000e-02   2.5660000e+02   1.6069294e+00
   2.2840000e-02   2.5610000e+02   1.6017352e+00
   2.2860000e-02   2.5570000e+02   1.5351439e+00
   2.2880000e-02   2.5580000e+02   1.9595918e+00
   2.2900000e-02   2.5520000e+02   1.6983652e+00
   2.2920000e-02   2.5510000e+02   1.8586136e+00
   2.2940000e-02   2.5460000e+02   1.9043809e+00
   2.2960000e-02   2.5490000e+02   2.0626305e+00
   2.2980000e-02   2.5500000e+02   1.9607255e+00
   2.3000000e-02   2.5540000e+02   1.9043809e+00
   2.3020000e-02   2.5470000e+02   2.0333333e+00
   2.3040000e-02   2.5450000e+02   1.8150605e+00
   2.3060000e-02   2.5460000e+02   2.0773915e+00
   2.3080000e-02   2.5420000e+02   2.3842073e+00
   2.3100000e-02   2.5380000e+02   2.3888630e+00
   2.3120000e-02   2.5410000e+02   2.2233608e+00
   2.3140000e-02   2.5390000e+02   2.3638481e+00
   2.3160000e-02   2.5340000e+02   2.3673708e+00
   2.3180000e-02   2.5290000e+02   2.3402279e+00
   2.3200000e-02   2.5240000e+02   2.5086517e+00
   2.3220000e-02   2.5250000e+02   2.6299556e+00
   2.3240000e-02   2.5260000e+02   2.8213472e+00
   2.3260000e-02   2.5250000e+02   2.9259376e+00
   2.3280000e-02   2.5220000e+02   3.0832883e+00
   2.3300000e-02   2.5200000e+02   2.9851484e+00
   2.3320000e-02   2.5250000e+02   3.0776976e+00
   2.3340000e-02   2.5240000e+02   3.2117839e+00
   2.3360000e-02   2.5230000e+02   3.1624533e+00
   2.3380000e-02   2.5200000e+02   3.3829639e+00
   2.3400000e-02   2.5180000e+02   3.2448249e+00
   2.3420000e-02   2.5180000e+02   3.1119840e+00
   2.3440000e-02   2.5150000e+02   2.8722813e+00
   2.3460000e-02   2.5110000e+02   2.7626477e+00
   2.3480000e-02   2.5160000e+02   2.6212804e+00
   2.3500000e-02   2.5140000e+02   2.7170245e+00
   2.3520000e-02   2.5180000e+02   2.9051678e+00
   2.3540000e-02   2.5140000e+02   2.8055501e+00
   2.3560000e-02   2.5140000e+02   2.8409701e+00
   2.3580000e-02   2.5110000e+02   2.8614293e+00
   2.3600000e-02   2.5100000e+02   2.7325202e+00
   2.3620000e-02   2.5100000e+02   2.6583203e+00
   2.3640000e-02   2.5140000e+02   2.7129320e+00
   2.3660000e-02   2.5150000e+02   2.6593650e+00
   2.3680000e-02   2.5190000e+02   2.6727015e+00
   2.3700000e-02   2.5150000e+02   2.5527763e+00
   2.3720000e-02   2.5160000e+02   2.6674999e+00
   2.3740000e-02   2.5190000e+02   2.6180994e+00
   2.3760000e-02   2.5200000e+02   2.7768887e+00
   2.3780000e-02   2.5280000e+02   2.8936713e+00
   2.3800000e-02   2.5300000e+02   3.0659419e+00
   2.3820000e-02   2.5260000e+02   3.2048574e+00
   2.3840000e-02   2.5350000e+02   3.1771755e+00
   2.3860000e-02   2.5330000e+02   3.1799720e+00
   2.3880000e-02   2.5350000e+02   3.2015621e+00
   2.3900000e-02   2.5390000e+02   3.0711923e+00
   2.3920000e-02   2.5420000e+02   3.0543230e+00
   2.3940000e-02   2.5430000e+02   3.0296681e+00
   2.3960000e-02   2.5380000e+02   2.8511206e+00
   2.3980000e-02   2.5410000e+02   2.9719055e+00
   2.4000000e-02   2.5380000e+02   3.0214051e+00
   2.4020000e-02   2.5340000e+02   2.8952068e+00
   2.4040000e-02   2.5270000e+02   2.7690753e+00
   2.4060000e-02   2.5290000e+02   2.7946377e+00
   2.4080000e-02   2.5260000e+02   2.6841096e+00
   2.4100000e-02   2.5270000e+02   2.4857371e+00
   2.4120000e-02   2.5390000e+02   2.4333333e+00
   2.4140000e-02   2.5410000e+02   2.3497045e+00
   2.4160000e-02   2.5480000e+02   2.5854293e+00
   2.4180000e-02   2.5480000e+02   2.4303635e+00
   2.4200000e-02   2.5440000e+02   2.3860707e+00
   2.4220000e-02   2.5440000e+02   2.2813252e+00
   2.4240000e-02   2.5460000e+02   2.3295207e+00
   2.4260000e-02   2.5470000e+02   2.1758779e+00
   2.4280000e-02   2.5490000e+02   2.1052844e+00
   2.4300000e-02   2.5430000e+02   2.2163534e+00
   2.4320000e-02   2.5430000e+02   1.9947152e+00
   2.4340000e-02   2.5460000e+02   2.1406126e+00
   2.4360000e-02   2.5470000e+02   2.2708295e+00
   2.4380000e-02   2.5440000e+02   2.1197484e+00
   2.4400000e-02   2.5450000e+02   2.0013884e+00
   2.4420000e-02   2.5410000e+02   2.0355180e+00
   2.4440000e-02   2.5440000e+02   1.9447936e+00
   2.4460000e-02   2.5420000e+02   1.9252705e+00
   2.4480000e-02   2.5410000e+02   2.0024984e+00
   2.4500000e-02   2.5360000e+02   1.8690461e+00
   2.4520000e-02   2.5360000e+02   1.7587875e+00
   2.4540000e-02   2.5370000e+02   1.8260461e+00
   2.4560000e-02   2.5320000e+02   1.9877402e+00
   2.4580000e-02   2.5300000e+02   2.0548047e+00
   2.4600000e-02   2.5300000e+02   2.1705094e+00
   2.4620000e-02   2.5330000e+02   2.0978825e+00
   2.4640000e-02   2.5360000e+02   2.2568415e+00
   2.4660000e-02   2.5310000e+02   2.2432615e+00
   2.4680000e-02   2.5330000e+02   2.3478122e+00
   2.4700000e-02   2.5330000e+02   2.3619672e+00
   2.4720000e-02   2.5330000e+02   2.4857371e+00
   2.4740000e-02   2.5340000e+02   2.7495454e+00
   2.4760000e-02   2.5320000e+02   2.8898289e+00
   2.4780000e-02   2.5310000e+02   2.7302829e+00
   2.4800000e-02   2.5340000e+02   2.7088333e+00
   2.4820000e-02   2.5390000e+02   2.6727015e+00
   2.4840000e-02   2.5350000e+02   2.4910953e+00
   2.4860000e-02   2.5350000e+02   2.2912878e+00
   2.4880000e-02   2.5350000e+02   2.2223611e+00
   2.4900000e-02   2.5360000e+02   2.2666667e+00
   2.4920000e-02   2.5330000e+02   2.3000000e+00
   2.4940000e-02   2.5410000e+02   2.1522598e+00
   2.4960000e-02   2.5390000e+02   2.1728118e+00
   2.4980000e-02   2.5320000e+02   2.1694853e+00
   2.5000000e-02   2.5300000e+02   2.2509257e+00
   2.5020000e-02   2.5310000e+02   2.2580719e+00
   2.5040000e-02   2.5310000e+02   2.4560583e+00
   2.5060000e-02   2.5310000e+02   2.5492918e+00
   2.5080000e-02   2.5310000e+02   2.5709920e+00
   2.5100000e-02   2.5220000e+02   2.4846194e+00
   2.5120000e-02   2.5260000e+02   2.3390406e+00
   2.5140000e-02   2.5220000e+02   2.0210009e+00
   2.5160000e-02   2.5270000e+02   2.2313424e+00
   2.5180000e-02   2.5270000e+02   2.2313424e+00
   2.5200000e-02   2.5270000e+02   2.3525400e+00
   2.5220000e-02   2.5310000e+02   2.5097587e+00
   2.5240000e-02   2.5300000e+02   2.3045848e+00
   2.5260000e-02   2.5270000e+02   2.1656408e+00
   2.5280000e-02   2.5280000e+02   2.1746009e+00
   2.5300000e-02   2.5290000e+02   1.7156146e+00
   2.5320000e-02   2.5210000e+02   1.4019827e+00
   2.5340000e-02   2.5270000e+02   1.2914247e+00
   2.5360000e-02   2.5310000e+02   1.3940349e+00
   2.5380000e-02   2.5330000e+02   1.4146063e+00
   2.5400000e-02   2.5270000e+02   1.1836854e+00
   2.5420000e-02   2.5260000e+02   1.3182480e+00
   2.5440000e-02   2.5270000e+02   1.1742610e+00
   2.5460000e-02   2.5260000e+02   1.0561986e+00
   2.5480000e-02   2.5270000e+02   9.3154591e-01
   2.5500000e-02   2.5260000e+02   1.1075498e+00
   2.5520000e-02   2.5270000e+02   8.5699734e-01
   2.5540000e-02   2.5260000e+02   7.1802197e-01
   2.5560000e-02   2.5230000e+02   8.4393259e-01
   2.5580000e-02   2.5180000e+02   9.5219046e-01
   2.5600000e-02   2.5050000e+02   1.1180340e+00
   2.5620000e-02   2.5070000e+02   1.3085191e+00
   2.5640000e-02   2.5120000e+02   1.3148722e+00
   2.5660000e-02   2.5140000e+02   1.2754084e+00
   2.5680000e-02   2.5080000e+02   1.3399834e+00
   2.5700000e-02   2.5100000e+02   1.3824294e+00
   2.5720000e-02   2.5110000e+02   1.4177447e+00
   2.5740000e-02   2.5080000e+02   1.4966630e+00
   2.5760000e-02   2.5090000e+02   1.7091258e+00
   2.5780000e-02   2.5140000e+02   1.9333333e+00
   2.5800000e-02   2.5100000e+02   1.9720266e+00
   2.5820000e-02   2.5170000e+02   2.0604746e+00
   2.5840000e-02   2.5190000e+02   1.9745604e+00
   2.5860000e-02   2.5190000e+02   2.1367161e+00
   2.5880000e-02   2.5190000e+02   2.3497045e+00
   2.5900000e-02   2.5210000e+02   2.4695929e+00
   2.5920000e-02   2.5140000e+02   2.4864075e+00
   2.5940000e-02   2.5160000e+02   2.5219040e+00
   2.5960000e-02   2.5130000e+02   2.4946610e+00
   2.5980000e-02   2.5120000e+02   2.4756593e+00
   2.6000000e-02   2.5180000e+02   2.2597935e+00
   2.6020000e-02   2.5190000e+02   2.0840665e+00
   2.6040000e-02   2.5180000e+02   2.0965580e+00
   2.6060000e-02   2.5200000e+02   2.0000000e+00
   2.6080000e-02   2.5210000e+02   1.7792008e+00
   2.6100000e-02   2.5190000e+02   1.8223916e+00
   2.6120000e-02   2.5180000e+02   2.0154955e+00
   2.6140000e-02   2.5140000e+02   1.9899749e+00
   2.6160000e-02   2.5180000e+02   1.9708994e+00
   2.6180000e-02   2.5170000e+02   1.9496438e+00
   2.6200000e-02   2.5200000e+02   1.9944367e+00
   2.6220000e-02   2.5240000e+02   1.7269112e+00
   2.6240000e-02   2.5210000e+02   1.8162844e+00
   2.6260000e-02   2.5210000e+02   1.7729448e+00
   2.6280000e-02   2.5170000e+02   1.7641491e+00
   2.6300000e-02   2.5200000e+02   1.6465452e+00
   2.6320000e-02   2.5160000e+02   1.4696938e+00
   2.6340000e-02   2.5110000e+02   1.5878007e+00
   2.6360000e-02   2.5100000e+02   1.5846486e+00
   2.6380000e-02   2.5050000e+02   1.4395215e+00
   2.6400000e-02   2.5100000e+02   1.6465452e+00
   2.6420000e-02   2.5150000e+02   1.4083087e+00
   2.6440000e-02   2.5150000e+02   1.5509853e+00
   2.6460000e-02   2.5210000e+02   1.6086571e+00
   2.6480000e-02   2.5180000e+02   1.7435596e+00
   2.6500000e-02   2.5180000e+02   1.6451950e+00
   2.6520000e-02   2.5150000e+02   1.7013067e+00
   2.6540000e-02   2.5190000e+02   1.6224125e+00
   2.6560000e-02   2.5200000e+02   1.6329932e+00
   2.6580000e-02   2.5190000e+02   1.8162844e+00
   2.6600000e-02   2.5220000e+02   1.6852300e+00
   2.6620000e-02   2.5170000e+02   1.8859127e+00
   2.6640000e-02   2.5240000e+02   1.8808981e+00
   2.6660000e-02   2.5310000e+02   2.0080394e+00
   2.6680000e-02   2.5350000e+02   1.8929694e+00
   2.6700000e-02   2.5320000e+02   2.0428738e+00
   2.6720000e-02   2.5290000e+02   2.1052844e+00
   2.6740000e-02   2.5210000e+02   2.0893912e+00
   2.6760000e-02   2.5200000e+02   1.9321836e+00
   2.6780000e-02   2.5190000e+02   2.0245713e+00
   2.6800000e-02   2.5190000e+02   2.2727859e+00
   2.6820000e-02   2.5190000e+02   2.3307128e+00
   2.6840000e-02   2.5200000e+02   2.0869968e+00
   2.6860000e-02   2.5260000e+02   2.1039645e+00
   2.6880000e-02   2.5260000e+02   1.8330303e+00
   2.6900000e-02   2.5290000e+02   2.1419098e+00
   2.6920000e-02   2.5250000e+02   2.2669118e+00
   2.6940000e-02   2.5200000e+02   2.1343747e+00
   2.6960000e-02   2.5180000e+02   2.0805982e+00
   2.6980000e-02   2.5190000e+02   2.0680103e+00
   2.7000000e-02   2.5180000e+02   2.0859317e+00
   2.7020000e-02   2.5170000e+02   2.1241992e+00
   2.7040000e-02   2.5150000e+02   2.1095023e+00
   2.7060000e-02   2.5120000e+02   2.0859317e+00
   2.7080000e-02   2.5130000e+02   2.0113566e+00
   2.7100000e-02   2.5040000e+02   2.0933758e+00
   2.7120000e-02   2.5030000e+02   2.1137118e+00
   2.7140000e-02   2.5010000e+02   2.2032804e+00
   2.7160000e-02   2.5020000e+02   2.1746009e+00
   2.7180000e-02   2.5040000e+02   2.1039645e+00
   2.7200000e-02   2.5000000e+02   1.9944367e+00
   2.7220000e-02   2.5010000e+02   1.9405039e+00
   2.7240000e-02   2.4980000e+02   2.0319668e+00
   2.7260000e-02   2.4960000e+02   2.3437861e+00
   2.7280000e-02   2.5010000e+02   2.3685439e+00
   2.7300000e-02   2.5000000e+02   2.5033311e+00
   2.7320000e-02   2.5020000e+02   2.6907248e+00
   2.7340000e-02   2.5030000e+02   2.6793449e+00
   2.7360000e-02   2.5060000e+02   2.7616420e+00
   2.7380000e-02   2.5040000e+02   2.7129320e+00
   2.7400000e-02   2.5070000e+02   2.5344296e+00
   2.7420000e-02   2.5070000e+02   2.6206445e+00
   2.7440000e-02   2.5070000e+02   2.5388099e+00
   2.7460000e-02   2.5040000e+02   2.5174943e+00
   2.7480000e-02   2.5070000e+02   2.7164110e+00
   2.7500000e-02   2.5040000e+02   2.9484459e+00
   2.7520000e-02   2.5030000e+02   3.0697448e+00
   2.7540000e-02   2.5070000e+02   3.1589379e+00
   2.7560000e-02   2.5040000e+02   3.0955165e+00
   2.7580000e-02   2.5050000e+02   3.2292070e+00
   2.7600000e-02   2.5100000e+02   3.2386554e+00
   2.7620000e-02   2.5070000e+02   3.3301652e+00
   2.7640000e-02   2.5090000e+02   3.4623370e+00
   2.7660000e-02   2.5090000e+02   3.5791060e+00
   2.7680000e-02   2.5160000e+02   3.6551334e+00
   2.7700000e-02   2.5210000e+02   3.7131897e+00
   2.7720000e-02   2.5180000e+02   3.7440323e+00
   2.7740000e-02   2.5200000e+02   3.8005848e+00
   2.7760000e-02   2.5210000e+02   3.8800057e+00
   2.7780000e-02   2.5200000e+02   3.9637244e+00
   2.7800000e-02   2.5210000e+02   4.1216232e+00
   2.7820000e-02   2.5180000e+02   4.1171727e+00
   2.7840000e-02   2.5210000e+02   4.0918618e+00
   2.7860000e-02   2.5190000e+02   4.0618824e+00
   2.7880000e-02   2.5150000e+02   4.0531195e+00
   2.7900000e-02   2.5150000e+02   4.0886020e+00
   2.7920000e-02   2.5160000e+02   4.0639335e+00
   2.7940000e-02   2.5110000e+02   3.9817640e+00
   2.7960000e-02   2.5080000e+02   3.8320288e+00
   2.7980000e-02   2.5090000e+02   3.8483763e+00
   2.8000000e-02   2.5060000e+02   3.9417988e+00
   2.8020000e-02   2.5140000e+02   3.8649421e+00
   2.8040000e-02   2.5130000e+02   3.9244249e+00
   2.8060000e-02   2.5160000e+02   4.0639335e+00
   2.8080000e-02   2.5160000e+02   3.8418745e+00
   2.8100000e-02   2.5040000e+02   3.8706876e+00
   2.8120000e-02   2.5080000e+02   3.7941475e+00
   2.8140000e-02   2.5090000e+02   3.9227258e+00
   2.8160000e-02   2.5090000e+02   3.8971500e+00
   2.8180000e-02   2.5070000e+02   3.8903013e+00
   2.8200000e-02   2.5080000e+02   3.7052515e+00
   2.8220000e-02   2.5050000e+02   3.8765678e+00
   2.8240000e-02   2.5030000e+02   3.7358622e+00
   2.8260000e-02   2.5050000e+02   3.6734785e+00
   2.8280000e-02   2.5040000e+02   3.5377331e+00
   2.8300000e-02   2.5070000e+02   3.5246749e+00
   2.8320000e-02   2.5070000e+02   3.4287996e+00
   2.8340000e-02   2.5100000e+02   3.5023801e+00
   2.8360000e-02   2.5130000e+02   3.5435387e+00
   2.8380000e-02   2.5150000e+02   3.6339449e+00
   2.8400000e-02   2.5170000e+02   3.6758975e+00
   2.8420000e-02   2.5110000e+02   3.7042018e+00
   2.8440000e-02   2.5070000e+02   3.5654203e+00
   2.8460000e-02   2.5130000e+02   3.5933581e+00
   2.8480000e-02   2.5130000e+02   3.4481879e+00
   2.8500000e-02   2.5080000e+02   3.5364766e+00
   2.8520000e-02   2.5100000e+02   3.4415759e+00
   2.8540000e-02   2.5130000e+02   3.4514087e+00
   2.8560000e-02   2.5170000e+02   3.2729531e+00
   2.8580000e-02   2.5170000e+02   3.2181775e+00
   2.8600000e-02   2.5140000e+02   3.3638602e+00
   2.8620000e-02   2.5150000e+02   3.3607208e+00
   2.8640000e-02   2.5110000e+02   3.2709156e+00
   2.8660000e-02   2.5050000e+02   3.2702361e+00
   2.8680000e-02   2.5060000e+02   3.1629803e+00
   2.8700000e-02   2.5050000e+02   3.1876498e+00
   2.8720000e-02   2.5050000e+02   3.4197141e+00
   2.8740000e-02   2.5020000e+02   3.1048349e+00
   2.8760000e-02   2.4950000e+02   3.1841622e+00
   2.8780000e-02   2.4930000e+02   3.0443025e+00
   2.8800000e-02   2.4960000e+02   3.1944396e+00
   2.8820000e-02   2.4980000e+02   3.0652170e+00
   2.8840000e-02   2.5030000e+02   3.1624533e+00
   2.8860000e-02   2.5030000e+02   2.8715075e+00
   2.8880000e-02   2.5000000e+02   2.6749870e+00
   2.8900000e-02   2.5000000e+02   2.6915506e+00
   2.8920000e-02   2.5020000e+02   2.4979992e+00
   2.8940000e-02   2.5050000e+02   2.4551533e+00
   2.8960000e-02   2.5090000e+02   2.6138520e+00
   2.8980000e-02   2.5090000e+02   2.6560204e+00
   2.9000000e-02   2.5030000e+02   2.6206445e+00
   2.9020000e-02   2.5020000e+02   2.5289436e+00
   2.9040000e-02   2.5020000e+02   2.6025628e+00
   2.9060000e-02   2.4960000e+02   2.5699114e+00
   2.9080000e-02   2.5030000e+02   2.5735838e+00
   2.9100000e-02   2.5100000e+02   2.5905812e+00
   2.9120000e-02   2.5080000e+02   2.7112933e+00
   2.9140000e-02   2.5040000e+02   2.8952068e+00
   2.9160000e-02   2.5050000e+02   2.7978166e+00
   2.9180000e-02   2.5060000e+02   2.8292127e+00
   2.9200000e-02   2.5120000e+02   2.9051678e+00
   2.9220000e-02   2.5100000e+02   2.9589788e+00
   2.9240000e-02   2.5100000e+02   2.8635642e+00
   2.9260000e-02   2.5060000e+02   2.6339662e+00
   2.9280000e-02   2.5080000e+02   2.5897233e+00
   2.9300000e-02   2.5110000e+02   2.3544285e+00
   2.9320000e-02   2.5070000e+02   2.5035530e+00
   2.9340000e-02   2.5030000e+02   2.7408433e+00
   2.9360000e-02   2.5060000e+02   2.6716620e+00
   2.9380000e-02   2.5050000e+02   2.7253950e+00
   2.9400000e-02   2.5010000e+02   2.8575436e+00
   2.9420000e-02   2.4990000e+02   3.1708744e+00
   2.9440000e-02   2.5060000e+02   3.3005050e+00
   2.9460000e-02   2.5100000e+02   3.5055512e+00
   2.9480000e-02   2.5180000e+02   3.2856591e+00
   2.9500000e-02   2.5150000e+02   3.2566172e+00
   2.9520000e-02   2.5190000e+02   3.2538866e+00
   2.9540000e-02   2.5180000e+02   3.2138589e+00
   2.9560000e-02   2.5150000e+02   3.3374974e+00
   2.9580000e-02   2.5100000e+02   3.3166248e+00
   2.9600000e-02   2.5120000e+02   3.3025243e+00
   2.9620000e-02   2.5160000e+02   3.5721142e+00
   2.9640000e-02   2.5110000e+02   3.5666667e+00
   2.9660000e-02   2.5080000e+02   3.5458896e+00
   2.9680000e-02   2.5040000e+02   3.4743505e+00
   2.9700000e-02   2.5070000e+02   3.4449641e+00
   2.9720000e-02   2.5120000e+02   3.5677568e+00
   2.9740000e-02   2.5150000e+02   3.4359214e+00
   2.9760000e-02   2.5140000e+02   3.4486712e+00
   2.9780000e-02   2.5200000e+02   3.5559028e+00
   2.9800000e-02   2.5240000e+02   3.4389921e+00
   2.9820000e-02   2.5230000e+02   3.6272120e+00
   2.9840000e-02   2.5240000e+02   3.6884203e+00
