	time (s)     A(t) 		SEM 10 traj
   9.9000000e-03   2.6500000e+02   3.1517191e+00
   9.9200000e-03   2.6560000e+02   3.3339999e+00
   9.9400000e-03   2.6550000e+02   3.1701735e+00
   9.9600000e-03   2.6500000e+02   3.3031971e+00
   9.9800000e-03   2.6480000e+02   3.3293309e+00
   1.0000000e-02   2.6530000e+02   3.3368315e+00
   1.0020000e-02   2.6470000e+02   3.2078030e+00
   1.0040000e-02   2.6430000e+02   3.2319585e+00
   1.0060000e-02   2.6530000e+02   3.1694724e+00
   1.0080000e-02   2.6470000e+02   3.2797358e+00
   1.0100000e-02   2.6420000e+02   3.3259919e+00
   1.0120000e-02   2.6470000e+02   3.4770677e+00
   1.0140000e-02   2.6520000e+02   3.3426536e+00
   1.0160000e-02   2.6510000e+02   3.2470499e+00
   1.0180000e-02   2.6500000e+02   3.1587621e+00
   1.0200000e-02   2.6480000e+02   3.1048349e+00
   1.0220000e-02   2.6490000e+02   3.1071602e+00
   1.0240000e-02   2.6480000e+02   3.2276582e+00
   1.0260000e-02   2.6460000e+02   3.2221456e+00
   1.0280000e-02   2.6400000e+02   3.2930904e+00
   1.0300000e-02   2.6380000e+02   3.2482474e+00
   1.0320000e-02   2.6320000e+02   3.1930480e+00
   1.0340000e-02   2.6310000e+02   3.0892286e+00
   1.0360000e-02   2.6330000e+02   3.3201406e+00
   1.0380000e-02   2.6350000e+02   3.4872785e+00
   1.0400000e-02   2.6350000e+02   3.5815887e+00
   1.0420000e-02   2.6290000e+02   3.6069378e+00
   1.0440000e-02   2.6270000e+02   3.5372620e+00
   1.0460000e-02   2.6300000e+02   3.5777088e+00
   1.0480000e-02   2.6280000e+02   3.6080158e+00
   1.0500000e-02   2.6280000e+02   3.6751417e+00
   1.0520000e-02   2.6250000e+02   3.5908835e+00
   1.0540000e-02   2.6220000e+02   3.4149996e+00
   1.0560000e-02   2.6210000e+02   3.5541838e+00
   1.0580000e-02   2.6100000e+02   3.6606010e+00
   1.0600000e-02   2.6060000e+02   3.7243941e+00
   1.0620000e-02   2.6070000e+02   3.7119926e+00
   1.0640000e-02   2.6070000e+02   3.8501082e+00
   1.0660000e-02   2.6070000e+02   3.9244249e+00
   1.0680000e-02   2.6050000e+02   4.1533119e+00
   1.0700000e-02   2.5990000e+02   4.1565210e+00
   1.0720000e-02   2.5980000e+02   4.1387062e+00
   1.0740000e-02   2.6010000e+02   3.9170567e+00
   1.0760000e-02   2.5990000e+02   3.8425975e+00
   1.0780000e-02   2.6040000e+02   3.8706876e+00
   1.0800000e-02   2.5950000e+02   3.8100744e+00
   1.0820000e-02   2.5920000e+02   3.7469988e+00
   1.0840000e-02   2.5920000e+02   3.5615228e+00
   1.0860000e-02   2.5930000e+02   3.7089981e+00
   1.0880000e-02   2.5920000e+02   3.8781439e+00
   1.0900000e-02   2.6010000e+02   3.7813872e+00
   1.0920000e-02   2.5950000e+02   3.6552854e+00
   1.0940000e-02   2.5930000e+02   3.4385074e+00
   1.0960000e-02   2.5940000e+02   3.3206425e+00
   1.0980000e-02   2.5970000e+02   3.4417373e+00
   1.1000000e-02   2.5960000e+02   3.5627705e+00
   1.1020000e-02   2.5970000e+02   3.5466729e+00
   1.1040000e-02   2.5960000e+02   3.5377331e+00
   1.1060000e-02   2.6000000e+02   3.5714921e+00
   1.1080000e-02   2.5960000e+02   3.3373309e+00
   1.1100000e-02   2.5970000e+02   3.2525204e+00
   1.1120000e-02   2.5900000e+02   3.2041640e+00
   1.1140000e-02   2.5890000e+02   3.2298951e+00
   1.1160000e-02   2.5880000e+02   3.2103998e+00
   1.1180000e-02   2.5840000e+02   3.1839877e+00
   1.1200000e-02   2.5760000e+02   3.1735014e+00
   1.1220000e-02   2.5740000e+02   3.1488975e+00
   1.1240000e-02   2.5780000e+02   3.0433899e+00
   1.1260000e-02   2.5800000e+02   3.1763011e+00
   1.1280000e-02   2.5810000e+02   3.1638584e+00
   1.1300000e-02   2.5830000e+02   2.9816103e+00
   1.1320000e-02   2.5830000e+02   2.9853345e+00
   1.1340000e-02   2.5810000e+02   2.9228981e+00
   1.1360000e-02   2.5760000e+02   3.0594117e+00
   1.1380000e-02   2.5780000e+02   2.9128070e+00
   1.1400000e-02   2.5760000e+02   2.9105173e+00
   1.1420000e-02   2.5730000e+02   2.8286235e+00
   1.1440000e-02   2.5780000e+02   2.7760884e+00
   1.1460000e-02   2.5800000e+02   2.7728846e+00
   1.1480000e-02   2.5810000e+02   2.9456182e+00
   1.1500000e-02   2.5870000e+02   2.9853345e+00
   1.1520000e-02   2.5810000e+02   2.9342802e+00
   1.1540000e-02   2.5770000e+02   2.9289740e+00
   1.1560000e-02   2.5740000e+02   2.9709707e+00
   1.1580000e-02   2.5740000e+02   2.9896116e+00
   1.1600000e-02   2.5670000e+02   3.0075830e+00
   1.1620000e-02   2.5660000e+02   3.0521395e+00
   1.1640000e-02   2.5640000e+02   3.1488975e+00
   1.1660000e-02   2.5670000e+02   2.9816103e+00
   1.1680000e-02   2.5690000e+02   3.0274669e+00
   1.1700000e-02   2.5700000e+02   3.1832897e+00
   1.1720000e-02   2.5710000e+02   3.2264532e+00
   1.1740000e-02   2.5720000e+02   3.3025243e+00
   1.1760000e-02   2.5680000e+02   3.5112518e+00
   1.1780000e-02   2.5630000e+02   3.3864108e+00
   1.1800000e-02   2.5540000e+02   3.2221456e+00
   1.1820000e-02   2.5550000e+02   3.1806708e+00
   1.1840000e-02   2.5540000e+02   3.1770007e+00
   1.1860000e-02   2.5520000e+02   3.2413989e+00
   1.1880000e-02   2.5530000e+02   3.1164438e+00
   1.1900000e-02   2.5600000e+02   3.1162656e+00
   1.1920000e-02   2.5620000e+02   3.1930480e+00
   1.1940000e-02   2.5560000e+02   3.0375429e+00
   1.1960000e-02   2.5580000e+02   2.9955523e+00
   1.1980000e-02   2.5570000e+02   3.0259985e+00
   1.2000000e-02   2.5550000e+02   3.1171568e+00
   1.2020000e-02   2.5550000e+02   3.2084957e+00
   1.2040000e-02   2.5560000e+02   3.1134118e+00
   1.2060000e-02   2.5550000e+02   3.0230595e+00
   1.2080000e-02   2.5560000e+02   2.9709707e+00
   1.2100000e-02   2.5520000e+02   3.0177254e+00
   1.2120000e-02   2.5490000e+02   3.2844753e+00
   1.2140000e-02   2.5390000e+02   3.1708744e+00
   1.2160000e-02   2.5380000e+02   3.2516662e+00
   1.2180000e-02   2.5400000e+02   3.2795664e+00
   1.2200000e-02   2.5440000e+02   3.2937652e+00
   1.2220000e-02   2.5460000e+02   3.2802439e+00
   1.2240000e-02   2.5430000e+02   3.4834529e+00
   1.2260000e-02   2.5430000e+02   3.5840697e+00
   1.2280000e-02   2.5430000e+02   3.6424961e+00
   1.2300000e-02   2.5450000e+02   3.4681087e+00
   1.2320000e-02   2.5450000e+02   3.4520525e+00
   1.2340000e-02   2.5440000e+02   3.4486712e+00
   1.2360000e-02   2.5480000e+02   3.8204130e+00
   1.2380000e-02   2.5460000e+02   3.8040914e+00
   1.2400000e-02   2.5520000e+02   3.7022516e+00
   1.2420000e-02   2.5540000e+02   3.5938219e+00
   1.2440000e-02   2.5480000e+02   3.4858444e+00
   1.2460000e-02   2.5560000e+02   3.5783298e+00
   1.2480000e-02   2.5580000e+02   3.6842005e+00
   1.2500000e-02   2.5630000e+02   3.6758975e+00
   1.2520000e-02   2.5620000e+02   3.8378235e+00
   1.2540000e-02   2.5580000e+02   3.8781439e+00
   1.2560000e-02   2.5570000e+02   3.8529931e+00
   1.2580000e-02   2.5590000e+02   3.7518884e+00
   1.2600000e-02   2.5530000e+02   3.7860856e+00
   1.2620000e-02   2.5540000e+02   3.8505411e+00
   1.2640000e-02   2.5530000e+02   3.7536649e+00
   1.2660000e-02   2.5530000e+02   4.0607881e+00
   1.2680000e-02   2.5550000e+02   4.0062451e+00
   1.2700000e-02   2.5500000e+02   4.0879226e+00
   1.2720000e-02   2.5550000e+02   4.1452784e+00
   1.2740000e-02   2.5530000e+02   4.2033056e+00
   1.2760000e-02   2.5520000e+02   4.4191502e+00
   1.2780000e-02   2.5560000e+02   4.3898874e+00
   1.2800000e-02   2.5560000e+02   4.5489926e+00
   1.2820000e-02   2.5530000e+02   4.4222920e+00
   1.2840000e-02   2.5470000e+02   4.2896516e+00
   1.2860000e-02   2.5490000e+02   4.2542789e+00
   1.2880000e-02   2.5600000e+02   4.1633320e+00
   1.2900000e-02   2.5590000e+02   4.1054165e+00
   1.2920000e-02   2.5590000e+02   4.2017192e+00
   1.2940000e-02   2.5570000e+02   4.2506209e+00
   1.2960000e-02   2.5630000e+02   4.4398448e+00
   1.2980000e-02   2.5680000e+02   4.4166352e+00
   1.3000000e-02   2.5680000e+02   4.1627982e+00
   1.3020000e-02   2.5640000e+02   4.3822876e+00
   1.3040000e-02   2.5560000e+02   4.4126082e+00
   1.3060000e-02   2.5560000e+02   4.4075692e+00
   1.3080000e-02   2.5550000e+02   4.4950590e+00
   1.3100000e-02   2.5590000e+02   4.5152827e+00
   1.3120000e-02   2.5600000e+02   4.3614473e+00
   1.3140000e-02   2.5650000e+02   4.4752405e+00
   1.3160000e-02   2.5660000e+02   4.4850369e+00
   1.3180000e-02   2.5670000e+02   4.5899649e+00
   1.3200000e-02   2.5690000e+02   4.6150719e+00
   1.3220000e-02   2.5600000e+02   4.4121046e+00
   1.3240000e-02   2.5640000e+02   4.7380258e+00
   1.3260000e-02   2.5580000e+02   4.9391857e+00
   1.3280000e-02   2.5660000e+02   4.9692387e+00
   1.3300000e-02   2.5630000e+02   4.9823020e+00
   1.3320000e-02   2.5620000e+02   4.8506586e+00
   1.3340000e-02   2.5620000e+02   5.0261538e+00
   1.3360000e-02   2.5620000e+02   5.2085400e+00
   1.3380000e-02   2.5620000e+02   5.1764424e+00
   1.3400000e-02   2.5620000e+02   4.9995555e+00
   1.3420000e-02   2.5610000e+02   5.0956408e+00
   1.3440000e-02   2.5590000e+02   5.2777310e+00
   1.3460000e-02   2.5570000e+02   5.2026703e+00
   1.3480000e-02   2.5560000e+02   5.4061693e+00
   1.3500000e-02   2.5530000e+02   5.2705682e+00
   1.3520000e-02   2.5530000e+02   5.4549672e+00
   1.3540000e-02   2.5500000e+02   5.0924781e+00
   1.3560000e-02   2.5490000e+02   5.1692467e+00
   1.3580000e-02   2.5510000e+02   5.1043554e+00
   1.3600000e-02   2.5480000e+02   4.8985259e+00
   1.3620000e-02   2.5450000e+02   4.9827480e+00
   1.3640000e-02   2.5480000e+02   5.0985837e+00
   1.3660000e-02   2.5460000e+02   5.0972760e+00
   1.3680000e-02   2.5470000e+02   5.1726847e+00
   1.3700000e-02   2.5510000e+02   5.2524069e+00
   1.3720000e-02   2.5570000e+02   5.0751026e+00
   1.3740000e-02   2.5500000e+02   5.0155314e+00
   1.3760000e-02   2.5530000e+02   5.1597804e+00
   1.3780000e-02   2.5590000e+02   5.3050291e+00
   1.3800000e-02   2.5580000e+02   5.2868810e+00
   1.3820000e-02   2.5550000e+02   5.4001029e+00
   1.3840000e-02   2.5580000e+02   5.4646338e+00
   1.3860000e-02   2.5580000e+02   5.5132164e+00
   1.3880000e-02   2.5600000e+02   5.4365021e+00
   1.3900000e-02   2.5540000e+02   5.2476450e+00
   1.3920000e-02   2.5570000e+02   5.3167450e+00
   1.3940000e-02   2.5540000e+02   5.1622562e+00
   1.3960000e-02   2.5520000e+02   5.1678493e+00
   1.3980000e-02   2.5530000e+02   5.2175984e+00
   1.4000000e-02   2.5550000e+02   4.9894333e+00
   1.4020000e-02   2.5610000e+02   4.8841012e+00
   1.4040000e-02   2.5610000e+02   4.9473899e+00
   1.4060000e-02   2.5620000e+02   4.9053259e+00
   1.4080000e-02   2.5590000e+02   5.0032212e+00
   1.4100000e-02   2.5600000e+02   4.9620784e+00
   1.4120000e-02   2.5580000e+02   5.0195175e+00
   1.4140000e-02   2.5570000e+02   4.9800714e+00
   1.4160000e-02   2.5590000e+02   5.1130552e+00
   1.4180000e-02   2.5590000e+02   4.9987776e+00
   1.4200000e-02   2.5640000e+02   4.8469922e+00
   1.4220000e-02   2.5680000e+02   4.8689492e+00
   1.4240000e-02   2.5710000e+02   5.0364229e+00
   1.4260000e-02   2.5710000e+02   4.9898786e+00
   1.4280000e-02   2.5730000e+02   5.0355404e+00
   1.4300000e-02   2.5730000e+02   5.1317097e+00
   1.4320000e-02   2.5710000e+02   5.2439383e+00
   1.4340000e-02   2.5680000e+02   5.0195175e+00
   1.4360000e-02   2.5670000e+02   4.7376741e+00
   1.4380000e-02   2.5670000e+02   4.6952695e+00
   1.4400000e-02   2.5630000e+02   4.6667857e+00
   1.4420000e-02   2.5620000e+02   4.7581509e+00
   1.4440000e-02   2.5680000e+02   4.9346845e+00
   1.4460000e-02   2.5680000e+02   5.1224994e+00
   1.4480000e-02   2.5660000e+02   4.9175423e+00
   1.4500000e-02   2.5650000e+02   4.8516893e+00
   1.4520000e-02   2.5680000e+02   4.8712307e+00
   1.4540000e-02   2.5740000e+02   4.6168773e+00
   1.4560000e-02   2.5750000e+02   4.3262763e+00
   1.4580000e-02   2.5790000e+02   4.3216509e+00
   1.4600000e-02   2.5790000e+02   4.4732538e+00
   1.4620000e-02   2.5770000e+02   4.5044423e+00
   1.4640000e-02   2.5740000e+02   4.7050800e+00
   1.4660000e-02   2.5720000e+02   4.6518813e+00
   1.4680000e-02   2.5720000e+02   4.4141188e+00
   1.4700000e-02   2.5690000e+02   4.2070047e+00
   1.4720000e-02   2.5760000e+02   4.1691992e+00
   1.4740000e-02   2.5760000e+02   4.2142615e+00
   1.4760000e-02   2.5750000e+02   4.1559863e+00
   1.4780000e-02   2.5720000e+02   4.1947057e+00
   1.4800000e-02   2.5720000e+02   4.2000000e+00
   1.4820000e-02   2.5760000e+02   4.2300512e+00
   1.4840000e-02   2.5770000e+02   4.1259342e+00
   1.4860000e-02   2.5730000e+02   3.9187583e+00
   1.4880000e-02   2.5730000e+02   3.8616347e+00
   1.4900000e-02   2.5650000e+02   3.7719727e+00
   1.4920000e-02   2.5680000e+02   3.8233203e+00
   1.4940000e-02   2.5640000e+02   3.7303560e+00
   1.4960000e-02   2.5750000e+02   3.7483330e+00
   1.4980000e-02   2.5750000e+02   3.7334821e+00
   1.5000000e-02   2.5720000e+02   3.7912179e+00
   1.5020000e-02   2.5710000e+02   3.9425034e+00
   1.5040000e-02   2.5700000e+02   3.9721251e+00
   1.5060000e-02   2.5630000e+02   4.0744461e+00
   1.5080000e-02   2.5650000e+02   4.0913187e+00
   1.5100000e-02   2.5590000e+02   4.2017192e+00
   1.5120000e-02   2.5520000e+02   4.3989898e+00
   1.5140000e-02   2.5530000e+02   4.2165020e+00
   1.5160000e-02   2.5550000e+02   3.9700266e+00
   1.5180000e-02   2.5560000e+02   4.1344085e+00
   1.5200000e-02   2.5520000e+02   4.0819385e+00
   1.5220000e-02   2.5590000e+02   3.9733837e+00
   1.5240000e-02   2.5580000e+02   3.9966653e+00
   1.5260000e-02   2.5480000e+02   4.0491426e+00
   1.5280000e-02   2.5450000e+02   4.0200884e+00
   1.5300000e-02   2.5400000e+02   3.9693268e+00
   1.5320000e-02   2.5410000e+02   3.6861603e+00
   1.5340000e-02   2.5420000e+02   3.5333333e+00
   1.5360000e-02   2.5410000e+02   3.3314995e+00
   1.5380000e-02   2.5430000e+02   3.4093010e+00
   1.5400000e-02   2.5520000e+02   3.2448249e+00
   1.5420000e-02   2.5500000e+02   3.1481917e+00
   1.5440000e-02   2.5590000e+02   3.0347982e+00
   1.5460000e-02   2.5650000e+02   3.0740852e+00
   1.5480000e-02   2.5610000e+02   3.3013465e+00
   1.5500000e-02   2.5620000e+02   3.1790984e+00
   1.5520000e-02   2.5610000e+02   3.0711923e+00
   1.5540000e-02   2.5640000e+02   2.9784411e+00
   1.5560000e-02   2.5670000e+02   2.8168146e+00
   1.5580000e-02   2.5650000e+02   2.8333333e+00
   1.5600000e-02   2.5590000e+02   2.7746872e+00
   1.5620000e-02   2.5550000e+02   2.9145230e+00
   1.5640000e-02   2.5540000e+02   2.8095077e+00
   1.5660000e-02   2.5560000e+02   2.6591561e+00
   1.5680000e-02   2.5580000e+02   2.6280538e+00
   1.5700000e-02   2.5510000e+02   2.4740879e+00
   1.5720000e-02   2.5480000e+02   2.5854293e+00
   1.5740000e-02   2.5490000e+02   2.5053277e+00
   1.5760000e-02   2.5510000e+02   2.5361826e+00
   1.5780000e-02   2.5490000e+02   2.5839247e+00
   1.5800000e-02   2.5410000e+02   2.5141820e+00
   1.5820000e-02   2.5440000e+02   2.6465911e+00
   1.5840000e-02   2.5420000e+02   2.8898289e+00
   1.5860000e-02   2.5440000e+02   2.9371188e+00
   1.5880000e-02   2.5450000e+02   2.8333333e+00
   1.5900000e-02   2.5400000e+02   2.7928480e+00
   1.5920000e-02   2.5370000e+02   2.7610385e+00
   1.5940000e-02   2.5440000e+02   2.8643401e+00
   1.5960000e-02   2.5410000e+02   2.6434405e+00
   1.5980000e-02   2.5380000e+02   2.7235598e+00
   1.6000000e-02   2.5350000e+02   2.4460853e+00
   1.6020000e-02   2.5290000e+02   2.6727015e+00
   1.6040000e-02   2.5270000e+02   2.7810869e+00
   1.6060000e-02   2.5250000e+02   2.9448637e+00
   1.6080000e-02   2.5260000e+02   2.9484459e+00
   1.6100000e-02   2.5310000e+02   2.8846336e+00
   1.6120000e-02   2.5320000e+02   3.2721043e+00
   1.6140000e-02   2.5310000e+02   3.1285424e+00
   1.6160000e-02   2.5290000e+02   2.9719055e+00
   1.6180000e-02   2.5260000e+02   3.0411986e+00
   1.6200000e-02   2.5240000e+02   3.1699982e+00
   1.6220000e-02   2.5190000e+02   3.1673683e+00
   1.6240000e-02   2.5110000e+02   3.1603446e+00
   1.6260000e-02   2.5060000e+02   3.1062661e+00
   1.6280000e-02   2.5010000e+02   3.2091882e+00
   1.6300000e-02   2.5080000e+02   3.0140412e+00
   1.6320000e-02   2.5050000e+02   2.9935115e+00
   1.6340000e-02   2.5000000e+02   2.8751812e+00
   1.6360000e-02   2.4980000e+02   2.9507061e+00
   1.6380000e-02   2.4920000e+02   2.8627881e+00
   1.6400000e-02   2.4960000e+02   2.7535835e+00
   1.6420000e-02   2.4960000e+02   2.6255158e+00
   1.6440000e-02   2.4900000e+02   2.7080128e+00
   1.6460000e-02   2.4920000e+02   2.6989710e+00
   1.6480000e-02   2.4920000e+02   2.5068794e+00
   1.6500000e-02   2.4920000e+02   2.5508169e+00
   1.6520000e-02   2.4900000e+02   2.4675674e+00
   1.6540000e-02   2.4960000e+02   2.3055489e+00
   1.6560000e-02   2.4950000e+02   2.3345235e+00
   1.6580000e-02   2.4930000e+02   2.3525400e+00
   1.6600000e-02   2.5000000e+02   2.4037009e+00
   1.6620000e-02   2.5070000e+02   2.5649345e+00
   1.6640000e-02   2.5090000e+02   2.6768555e+00
   1.6660000e-02   2.5100000e+02   2.6956755e+00
   1.6680000e-02   2.5120000e+02   2.7276363e+00
   1.6700000e-02   2.5160000e+02   2.8292127e+00
   1.6720000e-02   2.5170000e+02   3.1799720e+00
   1.6740000e-02   2.5110000e+02   2.8458547e+00
   1.6760000e-02   2.5040000e+02   3.2221456e+00
   1.6780000e-02   2.5090000e+02   3.1462500e+00
   1.6800000e-02   2.5050000e+02   3.3640254e+00
   1.6820000e-02   2.5060000e+02   3.4615347e+00
   1.6840000e-02   2.5020000e+02   3.5615228e+00
   1.6860000e-02   2.5060000e+02   3.5502739e+00
   1.6880000e-02   2.5120000e+02   3.5427547e+00
   1.6900000e-02   2.5140000e+02   3.4775470e+00
   1.6920000e-02   2.5130000e+02   3.5278259e+00
   1.6940000e-02   2.5080000e+02   3.6325687e+00
   1.6960000e-02   2.5050000e+02   3.5660436e+00
   1.6980000e-02   2.5010000e+02   3.5945947e+00
   1.7000000e-02   2.5000000e+02   3.8122609e+00
   1.7020000e-02   2.5040000e+02   3.7629775e+00
   1.7040000e-02   2.4990000e+02   3.7489258e+00
   1.7060000e-02   2.4940000e+02   3.7333333e+00
   1.7080000e-02   2.4840000e+02   3.8620662e+00
   1.7100000e-02   2.4830000e+02   3.9917971e+00
   1.7120000e-02   2.4850000e+02   4.0913187e+00
   1.7140000e-02   2.4850000e+02   4.0804412e+00
   1.7160000e-02   2.4790000e+02   4.0481820e+00
   1.7180000e-02   2.4710000e+02   4.1751913e+00
   1.7200000e-02   2.4700000e+02   3.9524957e+00
   1.7220000e-02   2.4720000e+02   4.0298883e+00
   1.7240000e-02   2.4670000e+02   3.9074004e+00
   1.7260000e-02   2.4600000e+02   3.8441875e+00
   1.7280000e-02   2.4610000e+02   3.6284371e+00
   1.7300000e-02   2.4650000e+02   3.8013156e+00
   1.7320000e-02   2.4570000e+02   3.7119926e+00
   1.7340000e-02   2.4520000e+02   3.7558843e+00
   1.7360000e-02   2.4560000e+02   3.6974466e+00
   1.7380000e-02   2.4640000e+02   3.5876331e+00
   1.7400000e-02   2.4670000e+02   3.7119926e+00
   1.7420000e-02   2.4660000e+02   3.7629775e+00
   1.7440000e-02   2.4680000e+02   3.8695392e+00
   1.7460000e-02   2.4670000e+02   3.6758975e+00
   1.7480000e-02   2.4780000e+02   3.6264461e+00
   1.7500000e-02   2.4810000e+02   3.5573086e+00
   1.7520000e-02   2.4800000e+02   3.4221501e+00
   1.7540000e-02   2.4830000e+02   3.4320386e+00
   1.7560000e-02   2.4740000e+02   3.3038698e+00
   1.7580000e-02   2.4750000e+02   3.3006733e+00
   1.7600000e-02   2.4740000e+02   3.2083225e+00
   1.7620000e-02   2.4790000e+02   3.1918298e+00
   1.7640000e-02   2.4740000e+02   2.8448784e+00
   1.7660000e-02   2.4720000e+02   2.7317068e+00
   1.7680000e-02   2.4760000e+02   2.7696771e+00
   1.7700000e-02   2.4760000e+02   2.8759539e+00
   1.7720000e-02   2.4650000e+02   2.7618432e+00
   1.7740000e-02   2.4660000e+02   2.6841096e+00
   1.7760000e-02   2.4710000e+02   2.6643740e+00
   1.7780000e-02   2.4700000e+02   2.5121925e+00
   1.7800000e-02   2.4680000e+02   2.3466288e+00
   1.7820000e-02   2.4620000e+02   2.2100779e+00
   1.7840000e-02   2.4670000e+02   2.0113566e+00
   1.7860000e-02   2.4660000e+02   1.8690461e+00
   1.7880000e-02   2.4670000e+02   1.9151443e+00
   1.7900000e-02   2.4720000e+02   2.0044395e+00
   1.7920000e-02   2.4790000e+02   1.8223916e+00
   1.7940000e-02   2.4820000e+02   1.5620499e+00
   1.7960000e-02   2.4850000e+02   1.4548769e+00
   1.7980000e-02   2.4780000e+02   1.7113997e+00
   1.8000000e-02   2.4770000e+02   1.6196707e+00
   1.8020000e-02   2.4790000e+02   1.6829207e+00
   1.8040000e-02   2.4820000e+02   1.7751369e+00
   1.8060000e-02   2.4840000e+02   1.7074998e+00
   1.8080000e-02   2.4850000e+02   1.8574176e+00
   1.8100000e-02   2.4890000e+02   1.9801796e+00
   1.8120000e-02   2.4940000e+02   1.9618585e+00
   1.8140000e-02   2.4880000e+02   2.0264912e+00
   1.8160000e-02   2.4950000e+02   1.7654084e+00
   1.8180000e-02   2.4930000e+02   1.9723083e+00
   1.8200000e-02   2.4910000e+02   1.8941430e+00
   1.8220000e-02   2.4970000e+02   1.8138357e+00
   1.8240000e-02   2.4990000e+02   1.6086571e+00
   1.8260000e-02   2.5010000e+02   1.5307950e+00
   1.8280000e-02   2.5040000e+02   1.5289793e+00
   1.8300000e-02   2.5020000e+02   1.5762121e+00
   1.8320000e-02   2.4960000e+02   1.5070206e+00
   1.8340000e-02   2.4970000e+02   1.6934514e+00
   1.8360000e-02   2.4920000e+02   1.7178798e+00
   1.8380000e-02   2.4920000e+02   1.9078784e+00
   1.8400000e-02   2.4970000e+02   1.8260461e+00
   1.8420000e-02   2.4960000e+02   1.7269112e+00
   1.8440000e-02   2.4950000e+02   1.7716910e+00
   1.8460000e-02   2.5060000e+02   1.6878652e+00
   1.8480000e-02   2.5010000e+02   1.8162844e+00
   1.8500000e-02   2.5080000e+02   1.9708994e+00
   1.8520000e-02   2.5090000e+02   1.9232496e+00
   1.8540000e-02   2.5090000e+02   1.9913703e+00
   1.8560000e-02   2.5090000e+02   1.8284784e+00
   1.8580000e-02   2.5090000e+02   1.9116601e+00
   1.8600000e-02   2.5120000e+02   1.6451950e+00
   1.8620000e-02   2.5110000e+02   1.6017352e+00
   1.8640000e-02   2.5080000e+02   1.5620499e+00
   1.8660000e-02   2.5060000e+02   1.5070206e+00
   1.8680000e-02   2.5130000e+02   1.6468826e+00
   1.8700000e-02   2.5180000e+02   1.9194907e+00
   1.8720000e-02   2.5180000e+02   1.9367785e+00
   1.8740000e-02   2.5210000e+02   2.1000000e+00
   1.8760000e-02   2.5190000e+02   1.9801796e+00
   1.8780000e-02   2.5170000e+02   2.0712315e+00
   1.8800000e-02   2.5120000e+02   2.1281186e+00
   1.8820000e-02   2.5140000e+02   2.2861904e+00
   1.8840000e-02   2.5190000e+02   2.2970996e+00
   1.8860000e-02   2.5230000e+02   2.1137118e+00
   1.8880000e-02   2.5280000e+02   2.2300972e+00
   1.8900000e-02   2.5270000e+02   2.2012623e+00
   1.8920000e-02   2.5260000e+02   2.1354157e+00
   1.8940000e-02   2.5210000e+02   2.3307128e+00
   1.8960000e-02   2.5220000e+02   2.4890873e+00
   1.8980000e-02   2.5230000e+02   2.4946610e+00
   1.9000000e-02   2.5240000e+02   2.5785439e+00
   1.9020000e-02   2.5210000e+02   2.6685410e+00
   1.9040000e-02   2.5230000e+02   2.6078940e+00
   1.9060000e-02   2.5320000e+02   3.0360793e+00
   1.9080000e-02   2.5260000e+02   3.1453670e+00
   1.9100000e-02   2.5260000e+02   3.1979160e+00
   1.9120000e-02   2.5230000e+02   3.1624533e+00
   1.9140000e-02   2.5230000e+02   3.3567511e+00
   1.9160000e-02   2.5160000e+02   3.3139436e+00
   1.9180000e-02   2.5170000e+02   3.1624533e+00
   1.9200000e-02   2.5160000e+02   3.1312050e+00
   1.9220000e-02   2.5180000e+02   3.0324174e+00
   1.9240000e-02   2.5220000e+02   3.1721006e+00
   1.9260000e-02   2.5210000e+02   3.1953091e+00
   1.9280000e-02   2.5240000e+02   3.2117839e+00
   1.9300000e-02   2.5140000e+02   2.8875210e+00
   1.9320000e-02   2.5140000e+02   2.9105173e+00
   1.9340000e-02   2.5130000e+02   2.7610385e+00
   1.9360000e-02   2.5110000e+02   2.9076527e+00
   1.9380000e-02   2.5030000e+02   2.7770888e+00
   1.9400000e-02   2.5090000e+02   2.8846336e+00
   1.9420000e-02   2.5100000e+02   2.4988886e+00
   1.9440000e-02   2.5090000e+02   2.5536466e+00
   1.9460000e-02   2.5090000e+02   2.3544285e+00
   1.9480000e-02   2.5120000e+02   2.4979992e+00
   1.9500000e-02   2.5160000e+02   2.8798148e+00
   1.9520000e-02   2.5170000e+02   2.8442925e+00
   1.9540000e-02   2.5200000e+02   2.6415484e+00
   1.9560000e-02   2.5220000e+02   2.5551691e+00
   1.9580000e-02   2.5270000e+02   2.7367864e+00
   1.9600000e-02   2.5350000e+02   2.9524002e+00
   1.9620000e-02   2.5330000e+02   2.9516474e+00
   1.9640000e-02   2.5310000e+02   2.9905406e+00
   1.9660000e-02   2.5340000e+02   2.9028721e+00
   1.9680000e-02   2.5370000e+02   2.9061238e+00
   1.9700000e-02   2.5400000e+02   2.7608372e+00
   1.9720000e-02   2.5350000e+02   2.7416540e+00
   1.9740000e-02   2.5370000e+02   2.7286545e+00
   1.9760000e-02   2.5330000e+02   2.7690753e+00
   1.9780000e-02   2.5340000e+02   2.5699114e+00
   1.9800000e-02   2.5320000e+02   2.3371398e+00
   1.9820000e-02   2.5340000e+02   2.5914389e+00
   1.9840000e-02   2.5370000e+02   2.6291105e+00
   1.9860000e-02   2.5370000e+02   2.6876260e+00
