   1.0000000e-05   1.2399187e-02
   1.0843660e-05   1.3445157e-02
   1.1758496e-05   1.4579354e-02
   1.2750512e-05   1.5809218e-02
   1.3826222e-05   1.7142816e-02
   1.4992684e-05   1.8588897e-02
   1.6257557e-05   2.0156943e-02
   1.7629141e-05   2.1857241e-02
   1.9116441e-05   2.3700939e-02
   2.0729218e-05   2.5700128e-02
   2.2478058e-05   2.7867917e-02
   2.4374442e-05   3.0218519e-02
   2.6430815e-05   3.2767343e-02
   2.8660676e-05   3.5531097e-02
   3.1078662e-05   3.8527896e-02
   3.3700643e-05   4.1777379e-02
   3.6543831e-05   4.5300839e-02
   3.9626886e-05   4.9121361e-02
   4.2970047e-05   5.3263972e-02
   4.6595257e-05   5.7755804e-02
   5.0526311e-05   6.2626270e-02
   5.4789012e-05   6.7907260e-02
   5.9411340e-05   7.3633339e-02
   6.4423635e-05   7.9841980e-02
   6.9858797e-05   8.6573803e-02
   7.5752503e-05   9.3872838e-02
   8.2143436e-05   1.0178681e-01
   8.9073546e-05   1.1036745e-01
   9.6588322e-05   1.1967083e-01
   1.0473709e-04   1.2975772e-01
   1.1357334e-04   1.4069396e-01
   1.2315506e-04   1.5255094e-01
   1.3354516e-04   1.6540600e-01
   1.4481182e-04   1.7934294e-01
   1.5702901e-04   1.9445258e-01
   1.7027692e-04   2.1083330e-01
   1.8464249e-04   2.2859171e-01
   2.0022004e-04   2.4784327e-01
   2.1711179e-04   2.6871308e-01
   2.3542864e-04   2.9133662e-01
   2.5529081e-04   3.1586062e-01
   2.7682866e-04   3.4244398e-01
   3.0018358e-04   3.7125875e-01
   3.2550886e-04   4.0249121e-01
   3.5297073e-04   4.3634300e-01
   3.8274945e-04   4.7303236e-01
   4.1504048e-04   5.1279547e-01
   4.5005577e-04   5.5588789e-01
   4.8802516e-04   6.0258605e-01
   5.2919787e-04   6.5318896e-01
   5.7384416e-04   7.0801994e-01
   6.2225708e-04   7.6742851e-01
   6.7475441e-04   8.3179246e-01
   7.3168071e-04   9.0151996e-01
   7.9340967e-04   9.7705193e-01
   8.6034644e-04   1.0588645e+00
   9.3293040e-04   1.1474715e+00
   1.0116380e-03   1.2434274e+00
   1.0969858e-03   1.3473305e+00
   1.1895341e-03   1.4598253e+00
   1.2898903e-03   1.5816066e+00
   1.3987131e-03   1.7134226e+00
   1.5167169e-03   1.8560785e+00
   1.6446762e-03   2.0104404e+00
   1.7834309e-03   2.1774391e+00
   1.9338918e-03   2.3580747e+00
   2.0970464e-03   2.5534199e+00
   2.2739658e-03   2.7646251e+00
   2.4658111e-03   2.9929225e+00
   2.6738416e-03   3.2396305e+00
   2.8994229e-03   3.5061579e+00
   3.1440355e-03   3.7940084e+00
   3.4092851e-03   4.1047849e+00
   3.6969127e-03   4.4401930e+00
   4.0088063e-03   4.8020448e+00
   4.3470132e-03   5.1922620e+00
   4.7137531e-03   5.6128783e+00
   5.1114335e-03   6.0660414e+00
   5.5426645e-03   6.5540138e+00
   6.0102768e-03   7.0791721e+00
   6.5173396e-03   7.6440062e+00
   7.0671813e-03   8.2511151e+00
   7.6634109e-03   8.9032029e+00
   8.3099419e-03   9.6030705e+00
   9.0110183e-03   1.0353607e+01
   9.7712415e-03   1.1157775e+01
   1.0595602e-02   1.2018598e+01
   1.1489510e-02   1.2939141e+01
   1.2458834e-02   1.3922482e+01
   1.3509935e-02   1.4971693e+01
   1.4649714e-02   1.6089802e+01
   1.5885651e-02   1.7279763e+01
   1.7225860e-02   1.8544408e+01
   1.8679136e-02   1.9886405e+01
   2.0255019e-02   2.1308211e+01
   2.1963854e-02   2.2812009e+01
   2.3816856e-02   2.4399656e+01
   2.5826188e-02   2.6072617e+01
   2.8005039e-02   2.7831900e+01
   3.0367711e-02   2.9677990e+01
   3.2929713e-02   3.1610783e+01
   3.5707860e-02   3.3629515e+01
   3.8720388e-02   3.5732707e+01
   4.1987071e-02   3.7918099e+01
   4.5529351e-02   4.0182605e+01
   4.9370479e-02   4.2522270e+01
   5.3535667e-02   4.4932236e+01
   5.8052255e-02   4.7406731e+01
   6.2949890e-02   4.9939062e+01
   6.8260718e-02   5.2521633e+01
   7.4019600e-02   5.5145977e+01
   8.0264335e-02   5.7802806e+01
   8.7035914e-02   6.0482081e+01
   9.4378783e-02   6.3173098e+01
   1.0234114e-01   6.5864597e+01
   1.1097525e-01   6.8544872e+01
   1.2033778e-01   7.1201912e+01
   1.3049020e-01   7.3823537e+01
   1.4149913e-01   7.6397551e+01
   1.5343684e-01   7.8911896e+01
   1.6638169e-01   8.1354810e+01
   1.8041864e-01   8.3714987e+01
   1.9563983e-01   8.5981731e+01
   2.1214518e-01   8.8145110e+01
   2.3004301e-01   9.0196107e+01
   2.4945081e-01   9.2126765e+01
   2.7049597e-01   9.3930326e+01
   2.9331663e-01   9.5601364e+01
   3.1806257e-01   9.7135910e+01
   3.4489623e-01   9.8531565e+01
   3.7399373e-01   9.9787601e+01
   4.0554607e-01   1.0090504e+02
   4.3976036e-01   1.0188667e+02
   4.7686117e-01   1.0273712e+02
   5.1709202e-01   1.0346273e+02
   5.6071699e-01   1.0407147e+02
   6.0802243e-01   1.0457278e+02
   6.5931883e-01   1.0497726e+02
   7.1494290e-01   1.0529634e+02
   7.7525975e-01   1.0554191e+02
   8.4066529e-01   1.0572584e+02
   9.1158883e-01   1.0585956e+02
   9.8849590e-01   1.0595367e+02
   1.0718913e+00   1.0601759e+02
   1.1623225e+00   1.0605935e+02
   1.2603829e+00   1.0608551e+02
   1.3667164e+00   1.0610117e+02
   1.4820207e+00   1.0611008e+02
   1.6070528e+00   1.0611489e+02
   1.7426334e+00   1.0611733e+02
   1.8896523e+00   1.0611850e+02
   2.0490747e+00   1.0611902e+02
   2.2219469e+00   1.0611924e+02
   2.4094036e+00   1.0611932e+02
   2.6126752e+00   1.0611935e+02
   2.8330961e+00   1.0611936e+02
   3.0721130e+00   1.0611936e+02
   3.3312948e+00   1.0611936e+02
   3.6123427e+00   1.0611936e+02
   3.9171015e+00   1.0611936e+02
   4.2475716e+00   1.0611936e+02
   4.6059220e+00   1.0611936e+02
   4.9945051e+00   1.0611936e+02
   5.4158714e+00   1.0611936e+02
   5.8727866e+00   1.0611936e+02
   6.3682499e+00   1.0611936e+02
   6.9055135e+00   1.0611936e+02
   7.4881039e+00   1.0611936e+02
   8.1198450e+00   1.0611936e+02
   8.8048836e+00   1.0611936e+02
   9.5477161e+00   1.0611936e+02
   1.0353218e+01   1.0611936e+02
   1.1226678e+01   1.0611936e+02
   1.2173827e+01   1.0611936e+02
   1.3200884e+01   1.0611936e+02
   1.4314589e+01   1.0611936e+02
   1.5522254e+01   1.0611936e+02
   1.6831804e+01   1.0611936e+02
   1.8251835e+01   1.0611936e+02
   1.9791669e+01   1.0611936e+02
   2.1461412e+01   1.0611936e+02
   2.3272025e+01   1.0611936e+02
   2.5235392e+01   1.0611936e+02
   2.7364400e+01   1.0611936e+02
   2.9673024e+01   1.0611936e+02
   3.2176418e+01   1.0611936e+02
   3.4891012e+01   1.0611936e+02
   3.7834626e+01   1.0611936e+02
   4.1026581e+01   1.0611936e+02
   4.4487828e+01   1.0611936e+02
   4.8241087e+01   1.0611936e+02
   5.2310993e+01   1.0611936e+02
   5.6724261e+01   1.0611936e+02
   6.1509858e+01   1.0611936e+02
   6.6699197e+01   1.0611936e+02
   7.2326339e+01   1.0611936e+02
   7.8428221e+01   1.0611936e+02
   8.5044893e+01   1.0611936e+02
   9.2219788e+01   1.0611936e+02
   1.0000000e+02   1.0611936e+02
