   1.0000000e-05   6.1979920e-02
   1.0843660e-05   6.7206545e-02
   1.1758496e-05   7.2873703e-02
   1.2750512e-05   7.9018485e-02
   1.3826222e-05   8.5681102e-02
   1.4992684e-05   9.2905140e-02
   1.6257557e-05   1.0073784e-01
   1.7629141e-05   1.0923043e-01
   1.9116441e-05   1.1843839e-01
   2.0729218e-05   1.2842190e-01
   2.2478058e-05   1.3924616e-01
   2.4374442e-05   1.5098183e-01
   2.6430815e-05   1.6370549e-01
   2.8660676e-05   1.7750012e-01
   3.1078662e-05   1.9245565e-01
   3.3700643e-05   2.0866949e-01
   3.6543831e-05   2.2624722e-01
   3.9626886e-05   2.4530319e-01
   4.2970047e-05   2.6596130e-01
   4.6595257e-05   2.8835572e-01
   5.0526311e-05   3.1263181e-01
   5.4789012e-05   3.3894698e-01
   5.9411340e-05   3.6747166e-01
   6.4423635e-05   3.9839043e-01
   6.9858797e-05   4.3190307e-01
   7.5752503e-05   4.6822587e-01
   8.2143436e-05   5.0759290e-01
   8.9073546e-05   5.5025746e-01
   9.6588322e-05   5.9649361e-01
   1.0473709e-04   6.4659781e-01
   1.1357334e-04   7.0089066e-01
   1.2315506e-04   7.5971885e-01
   1.3354516e-04   8.2345712e-01
   1.4481182e-04   8.9251048e-01
   1.5702901e-04   9.6731649e-01
   1.7027692e-04   1.0483478e+00
   1.8464249e-04   1.1361146e+00
   2.0022004e-04   1.2311676e+00
   2.1711179e-04   1.3341012e+00
   2.3542864e-04   1.4455560e+00
   2.5529081e-04   1.5662227e+00
   2.7682866e-04   1.6968455e+00
   3.0018358e-04   1.8382256e+00
   3.2550886e-04   1.9912252e+00
   3.5297073e-04   2.1567716e+00
   3.8274945e-04   2.3358612e+00
   4.1504048e-04   2.5295640e+00
   4.5005577e-04   2.7390280e+00
   4.8802516e-04   2.9654836e+00
   5.2919787e-04   3.2102485e+00
   5.7384416e-04   3.4747322e+00
   6.2225708e-04   3.7604404e+00
   6.7475441e-04   4.0689797e+00
   7.3168071e-04   4.4020622e+00
   7.9340967e-04   4.7615088e+00
   8.6034644e-04   5.1492536e+00
   9.3293040e-04   5.5673468e+00
   1.0116380e-03   6.0179572e+00
   1.0969858e-03   6.5033740e+00
   1.1895341e-03   7.0260074e+00
   1.2898903e-03   7.5883886e+00
   1.3987131e-03   8.1931673e+00
   1.5167169e-03   8.8431086e+00
   1.6446762e-03   9.5410871e+00
