	time (s)	A(t)		SEM for 10 traj
   1.3741500e+00   3.7000000e+01   1.4681810e+00
   1.3742000e+00   3.7000000e+01   1.4681810e+00
   1.3742500e+00   3.7000000e+01   1.4681810e+00
   1.3743000e+00   3.6900000e+01   1.4564035e+00
   1.3743500e+00   3.6900000e+01   1.4564035e+00
   1.3744000e+00   3.6900000e+01   1.4564035e+00
   1.3744500e+00   3.6900000e+01   1.4564035e+00
   1.3745000e+00   3.7000000e+01   1.4981470e+00
   1.3745500e+00   3.6900000e+01   1.4564035e+00
   1.3746000e+00   3.7000000e+01   1.4529663e+00
   1.3746500e+00   3.6900000e+01   1.4177447e+00
   1.3747000e+00   3.6700000e+01   1.3585123e+00
   1.3747500e+00   3.6600000e+01   1.3597385e+00
   1.3748000e+00   3.6600000e+01   1.3597385e+00
   1.3748500e+00   3.6600000e+01   1.3597385e+00
   1.3749000e+00   3.6600000e+01   1.3597385e+00
   1.3749500e+00   3.6600000e+01   1.3597385e+00
   1.3750000e+00   3.6600000e+01   1.3597385e+00
   1.3750500e+00   3.6600000e+01   1.3597385e+00
   1.3751000e+00   3.6600000e+01   1.3597385e+00
   1.3751500e+00   3.6600000e+01   1.3597385e+00
   1.3752000e+00   3.6700000e+01   1.3666667e+00
   1.3752500e+00   3.6800000e+01   1.3727507e+00
   1.3753000e+00   3.6800000e+01   1.3727507e+00
   1.3753500e+00   3.6800000e+01   1.3727507e+00
   1.3754000e+00   3.6800000e+01   1.3727507e+00
   1.3754500e+00   3.6800000e+01   1.3727507e+00
   1.3755000e+00   3.6900000e+01   1.3034143e+00
   1.3755500e+00   3.7000000e+01   1.2909944e+00
   1.3756000e+00   3.7100000e+01   1.3034143e+00
   1.3756500e+00   3.7100000e+01   1.3034143e+00
   1.3757000e+00   3.7000000e+01   1.2909944e+00
   1.3757500e+00   3.6900000e+01   1.2423097e+00
   1.3758000e+00   3.6900000e+01   1.2423097e+00
   1.3758500e+00   3.6900000e+01   1.2423097e+00
   1.3759000e+00   3.6800000e+01   1.2274635e+00
   1.3759500e+00   3.6800000e+01   1.2274635e+00
   1.3760000e+00   3.6800000e+01   1.2364825e+00
   1.3760500e+00   3.6900000e+01   1.2512216e+00
   1.3761000e+00   3.7000000e+01   1.2909944e+00
   1.3761500e+00   3.7000000e+01   1.2909944e+00
   1.3762000e+00   3.7000000e+01   1.2909944e+00
   1.3762500e+00   3.7000000e+01   1.2909944e+00
   1.3763000e+00   3.6900000e+01   1.2862521e+00
   1.3763500e+00   3.6900000e+01   1.2862521e+00
   1.3764000e+00   3.6800000e+01   1.2454361e+00
   1.3764500e+00   3.6700000e+01   1.2297244e+00
   1.3765000e+00   3.6700000e+01   1.2297244e+00
   1.3765500e+00   3.6700000e+01   1.2023126e+00
   1.3766000e+00   3.6900000e+01   1.1685699e+00
   1.3766500e+00   3.6900000e+01   1.1685699e+00
   1.3767000e+00   3.6800000e+01   1.1718931e+00
   1.3767500e+00   3.6900000e+01   1.1685699e+00
   1.3768000e+00   3.6900000e+01   1.1685699e+00
   1.3768500e+00   3.6700000e+01   1.2206556e+00
   1.3769000e+00   3.6700000e+01   1.2206556e+00
   1.3769500e+00   3.6700000e+01   1.2206556e+00
   1.3770000e+00   3.6800000e+01   1.1527744e+00
   1.3770500e+00   3.6800000e+01   1.0832051e+00
   1.3771000e+00   3.6800000e+01   1.0832051e+00
   1.3771500e+00   3.6800000e+01   1.0832051e+00
   1.3772000e+00   3.6700000e+01   1.1455227e+00
   1.3772500e+00   3.6600000e+01   1.1469767e+00
   1.3773000e+00   3.6600000e+01   1.1469767e+00
   1.3773500e+00   3.6700000e+01   1.1930353e+00
   1.3774000e+00   3.6700000e+01   1.1647603e+00
   1.3774500e+00   3.6600000e+01   1.1566234e+00
   1.3775000e+00   3.6800000e+01   1.1718931e+00
   1.3775500e+00   3.7000000e+01   1.1547005e+00
   1.3776000e+00   3.7000000e+01   1.0645813e+00
   1.3776500e+00   3.7000000e+01   1.0645813e+00
   1.3777000e+00   3.6900000e+01   1.0376255e+00
   1.3777500e+00   3.7200000e+01   1.1135529e+00
   1.3778000e+00   3.7200000e+01   1.1135529e+00
   1.3778500e+00   3.7200000e+01   1.1135529e+00
   1.3779000e+00   3.7100000e+01   1.0692677e+00
   1.3779500e+00   3.7200000e+01   1.1135529e+00
   1.3780000e+00   3.7200000e+01   1.1135529e+00
   1.3780500e+00   3.7200000e+01   1.1135529e+00
   1.3781000e+00   3.7200000e+01   1.1135529e+00
   1.3781500e+00   3.7100000e+01   1.1000000e+00
   1.3782000e+00   3.7200000e+01   1.1135529e+00
   1.3782500e+00   3.7200000e+01   1.1135529e+00
   1.3783000e+00   3.7200000e+01   1.1135529e+00
   1.3783500e+00   3.7400000e+01   1.1175370e+00
   1.3784000e+00   3.7500000e+01   1.1666667e+00
   1.3784500e+00   3.7500000e+01   1.1666667e+00
   1.3785000e+00   3.7300000e+01   1.1930353e+00
   1.3785500e+00   3.7400000e+01   1.2128937e+00
   1.3786000e+00   3.7500000e+01   1.2405196e+00
   1.3786500e+00   3.7300000e+01   1.2297244e+00
   1.3787000e+00   3.7200000e+01   1.2274635e+00
   1.3787500e+00   3.7200000e+01   1.2274635e+00
   1.3788000e+00   3.7100000e+01   1.2600705e+00
   1.3788500e+00   3.7100000e+01   1.2600705e+00
   1.3789000e+00   3.6900000e+01   1.2423097e+00
   1.3789500e+00   3.7000000e+01   1.2110601e+00
   1.3790000e+00   3.7100000e+01   1.1967549e+00
   1.3790500e+00   3.7200000e+01   1.2000000e+00
   1.3791000e+00   3.7200000e+01   1.2000000e+00
   1.3791500e+00   3.7200000e+01   1.2000000e+00
   1.3792000e+00   3.7300000e+01   1.1742610e+00
   1.3792500e+00   3.7200000e+01   1.2000000e+00
   1.3793000e+00   3.7400000e+01   1.2310790e+00
   1.3793500e+00   3.7400000e+01   1.2310790e+00
   1.3794000e+00   3.7300000e+01   1.2565385e+00
   1.3794500e+00   3.7200000e+01   1.1623731e+00
   1.3795000e+00   3.7200000e+01   1.1623731e+00
   1.3795500e+00   3.7300000e+01   1.2206556e+00
   1.3796000e+00   3.7100000e+01   1.2333333e+00
   1.3796500e+00   3.7200000e+01   1.2543258e+00
   1.3797000e+00   3.7200000e+01   1.2543258e+00
   1.3797500e+00   3.7100000e+01   1.1967549e+00
   1.3798000e+00   3.7100000e+01   1.1967549e+00
   1.3798500e+00   3.7200000e+01   1.2274635e+00
   1.3799000e+00   3.7300000e+01   1.2653502e+00
   1.3799500e+00   3.7200000e+01   1.2183778e+00
   1.3800000e+00   3.7200000e+01   1.1527744e+00
   1.3800500e+00   3.7200000e+01   1.1527744e+00
   1.3801000e+00   3.7300000e+01   1.1455227e+00
   1.3801500e+00   3.7400000e+01   1.1469767e+00
   1.3802000e+00   3.7400000e+01   1.1469767e+00
   1.3802500e+00   3.7400000e+01   1.1469767e+00
   1.3803000e+00   3.7400000e+01   1.2036980e+00
   1.3803500e+00   3.7400000e+01   1.2036980e+00
   1.3804000e+00   3.7500000e+01   1.2133516e+00
   1.3804500e+00   3.7500000e+01   1.2494443e+00
   1.3805000e+00   3.7500000e+01   1.2494443e+00
   1.3805500e+00   3.7500000e+01   1.2494443e+00
   1.3806000e+00   3.7400000e+01   1.2128937e+00
   1.3806500e+00   3.7300000e+01   1.2115188e+00
   1.3807000e+00   3.7300000e+01   1.2115188e+00
   1.3807500e+00   3.7400000e+01   1.1850926e+00
   1.3808000e+00   3.7300000e+01   1.2476645e+00
   1.3808500e+00   3.7300000e+01   1.1930353e+00
   1.3809000e+00   3.7300000e+01   1.1930353e+00
   1.3809500e+00   3.7400000e+01   1.1756795e+00
   1.3810000e+00   3.7400000e+01   1.2754084e+00
   1.3810500e+00   3.7500000e+01   1.2133516e+00
   1.3811000e+00   3.7600000e+01   1.1944315e+00
   1.3811500e+00   3.7600000e+01   1.1944315e+00
   1.3812000e+00   3.7700000e+01   1.1836854e+00
   1.3812500e+00   3.7700000e+01   1.1836854e+00
   1.3813000e+00   3.7800000e+01   1.1718931e+00
   1.3813500e+00   3.7700000e+01   1.2115188e+00
   1.3814000e+00   3.7800000e+01   1.1430952e+00
   1.3814500e+00   3.7800000e+01   1.1430952e+00
   1.3815000e+00   3.7700000e+01   1.1259564e+00
   1.3815500e+00   3.7800000e+01   1.1135529e+00
   1.3816000e+00   3.8000000e+01   1.0954451e+00
   1.3816500e+00   3.7800000e+01   1.0624918e+00
   1.3817000e+00   3.7900000e+01   1.1100551e+00
   1.3817500e+00   3.8100000e+01   1.0692677e+00
   1.3818000e+00   3.8100000e+01   1.0692677e+00
   1.3818500e+00   3.8000000e+01   1.0540926e+00
   1.3819000e+00   3.8000000e+01   1.0540926e+00
   1.3819500e+00   3.8000000e+01   1.0540926e+00
   1.3820000e+00   3.7900000e+01   1.0268615e+00
   1.3820500e+00   3.7900000e+01   1.0268615e+00
   1.3821000e+00   3.7900000e+01   1.0268615e+00
   1.3821500e+00   3.8000000e+01   1.0434984e+00
   1.3822000e+00   3.8000000e+01   1.0434984e+00
   1.3822500e+00   3.8000000e+01   1.0434984e+00
   1.3823000e+00   3.7900000e+01   1.0268615e+00
   1.3823500e+00   3.8000000e+01   1.0434984e+00
   1.3824000e+00   3.8000000e+01   1.0434984e+00
   1.3824500e+00   3.8000000e+01   1.0434984e+00
   1.3825000e+00   3.8000000e+01   1.0434984e+00
   1.3825500e+00   3.8000000e+01   1.0434984e+00
   1.3826000e+00   3.8000000e+01   1.0434984e+00
   1.3826500e+00   3.7900000e+01   1.0268615e+00
   1.3827000e+00   3.7900000e+01   1.0268615e+00
   1.3827500e+00   3.7900000e+01   1.0268615e+00
   1.3828000e+00   3.7900000e+01   1.0692677e+00
   1.3828500e+00   3.7900000e+01   1.0692677e+00
   1.3829000e+00   3.8000000e+01   1.0954451e+00
   1.3829500e+00   3.8000000e+01   1.0954451e+00
   1.3830000e+00   3.8000000e+01   1.0954451e+00
   1.3830500e+00   3.8000000e+01   1.0954451e+00
   1.3831000e+00   3.7900000e+01   1.0898522e+00
   1.3831500e+00   3.7900000e+01   1.0898522e+00
   1.3832000e+00   3.7900000e+01   1.0898522e+00
   1.3832500e+00   3.7900000e+01   1.0898522e+00
   1.3833000e+00   3.7800000e+01   1.0934146e+00
   1.3833500e+00   3.8000000e+01   1.0219806e+00
   1.3834000e+00   3.8000000e+01   1.0219806e+00
   1.3834500e+00   3.8000000e+01   1.0219806e+00
   1.3835000e+00   3.7700000e+01   9.7809338e-01
   1.3835500e+00   3.7700000e+01   9.7809338e-01
   1.3836000e+00   3.7800000e+01   9.7524926e-01
   1.3836500e+00   3.7800000e+01   9.7524926e-01
   1.3837000e+00   3.7800000e+01   9.7524926e-01
   1.3837500e+00   3.7900000e+01   9.3630479e-01
   1.3838000e+00   3.7800000e+01   9.1651514e-01
   1.3838500e+00   3.7800000e+01   9.1651514e-01
   1.3839000e+00   3.7800000e+01   9.1651514e-01
   1.3839500e+00   3.7800000e+01   9.1651514e-01
   1.3840000e+00   3.7800000e+01   9.1651514e-01
   1.3840500e+00   3.7700000e+01   8.5699734e-01
   1.3841000e+00   3.7700000e+01   8.5699734e-01
   1.3841500e+00   3.7700000e+01   8.5699734e-01
   1.3842000e+00   3.7700000e+01   8.5699734e-01
   1.3842500e+00   3.7600000e+01   8.5893992e-01
   1.3843000e+00   3.7500000e+01   8.4656167e-01
   1.3843500e+00   3.7400000e+01   7.9162281e-01
   1.3844000e+00   3.7400000e+01   7.9162281e-01
   1.3844500e+00   3.7400000e+01   7.9162281e-01
   1.3845000e+00   3.7300000e+01   7.7531356e-01
   1.3845500e+00   3.7200000e+01   7.2724747e-01
   1.3846000e+00   3.7100000e+01   8.0897741e-01
   1.3846500e+00   3.7000000e+01   8.0277297e-01
   1.3847000e+00   3.6900000e+01   7.6666667e-01
   1.3847500e+00   3.6900000e+01   7.6666667e-01
   1.3848000e+00   3.6900000e+01   7.6666667e-01
   1.3848500e+00   3.6900000e+01   7.6666667e-01
   1.3849000e+00   3.6900000e+01   7.6666667e-01
   1.3849500e+00   3.6800000e+01   7.7172246e-01
   1.3850000e+00   3.6900000e+01   6.9041051e-01
   1.3850500e+00   3.6900000e+01   6.9041051e-01
   1.3851000e+00   3.6900000e+01   6.9041051e-01
   1.3851500e+00   3.7000000e+01   7.1492035e-01
   1.3852000e+00   3.7100000e+01   7.8102497e-01
   1.3852500e+00   3.7100000e+01   7.8102497e-01
   1.3853000e+00   3.7100000e+01   7.8102497e-01
   1.3853500e+00   3.7100000e+01   7.8102497e-01
   1.3854000e+00   3.7100000e+01   7.8102497e-01
   1.3854500e+00   3.7200000e+01   7.5718778e-01
   1.3855000e+00   3.7200000e+01   7.5718778e-01
   1.3855500e+00   3.7400000e+01   6.6999171e-01
   1.3856000e+00   3.7500000e+01   6.8718427e-01
   1.3856500e+00   3.7500000e+01   6.8718427e-01
   1.3857000e+00   3.7600000e+01   6.8637534e-01
   1.3857500e+00   3.7700000e+01   7.1569702e-01
   1.3858000e+00   3.7800000e+01   7.4236858e-01
   1.3858500e+00   3.7800000e+01   7.4236858e-01
   1.3859000e+00   3.7900000e+01   7.8102497e-01
   1.3859500e+00   3.8000000e+01   7.7459667e-01
   1.3860000e+00   3.7900000e+01   7.3711148e-01
   1.3860500e+00   3.7900000e+01   7.3711148e-01
   1.3861000e+00   3.8000000e+01   7.7459667e-01
   1.3861500e+00   3.8000000e+01   7.7459667e-01
   1.3862000e+00   3.8100000e+01   8.7496032e-01
   1.3862500e+00   3.8000000e+01   8.6922699e-01
   1.3863000e+00   3.8200000e+01   8.9193921e-01
   1.3863500e+00   3.8200000e+01   8.9193921e-01
   1.3864000e+00   3.8200000e+01   8.9193921e-01
   1.3864500e+00   3.8200000e+01   8.9193921e-01
   1.3865000e+00   3.8200000e+01   8.9193921e-01
   1.3865500e+00   3.8200000e+01   8.5374990e-01
   1.3866000e+00   3.8200000e+01   8.5374990e-01
   1.3866500e+00   3.8200000e+01   8.5374990e-01
   1.3867000e+00   3.8200000e+01   8.5374990e-01
   1.3867500e+00   3.8100000e+01   9.0000000e-01
   1.3868000e+00   3.8100000e+01   9.0000000e-01
   1.3868500e+00   3.8100000e+01   9.0000000e-01
   1.3869000e+00   3.8000000e+01   8.6922699e-01
   1.3869500e+00   3.8100000e+01   8.7496032e-01
   1.3870000e+00   3.8000000e+01   8.8191710e-01
   1.3870500e+00   3.8100000e+01   8.7496032e-01
   1.3871000e+00   3.8100000e+01   8.3599575e-01
   1.3871500e+00   3.8200000e+01   8.7939373e-01
   1.3872000e+00   3.8200000e+01   8.7939373e-01
   1.3872500e+00   3.8100000e+01   9.3630479e-01
   1.3873000e+00   3.8200000e+01   8.7939373e-01
   1.3873500e+00   3.8200000e+01   8.7939373e-01
   1.3874000e+00   3.8300000e+01   8.5699734e-01
   1.3874500e+00   3.8100000e+01   9.8262686e-01
   1.3875000e+00   3.8100000e+01   9.8262686e-01
   1.3875500e+00   3.8100000e+01   9.8262686e-01
   1.3876000e+00   3.8300000e+01   9.5510325e-01
   1.3876500e+00   3.8300000e+01   9.5510325e-01
   1.3877000e+00   3.8300000e+01   9.5510325e-01
   1.3877500e+00   3.8300000e+01   9.5510325e-01
   1.3878000e+00   3.8400000e+01   9.9107125e-01
   1.3878500e+00   3.8400000e+01   9.9107125e-01
   1.3879000e+00   3.8500000e+01   9.8036274e-01
   1.3879500e+00   3.8600000e+01   1.0241528e+00
   1.3880000e+00   3.8600000e+01   1.0241528e+00
   1.3880500e+00   3.8600000e+01   1.0241528e+00
   1.3881000e+00   3.8600000e+01   1.0241528e+00
   1.3881500e+00   3.8500000e+01   1.0354816e+00
   1.3882000e+00   3.8500000e+01   1.0354816e+00
   1.3882500e+00   3.8500000e+01   1.0354816e+00
   1.3883000e+00   3.8400000e+01   1.0241528e+00
   1.3883500e+00   3.8300000e+01   1.0959521e+00
   1.3884000e+00   3.8100000e+01   1.0482790e+00
   1.3884500e+00   3.8100000e+01   1.0482790e+00
   1.3885000e+00   3.8000000e+01   1.1254629e+00
   1.3885500e+00   3.7900000e+01   1.1298968e+00
   1.3886000e+00   3.7900000e+01   1.1298968e+00
   1.3886500e+00   3.7900000e+01   1.1298968e+00
   1.3887000e+00   3.7900000e+01   1.1298968e+00
   1.3887500e+00   3.7700000e+01   1.1742610e+00
   1.3888000e+00   3.7700000e+01   1.1742610e+00
   1.3888500e+00   3.7800000e+01   1.1907047e+00
   1.3889000e+00   3.7700000e+01   1.1836854e+00
   1.3889500e+00   3.7700000e+01   1.1836854e+00
   1.3890000e+00   3.7700000e+01   1.1836854e+00
   1.3890500e+00   3.7800000e+01   1.1813363e+00
   1.3891000e+00   3.7800000e+01   1.1813363e+00
   1.3891500e+00   3.7800000e+01   1.1813363e+00
   1.3892000e+00   3.7900000e+01   1.1685699e+00
   1.3892500e+00   3.7900000e+01   1.1685699e+00
   1.3893000e+00   3.7900000e+01   1.1685699e+00
   1.3893500e+00   3.8000000e+01   1.0954451e+00
   1.3894000e+00   3.8100000e+01   1.1000000e+00
   1.3894500e+00   3.8100000e+01   1.1000000e+00
   1.3895000e+00   3.8100000e+01   1.1000000e+00
   1.3895500e+00   3.8100000e+01   1.1000000e+00
   1.3896000e+00   3.8100000e+01   1.1000000e+00
   1.3896500e+00   3.8100000e+01   1.1000000e+00
   1.3897000e+00   3.8200000e+01   1.1527744e+00
   1.3897500e+00   3.8200000e+01   1.1527744e+00
   1.3898000e+00   3.8200000e+01   1.1527744e+00
   1.3898500e+00   3.8100000e+01   1.1000000e+00
   1.3899000e+00   3.8100000e+01   1.1000000e+00
   1.3899500e+00   3.8100000e+01   1.1000000e+00
   1.3900000e+00   3.8100000e+01   1.1000000e+00
   1.3900500e+00   3.7800000e+01   1.0306417e+00
   1.3901000e+00   3.7800000e+01   1.0306417e+00
   1.3901500e+00   3.7800000e+01   1.0306417e+00
   1.3902000e+00   3.7800000e+01   1.0624918e+00
   1.3902500e+00   3.7900000e+01   1.0796090e+00
   1.3903000e+00   3.7900000e+01   1.0796090e+00
   1.3903500e+00   3.7900000e+01   1.0796090e+00
   1.3904000e+00   3.8000000e+01   1.0749677e+00
   1.3904500e+00   3.8000000e+01   1.0749677e+00
   1.3905000e+00   3.7900000e+01   1.0796090e+00
   1.3905500e+00   3.7900000e+01   1.0796090e+00
   1.3906000e+00   3.8100000e+01   1.1100551e+00
   1.3906500e+00   3.8100000e+01   1.1100551e+00
   1.3907000e+00   3.8100000e+01   1.2060035e+00
   1.3907500e+00   3.8200000e+01   1.1333333e+00
   1.3908000e+00   3.8200000e+01   1.1333333e+00
   1.3908500e+00   3.8100000e+01   1.1590226e+00
   1.3909000e+00   3.8100000e+01   1.1590226e+00
   1.3909500e+00   3.8100000e+01   1.1590226e+00
   1.3910000e+00   3.8100000e+01   1.1590226e+00
   1.3910500e+00   3.8000000e+01   1.1352924e+00
   1.3911000e+00   3.8000000e+01   1.1352924e+00
   1.3911500e+00   3.8000000e+01   1.1352924e+00
   1.3912000e+00   3.8200000e+01   1.1430952e+00
   1.3912500e+00   3.8200000e+01   1.1430952e+00
   1.3913000e+00   3.8200000e+01   1.1430952e+00
   1.3913500e+00   3.8100000e+01   1.1200198e+00
   1.3914000e+00   3.8300000e+01   1.1742610e+00
   1.3914500e+00   3.8400000e+01   1.1372481e+00
   1.3915000e+00   3.8500000e+01   1.1279283e+00
   1.3915500e+00   3.8500000e+01   1.1279283e+00
   1.3916000e+00   3.8500000e+01   1.1080513e+00
   1.3916500e+00   3.8500000e+01   1.1080513e+00
   1.3917000e+00   3.8400000e+01   1.1175370e+00
   1.3917500e+00   3.8300000e+01   1.0546195e+00
   1.3918000e+00   3.8300000e+01   1.0546195e+00
   1.3918500e+00   3.8300000e+01   1.0546195e+00
   1.3919000e+00   3.8300000e+01   1.0546195e+00
   1.3919500e+00   3.8500000e+01   1.0979779e+00
   1.3920000e+00   3.8700000e+01   1.0857665e+00
   1.3920500e+00   3.8700000e+01   1.0857665e+00
   1.3921000e+00   3.8800000e+01   1.0519823e+00
   1.3921500e+00   3.8800000e+01   1.0519823e+00
   1.3922000e+00   3.8900000e+01   1.0796090e+00
   1.3922500e+00   3.8900000e+01   1.0796090e+00
   1.3923000e+00   3.8900000e+01   1.0796090e+00
   1.3923500e+00   3.8800000e+01   1.0519823e+00
   1.3924000e+00   3.8800000e+01   1.0934146e+00
   1.3924500e+00   3.8800000e+01   1.0934146e+00
   1.3925000e+00   3.8900000e+01   1.0898522e+00
   1.3925500e+00   3.8900000e+01   1.0898522e+00
   1.3926000e+00   3.8900000e+01   1.0898522e+00
   1.3926500e+00   3.9000000e+01   1.0954451e+00
   1.3927000e+00   3.9000000e+01   1.0954451e+00
   1.3927500e+00   3.9000000e+01   1.0954451e+00
   1.3928000e+00   3.9000000e+01   1.0954451e+00
   1.3928500e+00   3.9000000e+01   1.0954451e+00
   1.3929000e+00   3.9000000e+01   1.0954451e+00
   1.3929500e+00   3.9000000e+01   1.0954451e+00
   1.3930000e+00   3.9000000e+01   1.0954451e+00
   1.3930500e+00   3.9100000e+01   1.0692677e+00
   1.3931000e+00   3.9000000e+01   1.0540926e+00
   1.3931500e+00   3.9100000e+01   1.0376255e+00
   1.3932000e+00   3.9300000e+01   1.0651030e+00
   1.3932500e+00   3.9300000e+01   1.0651030e+00
   1.3933000e+00   3.9300000e+01   1.0651030e+00
   1.3933500e+00   3.9500000e+01   1.0775487e+00
   1.3934000e+00   3.9600000e+01   1.0666667e+00
   1.3934500e+00   3.9600000e+01   1.0666667e+00
   1.3935000e+00   3.9700000e+01   1.0754844e+00
   1.3935500e+00   3.9600000e+01   9.5684667e-01
   1.3936000e+00   3.9600000e+01   9.5684667e-01
   1.3936500e+00   3.9700000e+01   9.6666667e-01
   1.3937000e+00   3.9600000e+01   9.5684667e-01
   1.3937500e+00   3.9600000e+01   9.6838927e-01
   1.3938000e+00   3.9700000e+01   9.6666667e-01
   1.3938500e+00   3.9800000e+01   9.7524926e-01
   1.3939000e+00   3.9700000e+01   1.0005554e+00
   1.3939500e+00   3.9700000e+01   1.0005554e+00
   1.3940000e+00   3.9700000e+01   1.0005554e+00
   1.3940500e+00   3.9600000e+01   9.6838927e-01
   1.3941000e+00   3.9600000e+01   9.6838927e-01
   1.3941500e+00   3.9500000e+01   1.0567245e+00
   1.3942000e+00   3.9500000e+01   1.0137938e+00
   1.3942500e+00   3.9500000e+01   1.0137938e+00
   1.3943000e+00   3.9500000e+01   1.0137938e+00
   1.3943500e+00   3.9500000e+01   1.0137938e+00
   1.3944000e+00   3.9500000e+01   1.0461570e+00
   1.3944500e+00   3.9400000e+01   1.1372481e+00
   1.3945000e+00   3.9300000e+01   1.1259564e+00
   1.3945500e+00   3.9200000e+01   1.1135529e+00
   1.3946000e+00   3.9300000e+01   1.1455227e+00
   1.3946500e+00   3.9300000e+01   1.1455227e+00
   1.3947000e+00   3.9300000e+01   1.1455227e+00
   1.3947500e+00   3.9300000e+01   1.0546195e+00
   1.3948000e+00   3.9300000e+01   1.0546195e+00
   1.3948500e+00   3.9200000e+01   1.0519823e+00
   1.3949000e+00   3.9200000e+01   1.0519823e+00
   1.3949500e+00   3.9200000e+01   1.0519823e+00
   1.3950000e+00   3.9100000e+01   1.0268615e+00
   1.3950500e+00   3.9000000e+01   1.0327956e+00
   1.3951000e+00   3.9000000e+01   1.0327956e+00
   1.3951500e+00   3.9000000e+01   1.0327956e+00
   1.3952000e+00   3.9200000e+01   9.7524926e-01
   1.3952500e+00   3.9200000e+01   9.7524926e-01
   1.3953000e+00   3.9100000e+01   1.0588253e+00
   1.3953500e+00   3.9000000e+01   1.0327956e+00
   1.3954000e+00   3.9000000e+01   1.0327956e+00
   1.3954500e+00   3.9000000e+01   1.0327956e+00
   1.3955000e+00   3.8900000e+01   1.0482790e+00
   1.3955500e+00   3.9000000e+01   1.0749677e+00
   1.3956000e+00   3.9000000e+01   1.0749677e+00
   1.3956500e+00   3.9000000e+01   1.0749677e+00
   1.3957000e+00   3.9000000e+01   1.0749677e+00
   1.3957500e+00   3.9000000e+01   1.0749677e+00
   1.3958000e+00   3.9000000e+01   1.0749677e+00
   1.3958500e+00   3.9000000e+01   1.0749677e+00
   1.3959000e+00   3.8900000e+01   1.0376255e+00
   1.3959500e+00   3.9000000e+01   1.0327956e+00
   1.3960000e+00   3.9000000e+01   1.0327956e+00
   1.3960500e+00   3.8900000e+01   1.1200198e+00
   1.3961000e+00   3.8900000e+01   1.1200198e+00
   1.3961500e+00   3.8800000e+01   1.1234866e+00
   1.3962000e+00   3.8700000e+01   1.1455227e+00
   1.3962500e+00   3.8600000e+01   1.1469767e+00
   1.3963000e+00   3.8500000e+01   1.1180340e+00
   1.3963500e+00   3.8500000e+01   1.1180340e+00
   1.3964000e+00   3.8500000e+01   1.1571037e+00
   1.3964500e+00   3.8500000e+01   1.1571037e+00
   1.3965000e+00   3.8500000e+01   1.1571037e+00
   1.3965500e+00   3.8500000e+01   1.1761519e+00
   1.3966000e+00   3.8600000e+01   1.1566234e+00
   1.3966500e+00   3.8600000e+01   1.1566234e+00
   1.3967000e+00   3.8700000e+01   1.1357817e+00
   1.3967500e+00   3.8700000e+01   1.1357817e+00
   1.3968000e+00   3.8800000e+01   1.1623731e+00
   1.3968500e+00   3.8800000e+01   1.1623731e+00
   1.3969000e+00   3.8800000e+01   1.1623731e+00
   1.3969500e+00   3.8900000e+01   1.1590226e+00
   1.3970000e+00   3.8800000e+01   1.1623731e+00
   1.3970500e+00   3.8800000e+01   1.1623731e+00
   1.3971000e+00   3.8900000e+01   1.1685699e+00
   1.3971500e+00   3.8900000e+01   1.1685699e+00
   1.3972000e+00   3.9100000e+01   1.2151817e+00
   1.3972500e+00   3.9100000e+01   1.2151817e+00
   1.3973000e+00   3.9100000e+01   1.2151817e+00
   1.3973500e+00   3.9100000e+01   1.2151817e+00
   1.3974000e+00   3.9300000e+01   1.2827921e+00
   1.3974500e+00   3.9400000e+01   1.2666667e+00
   1.3975000e+00   3.9400000e+01   1.2666667e+00
   1.3975500e+00   3.9400000e+01   1.2666667e+00
   1.3976000e+00   3.9400000e+01   1.2666667e+00
   1.3976500e+00   3.9400000e+01   1.2666667e+00
   1.3977000e+00   3.9400000e+01   1.2666667e+00
   1.3977500e+00   3.9400000e+01   1.2666667e+00
   1.3978000e+00   3.9300000e+01   1.2827921e+00
   1.3978500e+00   3.9300000e+01   1.2827921e+00
   1.3979000e+00   3.9300000e+01   1.2827921e+00
   1.3979500e+00   3.9200000e+01   1.2454361e+00
   1.3980000e+00   3.9300000e+01   1.2297244e+00
   1.3980500e+00   3.9400000e+01   1.2220202e+00
   1.3981000e+00   3.9500000e+01   1.2315302e+00
   1.3981500e+00   3.9600000e+01   1.1469767e+00
   1.3982000e+00   3.9600000e+01   1.1756795e+00
   1.3982500e+00   3.9700000e+01   1.2206556e+00
   1.3983000e+00   3.9600000e+01   1.1756795e+00
   1.3983500e+00   3.9600000e+01   1.1756795e+00
   1.3984000e+00   3.9600000e+01   1.1756795e+00
   1.3984500e+00   3.9600000e+01   1.1756795e+00
   1.3985000e+00   3.9400000e+01   1.2578642e+00
   1.3985500e+00   3.9300000e+01   1.2476645e+00
   1.3986000e+00   3.9200000e+01   1.2719189e+00
   1.3986500e+00   3.9200000e+01   1.2543258e+00
   1.3987000e+00   3.9200000e+01   1.2892720e+00
   1.3987500e+00   3.9300000e+01   1.2827921e+00
   1.3988000e+00   3.9400000e+01   1.2036980e+00
   1.3988500e+00   3.9500000e+01   1.1571037e+00
   1.3989000e+00   3.9500000e+01   1.1571037e+00
   1.3989500e+00   3.9500000e+01   1.1571037e+00
   1.3990000e+00   3.9600000e+01   1.0770330e+00
   1.3990500e+00   3.9700000e+01   1.1060440e+00
