	time (s)	A(t)		SEM for 10 traj
   4.8310000e-01   3.8700000e+01   1.5278889e+00
   4.8315000e-01   3.8700000e+01   1.5278889e+00
   4.8320000e-01   3.8600000e+01   1.5434449e+00
   4.8325000e-01   3.8600000e+01   1.5434449e+00
   4.8330000e-01   3.8600000e+01   1.5506271e+00
   4.8335000e-01   3.8600000e+01   1.5506271e+00
   4.8340000e-01   3.8500000e+01   1.5652476e+00
   4.8345000e-01   3.8500000e+01   1.5652476e+00
   4.8350000e-01   3.8400000e+01   1.5860503e+00
   4.8355000e-01   3.8400000e+01   1.5860503e+00
   4.8360000e-01   3.8400000e+01   1.5860503e+00
   4.8365000e-01   3.8400000e+01   1.5860503e+00
   4.8370000e-01   3.8400000e+01   1.5860503e+00
   4.8375000e-01   3.8400000e+01   1.5860503e+00
   4.8380000e-01   3.8300000e+01   1.6058919e+00
   4.8385000e-01   3.8400000e+01   1.5860503e+00
   4.8390000e-01   3.8200000e+01   1.6041613e+00
   4.8395000e-01   3.8300000e+01   1.5919939e+00
   4.8400000e-01   3.8300000e+01   1.5919939e+00
   4.8405000e-01   3.8400000e+01   1.5719768e+00
   4.8410000e-01   3.8400000e+01   1.5719768e+00
   4.8415000e-01   3.8400000e+01   1.5719768e+00
   4.8420000e-01   3.8300000e+01   1.5779734e+00
   4.8425000e-01   3.8200000e+01   1.5114379e+00
   4.8430000e-01   3.8200000e+01   1.5114379e+00
   4.8435000e-01   3.8400000e+01   1.4772347e+00
   4.8440000e-01   3.8200000e+01   1.4892205e+00
   4.8445000e-01   3.8200000e+01   1.4892205e+00
   4.8450000e-01   3.8200000e+01   1.4892205e+00
   4.8455000e-01   3.8200000e+01   1.4966630e+00
   4.8460000e-01   3.8000000e+01   1.4832397e+00
   4.8465000e-01   3.8100000e+01   1.5235193e+00
   4.8470000e-01   3.8100000e+01   1.5235193e+00
   4.8475000e-01   3.8100000e+01   1.5235193e+00
   4.8480000e-01   3.8100000e+01   1.5235193e+00
   4.8485000e-01   3.8100000e+01   1.5235193e+00
   4.8490000e-01   3.8200000e+01   1.5549205e+00
   4.8495000e-01   3.8200000e+01   1.5549205e+00
   4.8500000e-01   3.8000000e+01   1.5846486e+00
   4.8505000e-01   3.8100000e+01   1.5380363e+00
   4.8510000e-01   3.8100000e+01   1.5380363e+00
   4.8515000e-01   3.8100000e+01   1.5380363e+00
   4.8520000e-01   3.8000000e+01   1.5846486e+00
   4.8525000e-01   3.8000000e+01   1.5846486e+00
   4.8530000e-01   3.8000000e+01   1.5846486e+00
   4.8535000e-01   3.8000000e+01   1.6261748e+00
   4.8540000e-01   3.7900000e+01   1.6360522e+00
   4.8545000e-01   3.7900000e+01   1.6360522e+00
   4.8550000e-01   3.7900000e+01   1.6292466e+00
   4.8555000e-01   3.7800000e+01   1.6852300e+00
   4.8560000e-01   3.7700000e+01   1.7451520e+00
   4.8565000e-01   3.7700000e+01   1.7451520e+00
   4.8570000e-01   3.7700000e+01   1.7451520e+00
   4.8575000e-01   3.7700000e+01   1.7451520e+00
   4.8580000e-01   3.7600000e+01   1.7587875e+00
   4.8585000e-01   3.7700000e+01   1.7953644e+00
   4.8590000e-01   3.7800000e+01   1.8366636e+00
   4.8595000e-01   3.7800000e+01   1.8366636e+00
   4.8600000e-01   3.7800000e+01   1.8366636e+00
   4.8605000e-01   3.7800000e+01   1.8366636e+00
   4.8610000e-01   3.7800000e+01   1.8961950e+00
   4.8615000e-01   3.7700000e+01   1.9151443e+00
   4.8620000e-01   3.7600000e+01   1.9731531e+00
   4.8625000e-01   3.7600000e+01   1.9731531e+00
   4.8630000e-01   3.7600000e+01   1.9731531e+00
   4.8635000e-01   3.7400000e+01   2.0121851e+00
   4.8640000e-01   3.7300000e+01   2.0168733e+00
   4.8645000e-01   3.7400000e+01   2.0612833e+00
   4.8650000e-01   3.7300000e+01   2.0223748e+00
   4.8655000e-01   3.7300000e+01   2.0223748e+00
   4.8660000e-01   3.7300000e+01   2.0223748e+00
   4.8665000e-01   3.7300000e+01   2.0223748e+00
   4.8670000e-01   3.7400000e+01   2.0011108e+00
   4.8675000e-01   3.7600000e+01   2.0066556e+00
   4.8680000e-01   3.7600000e+01   2.0066556e+00
   4.8685000e-01   3.7700000e+01   1.9891372e+00
   4.8690000e-01   3.7700000e+01   1.9891372e+00
   4.8695000e-01   3.7700000e+01   1.9891372e+00
   4.8700000e-01   3.7700000e+01   1.9891372e+00
   4.8705000e-01   3.7600000e+01   1.9843835e+00
   4.8710000e-01   3.7600000e+01   1.9843835e+00
   4.8715000e-01   3.7700000e+01   1.9891372e+00
   4.8720000e-01   3.7600000e+01   2.0121851e+00
   4.8725000e-01   3.7600000e+01   2.0121851e+00
   4.8730000e-01   3.7500000e+01   2.0234734e+00
   4.8735000e-01   3.7500000e+01   2.0234734e+00
   4.8740000e-01   3.7500000e+01   2.0234734e+00
   4.8745000e-01   3.7300000e+01   1.9553346e+00
   4.8750000e-01   3.7400000e+01   1.9390719e+00
   4.8755000e-01   3.7300000e+01   1.8859127e+00
   4.8760000e-01   3.7100000e+01   2.0300520e+00
   4.8765000e-01   3.7200000e+01   2.0752510e+00
   4.8770000e-01   3.7200000e+01   2.0752510e+00
   4.8775000e-01   3.7200000e+01   2.0752510e+00
   4.8780000e-01   3.7200000e+01   2.0752510e+00
   4.8785000e-01   3.7100000e+01   2.0893912e+00
   4.8790000e-01   3.7000000e+01   2.1029080e+00
   4.8795000e-01   3.7000000e+01   2.1029080e+00
   4.8800000e-01   3.7000000e+01   2.1029080e+00
   4.8805000e-01   3.7000000e+01   2.1029080e+00
   4.8810000e-01   3.7100000e+01   2.0893912e+00
   4.8815000e-01   3.7100000e+01   2.0893912e+00
   4.8820000e-01   3.7100000e+01   2.0893912e+00
   4.8825000e-01   3.7000000e+01   2.1134490e+00
   4.8830000e-01   3.7000000e+01   2.1134490e+00
   4.8835000e-01   3.7000000e+01   2.1134490e+00
   4.8840000e-01   3.7100000e+01   2.1000000e+00
   4.8845000e-01   3.7200000e+01   2.0912516e+00
   4.8850000e-01   3.7100000e+01   2.1470911e+00
   4.8855000e-01   3.7200000e+01   2.1437247e+00
   4.8860000e-01   3.7200000e+01   2.1437247e+00
   4.8865000e-01   3.7200000e+01   2.1437247e+00
   4.8870000e-01   3.7300000e+01   2.1294235e+00
   4.8875000e-01   3.7300000e+01   2.1294235e+00
   4.8880000e-01   3.7200000e+01   2.1437247e+00
   4.8885000e-01   3.7100000e+01   2.1574162e+00
   4.8890000e-01   3.7100000e+01   2.1574162e+00
   4.8895000e-01   3.7100000e+01   2.1574162e+00
   4.8900000e-01   3.6900000e+01   2.1676921e+00
   4.8905000e-01   3.6800000e+01   2.1949437e+00
   4.8910000e-01   3.6900000e+01   2.1676921e+00
   4.8915000e-01   3.7000000e+01   2.2110832e+00
   4.8920000e-01   3.7100000e+01   2.2032804e+00
   4.8925000e-01   3.7300000e+01   2.0278615e+00
   4.8930000e-01   3.7200000e+01   1.9821425e+00
   4.8935000e-01   3.7200000e+01   1.9821425e+00
   4.8940000e-01   3.7200000e+01   1.9821425e+00
   4.8945000e-01   3.7200000e+01   1.9652537e+00
   4.8950000e-01   3.7300000e+01   1.9553346e+00
   4.8955000e-01   3.7400000e+01   1.9675139e+00
   4.8960000e-01   3.7400000e+01   1.9675139e+00
   4.8965000e-01   3.7300000e+01   1.9947152e+00
   4.8970000e-01   3.7300000e+01   1.9947152e+00
   4.8975000e-01   3.7300000e+01   1.9947152e+00
   4.8980000e-01   3.7300000e+01   1.9947152e+00
   4.8985000e-01   3.7400000e+01   1.9787763e+00
   4.8990000e-01   3.7400000e+01   1.9787763e+00
   4.8995000e-01   3.7500000e+01   1.9564707e+00
   4.9000000e-01   3.7500000e+01   1.9564707e+00
   4.9005000e-01   3.7400000e+01   2.0121851e+00
   4.9010000e-01   3.7400000e+01   2.0121851e+00
   4.9015000e-01   3.7300000e+01   2.0002778e+00
   4.9020000e-01   3.7300000e+01   1.9666667e+00
   4.9025000e-01   3.7400000e+01   1.9504985e+00
   4.9030000e-01   3.7500000e+01   1.9393584e+00
   4.9035000e-01   3.7500000e+01   1.9393584e+00
   4.9040000e-01   3.7500000e+01   1.9393584e+00
   4.9045000e-01   3.7500000e+01   1.9393584e+00
   4.9050000e-01   3.7500000e+01   1.9393584e+00
   4.9055000e-01   3.7600000e+01   1.9843835e+00
   4.9060000e-01   3.7500000e+01   1.9450793e+00
   4.9065000e-01   3.7400000e+01   1.9102065e+00
   4.9070000e-01   3.7300000e+01   1.8681542e+00
   4.9075000e-01   3.7300000e+01   1.8681542e+00
   4.9080000e-01   3.7200000e+01   1.8184242e+00
   4.9085000e-01   3.7200000e+01   1.7876117e+00
   4.9090000e-01   3.7200000e+01   1.8245243e+00
   4.9095000e-01   3.7200000e+01   1.8245243e+00
   4.9100000e-01   3.7100000e+01   1.7854349e+00
   4.9105000e-01   3.7000000e+01   1.7763883e+00
   4.9110000e-01   3.6900000e+01   1.8040079e+00
   4.9115000e-01   3.6800000e+01   1.8000000e+00
   4.9120000e-01   3.6800000e+01   1.8000000e+00
   4.9125000e-01   3.7000000e+01   1.7061979e+00
   4.9130000e-01   3.7000000e+01   1.7061979e+00
   4.9135000e-01   3.7200000e+01   1.7048949e+00
   4.9140000e-01   3.7300000e+01   1.7451520e+00
   4.9145000e-01   3.7400000e+01   1.7900962e+00
   4.9150000e-01   3.7500000e+01   1.8393840e+00
   4.9155000e-01   3.7500000e+01   1.8393840e+00
   4.9160000e-01   3.7500000e+01   1.8929694e+00
   4.9165000e-01   3.7600000e+01   1.8867962e+00
   4.9170000e-01   3.7600000e+01   1.8867962e+00
   4.9175000e-01   3.7500000e+01   1.9046726e+00
   4.9180000e-01   3.7300000e+01   1.8976594e+00
   4.9185000e-01   3.7300000e+01   1.8976594e+00
   4.9190000e-01   3.7200000e+01   1.9020457e+00
   4.9195000e-01   3.7200000e+01   1.9020457e+00
   4.9200000e-01   3.7200000e+01   1.9020457e+00
   4.9205000e-01   3.7400000e+01   1.8749815e+00
   4.9210000e-01   3.7300000e+01   1.8260461e+00
   4.9215000e-01   3.7300000e+01   1.8076996e+00
   4.9220000e-01   3.7400000e+01   1.7900962e+00
   4.9225000e-01   3.7300000e+01   1.7891649e+00
   4.9230000e-01   3.7300000e+01   1.7891649e+00
   4.9235000e-01   3.7300000e+01   1.7891649e+00
   4.9240000e-01   3.7400000e+01   1.8390819e+00
   4.9245000e-01   3.7400000e+01   1.8390819e+00
   4.9250000e-01   3.7400000e+01   1.7524586e+00
   4.9255000e-01   3.7400000e+01   1.7524586e+00
   4.9260000e-01   3.7400000e+01   1.7397318e+00
   4.9265000e-01   3.7300000e+01   1.7578396e+00
   4.9270000e-01   3.7400000e+01   1.7461068e+00
   4.9275000e-01   3.7300000e+01   1.7704362e+00
   4.9280000e-01   3.7300000e+01   1.7704362e+00
   4.9285000e-01   3.7400000e+01   1.7650936e+00
   4.9290000e-01   3.7400000e+01   1.7650936e+00
   4.9295000e-01   3.7500000e+01   1.8211718e+00
   4.9300000e-01   3.7500000e+01   1.8211718e+00
   4.9305000e-01   3.7500000e+01   1.8211718e+00
   4.9310000e-01   3.7500000e+01   1.8211718e+00
   4.9315000e-01   3.7400000e+01   1.7650936e+00
   4.9320000e-01   3.7400000e+01   1.7650936e+00
   4.9325000e-01   3.7400000e+01   1.7650936e+00
   4.9330000e-01   3.7400000e+01   1.7650936e+00
   4.9335000e-01   3.7400000e+01   1.7650936e+00
   4.9340000e-01   3.7400000e+01   1.7650936e+00
   4.9345000e-01   3.7300000e+01   1.7451520e+00
   4.9350000e-01   3.7400000e+01   1.8024674e+00
   4.9355000e-01   3.7500000e+01   1.8633900e+00
   4.9360000e-01   3.7500000e+01   1.8211718e+00
   4.9365000e-01   3.7300000e+01   1.8199512e+00
   4.9370000e-01   3.7300000e+01   1.8199512e+00
   4.9375000e-01   3.7300000e+01   1.8199512e+00
   4.9380000e-01   3.7400000e+01   1.8086213e+00
   4.9385000e-01   3.7500000e+01   1.7966017e+00
   4.9390000e-01   3.7500000e+01   1.7966017e+00
   4.9395000e-01   3.7400000e+01   1.8024674e+00
   4.9400000e-01   3.7400000e+01   1.8024674e+00
   4.9405000e-01   3.7400000e+01   1.8024674e+00
   4.9410000e-01   3.7400000e+01   1.8024674e+00
   4.9415000e-01   3.7400000e+01   1.8024674e+00
   4.9420000e-01   3.7400000e+01   1.8024674e+00
   4.9425000e-01   3.7400000e+01   1.8024674e+00
   4.9430000e-01   3.7200000e+01   1.7499206e+00
   4.9435000e-01   3.7200000e+01   1.7499206e+00
   4.9440000e-01   3.7200000e+01   1.7499206e+00
   4.9445000e-01   3.7100000e+01   1.7666667e+00
   4.9450000e-01   3.7100000e+01   1.7666667e+00
   4.9455000e-01   3.7100000e+01   1.7666667e+00
   4.9460000e-01   3.7100000e+01   1.7666667e+00
   4.9465000e-01   3.7100000e+01   1.7666667e+00
   4.9470000e-01   3.7000000e+01   1.7888544e+00
   4.9475000e-01   3.7000000e+01   1.7888544e+00
   4.9480000e-01   3.7100000e+01   1.7666667e+00
   4.9485000e-01   3.7100000e+01   1.7666667e+00
   4.9490000e-01   3.7100000e+01   1.7666667e+00
   4.9495000e-01   3.7200000e+01   1.7562586e+00
   4.9500000e-01   3.7200000e+01   1.7562586e+00
   4.9505000e-01   3.7200000e+01   1.7562586e+00
   4.9510000e-01   3.7100000e+01   1.7854349e+00
   4.9515000e-01   3.7100000e+01   1.8586136e+00
   4.9520000e-01   3.7100000e+01   1.8586136e+00
   4.9525000e-01   3.7100000e+01   1.8586136e+00
   4.9530000e-01   3.7200000e+01   1.8547237e+00
   4.9535000e-01   3.7200000e+01   1.8487233e+00
   4.9540000e-01   3.7200000e+01   1.8487233e+00
   4.9545000e-01   3.7300000e+01   1.8621970e+00
   4.9550000e-01   3.7400000e+01   1.8808981e+00
   4.9555000e-01   3.7300000e+01   1.8976594e+00
   4.9560000e-01   3.7300000e+01   1.8976594e+00
   4.9565000e-01   3.7300000e+01   1.8976594e+00
   4.9570000e-01   3.7300000e+01   1.8976594e+00
   4.9575000e-01   3.7400000e+01   1.8985374e+00
   4.9580000e-01   3.7300000e+01   1.8381754e+00
   4.9585000e-01   3.7200000e+01   1.8184242e+00
   4.9590000e-01   3.7100000e+01   1.8345451e+00
   4.9595000e-01   3.7200000e+01   1.8061623e+00
   4.9600000e-01   3.7300000e+01   1.7953644e+00
   4.9605000e-01   3.7300000e+01   1.7953644e+00
   4.9610000e-01   3.7300000e+01   1.7953644e+00
   4.9615000e-01   3.7300000e+01   1.7953644e+00
   4.9620000e-01   3.7300000e+01   1.7953644e+00
   4.9625000e-01   3.7400000e+01   1.8571184e+00
   4.9630000e-01   3.7400000e+01   1.8571184e+00
   4.9635000e-01   3.7300000e+01   1.8681542e+00
   4.9640000e-01   3.7200000e+01   1.9194907e+00
   4.9645000e-01   3.7300000e+01   1.9267128e+00
   4.9650000e-01   3.7300000e+01   1.9267128e+00
   4.9655000e-01   3.7300000e+01   1.9267128e+00
   4.9660000e-01   3.7200000e+01   1.9425070e+00
   4.9665000e-01   3.6900000e+01   1.8526258e+00
   4.9670000e-01   3.6800000e+01   1.9078784e+00
   4.9675000e-01   3.6900000e+01   1.9232496e+00
   4.9680000e-01   3.7000000e+01   1.9090428e+00
   4.9685000e-01   3.7000000e+01   1.9090428e+00
   4.9690000e-01   3.7100000e+01   1.9290182e+00
   4.9695000e-01   3.7200000e+01   1.9539135e+00
   4.9700000e-01   3.7200000e+01   1.9539135e+00
   4.9705000e-01   3.7400000e+01   1.9275776e+00
   4.9710000e-01   3.7400000e+01   1.9275776e+00
   4.9715000e-01   3.7500000e+01   1.9046726e+00
   4.9720000e-01   3.7600000e+01   1.9504985e+00
   4.9725000e-01   3.7600000e+01   1.9504985e+00
   4.9730000e-01   3.7700000e+01   1.9324711e+00
   4.9735000e-01   3.7900000e+01   1.9347696e+00
   4.9740000e-01   3.7900000e+01   1.9347696e+00
   4.9745000e-01   3.7900000e+01   1.9347696e+00
   4.9750000e-01   3.8000000e+01   1.9148542e+00
   4.9755000e-01   3.8100000e+01   1.8645822e+00
   4.9760000e-01   3.8200000e+01   1.8366636e+00
   4.9765000e-01   3.8200000e+01   1.8726096e+00
   4.9770000e-01   3.8200000e+01   1.8726096e+00
   4.9775000e-01   3.8300000e+01   1.8260461e+00
   4.9780000e-01   3.8300000e+01   1.8260461e+00
   4.9785000e-01   3.8300000e+01   1.8260461e+00
   4.9790000e-01   3.8200000e+01   1.8547237e+00
   4.9795000e-01   3.8200000e+01   1.8547237e+00
   4.9800000e-01   3.8200000e+01   1.7688666e+00
   4.9805000e-01   3.8200000e+01   1.8427033e+00
   4.9810000e-01   3.8200000e+01   1.8427033e+00
   4.9815000e-01   3.8100000e+01   1.8705317e+00
   4.9820000e-01   3.8100000e+01   1.8705317e+00
   4.9825000e-01   3.8200000e+01   1.8607048e+00
   4.9830000e-01   3.8200000e+01   1.8607048e+00
   4.9835000e-01   3.8200000e+01   1.8607048e+00
   4.9840000e-01   3.8100000e+01   1.8941430e+00
   4.9845000e-01   3.8100000e+01   1.8941430e+00
   4.9850000e-01   3.8200000e+01   1.8607048e+00
   4.9855000e-01   3.8200000e+01   1.8607048e+00
   4.9860000e-01   3.8300000e+01   1.8562208e+00
   4.9865000e-01   3.8300000e+01   1.8321208e+00
   4.9870000e-01   3.8300000e+01   1.8321208e+00
   4.9875000e-01   3.8300000e+01   1.8321208e+00
   4.9880000e-01   3.8300000e+01   1.8321208e+00
   4.9885000e-01   3.8300000e+01   1.8321208e+00
   4.9890000e-01   3.8300000e+01   1.8321208e+00
   4.9895000e-01   3.8300000e+01   1.8321208e+00
   4.9900000e-01   3.8300000e+01   1.8321208e+00
   4.9905000e-01   3.8300000e+01   1.8381754e+00
   4.9910000e-01   3.8300000e+01   1.8381754e+00
   4.9915000e-01   3.8300000e+01   1.8381754e+00
   4.9920000e-01   3.8400000e+01   1.8867962e+00
   4.9925000e-01   3.8500000e+01   1.9046726e+00
   4.9930000e-01   3.8400000e+01   1.9333333e+00
   4.9935000e-01   3.8300000e+01   1.9666667e+00
   4.9940000e-01   3.8400000e+01   2.0231988e+00
   4.9945000e-01   3.8400000e+01   2.0231988e+00
   4.9950000e-01   3.8400000e+01   2.0231988e+00
   4.9955000e-01   3.8400000e+01   2.0231988e+00
   4.9960000e-01   3.8500000e+01   2.0013884e+00
   4.9965000e-01   3.8600000e+01   1.9618585e+00
   4.9970000e-01   3.8600000e+01   1.9618585e+00
   4.9975000e-01   3.8500000e+01   1.9621417e+00
   4.9980000e-01   3.8500000e+01   1.9621417e+00
   4.9985000e-01   3.8400000e+01   1.9675139e+00
   4.9990000e-01   3.8300000e+01   1.9496438e+00
   4.9995000e-01   3.8200000e+01   1.9877402e+00
   5.0000000e-01   3.8200000e+01   1.9877402e+00
   5.0005000e-01   3.8100000e+01   1.9745604e+00
   5.0010000e-01   3.8000000e+01   1.9663842e+00
   5.0015000e-01   3.7900000e+01   1.9174636e+00
   5.0020000e-01   3.7900000e+01   1.9174636e+00
   5.0025000e-01   3.7800000e+01   1.9482186e+00
   5.0030000e-01   3.7900000e+01   1.9116601e+00
   5.0035000e-01   3.7900000e+01   1.9116601e+00
   5.0040000e-01   3.8000000e+01   1.9090428e+00
   5.0045000e-01   3.8000000e+01   1.9090428e+00
   5.0050000e-01   3.8100000e+01   1.8764624e+00
   5.0055000e-01   3.8100000e+01   1.8764624e+00
   5.0060000e-01   3.8100000e+01   1.8764624e+00
   5.0065000e-01   3.8200000e+01   1.8785337e+00
   5.0070000e-01   3.8100000e+01   1.9000000e+00
   5.0075000e-01   3.8100000e+01   1.9000000e+00
   5.0080000e-01   3.8100000e+01   1.9000000e+00
   5.0085000e-01   3.8000000e+01   1.9264244e+00
   5.0090000e-01   3.8000000e+01   1.9264244e+00
   5.0095000e-01   3.7900000e+01   1.9632739e+00
   5.0100000e-01   3.7900000e+01   1.9632739e+00
   5.0105000e-01   3.7800000e+01   1.9933222e+00
   5.0110000e-01   3.7800000e+01   1.9933222e+00
   5.0115000e-01   3.7700000e+01   1.9891372e+00
   5.0120000e-01   3.7700000e+01   1.9891372e+00
   5.0125000e-01   3.7600000e+01   1.9447936e+00
   5.0130000e-01   3.7500000e+01   1.9507833e+00
   5.0135000e-01   3.7500000e+01   1.9507833e+00
   5.0140000e-01   3.7500000e+01   1.9507833e+00
   5.0145000e-01   3.7500000e+01   1.9507833e+00
   5.0150000e-01   3.7600000e+01   2.0176995e+00
   5.0155000e-01   3.7600000e+01   2.0176995e+00
   5.0160000e-01   3.7500000e+01   2.0344259e+00
   5.0165000e-01   3.7600000e+01   2.0558859e+00
   5.0170000e-01   3.7700000e+01   2.0002778e+00
   5.0175000e-01   3.7700000e+01   2.0002778e+00
   5.0180000e-01   3.7700000e+01   2.0002778e+00
   5.0185000e-01   3.7700000e+01   2.0002778e+00
   5.0190000e-01   3.7700000e+01   2.1031722e+00
   5.0195000e-01   3.7800000e+01   2.0752510e+00
   5.0200000e-01   3.7800000e+01   2.0752510e+00
   5.0205000e-01   3.7800000e+01   2.0752510e+00
   5.0210000e-01   3.7800000e+01   2.0752510e+00
   5.0215000e-01   3.7800000e+01   2.0752510e+00
   5.0220000e-01   3.7900000e+01   2.0464061e+00
   5.0225000e-01   3.7800000e+01   2.0698900e+00
   5.0230000e-01   3.8000000e+01   2.0330601e+00
   5.0235000e-01   3.8000000e+01   2.0330601e+00
   5.0240000e-01   3.8100000e+01   2.0572365e+00
   5.0245000e-01   3.8100000e+01   2.0572365e+00
   5.0250000e-01   3.8000000e+01   2.0330601e+00
   5.0255000e-01   3.8000000e+01   2.0330601e+00
   5.0260000e-01   3.8000000e+01   2.0330601e+00
   5.0265000e-01   3.7900000e+01   1.9801796e+00
   5.0270000e-01   3.7800000e+01   1.9933222e+00
   5.0275000e-01   3.7700000e+01   1.9496438e+00
   5.0280000e-01   3.7700000e+01   1.9496438e+00
   5.0285000e-01   3.7900000e+01   1.9232496e+00
   5.0290000e-01   3.7700000e+01   1.8976594e+00
   5.0295000e-01   3.7700000e+01   1.8976594e+00
   5.0300000e-01   3.7500000e+01   1.8393840e+00
   5.0305000e-01   3.7500000e+01   1.8393840e+00
   5.0310000e-01   3.7500000e+01   1.7904065e+00
   5.0315000e-01   3.7500000e+01   1.7904065e+00
   5.0320000e-01   3.7700000e+01   1.7578396e+00
   5.0325000e-01   3.7600000e+01   1.7461068e+00
   5.0330000e-01   3.7600000e+01   1.7461068e+00
   5.0335000e-01   3.7600000e+01   1.7461068e+00
   5.0340000e-01   3.7600000e+01   1.7461068e+00
   5.0345000e-01   3.7700000e+01   1.7323715e+00
   5.0350000e-01   3.7700000e+01   1.7323715e+00
   5.0355000e-01   3.7600000e+01   1.7587875e+00
   5.0360000e-01   3.7700000e+01   1.7829439e+00
   5.0365000e-01   3.7700000e+01   1.7387735e+00
   5.0370000e-01   3.7700000e+01   1.7387735e+00
   5.0375000e-01   3.7600000e+01   1.7587875e+00
   5.0380000e-01   3.7400000e+01   1.7139947e+00
   5.0385000e-01   3.7200000e+01   1.7751369e+00
   5.0390000e-01   3.7200000e+01   1.7751369e+00
   5.0395000e-01   3.7200000e+01   1.7751369e+00
   5.0400000e-01   3.7200000e+01   1.7751369e+00
   5.0405000e-01   3.7200000e+01   1.6983652e+00
   5.0410000e-01   3.7200000e+01   1.6983652e+00
   5.0415000e-01   3.6900000e+01   1.6155494e+00
   5.0420000e-01   3.6800000e+01   1.6248077e+00
   5.0425000e-01   3.7000000e+01   1.6329932e+00
   5.0430000e-01   3.7000000e+01   1.6329932e+00
   5.0435000e-01   3.6900000e+01   1.6495791e+00
   5.0440000e-01   3.6900000e+01   1.6495791e+00
   5.0445000e-01   3.7000000e+01   1.6193277e+00
   5.0450000e-01   3.7000000e+01   1.6193277e+00
   5.0455000e-01   3.7000000e+01   1.6193277e+00
   5.0460000e-01   3.7000000e+01   1.6193277e+00
   5.0465000e-01   3.7000000e+01   1.6193277e+00
   5.0470000e-01   3.7100000e+01   1.6960739e+00
   5.0475000e-01   3.7100000e+01   1.6960739e+00
   5.0480000e-01   3.7100000e+01   1.6960739e+00
   5.0485000e-01   3.7100000e+01   1.6960739e+00
   5.0490000e-01   3.7300000e+01   1.6934514e+00
   5.0495000e-01   3.7200000e+01   1.7751369e+00
   5.0500000e-01   3.7200000e+01   1.7751369e+00
   5.0505000e-01   3.7200000e+01   1.7751369e+00
   5.0510000e-01   3.7100000e+01   1.8101565e+00
   5.0515000e-01   3.7000000e+01   1.7826323e+00
   5.0520000e-01   3.7000000e+01   1.7826323e+00
   5.0525000e-01   3.6900000e+01   1.7978382e+00
   5.0530000e-01   3.6900000e+01   1.8645822e+00
   5.0535000e-01   3.6900000e+01   1.9232496e+00
   5.0540000e-01   3.6700000e+01   1.9209373e+00
   5.0545000e-01   3.6700000e+01   1.9209373e+00
   5.0550000e-01   3.6700000e+01   1.9209373e+00
   5.0555000e-01   3.6600000e+01   1.9618585e+00
   5.0560000e-01   3.6600000e+01   1.9618585e+00
   5.0565000e-01   3.6700000e+01   1.9891372e+00
   5.0570000e-01   3.6800000e+01   1.9652537e+00
   5.0575000e-01   3.6800000e+01   1.9652537e+00
   5.0580000e-01   3.6700000e+01   1.8976594e+00
   5.0585000e-01   3.6700000e+01   1.8976594e+00
   5.0590000e-01   3.6700000e+01   1.8976594e+00
   5.0595000e-01   3.6700000e+01   1.8976594e+00
   5.0600000e-01   3.6600000e+01   1.8985374e+00
   5.0605000e-01   3.6700000e+01   1.9151443e+00
   5.0610000e-01   3.6700000e+01   1.9151443e+00
   5.0615000e-01   3.6700000e+01   1.9151443e+00
   5.0620000e-01   3.6700000e+01   1.9151443e+00
   5.0625000e-01   3.6700000e+01   1.9151443e+00
   5.0630000e-01   3.6600000e+01   1.8867962e+00
   5.0635000e-01   3.6600000e+01   1.9731531e+00
   5.0640000e-01   3.6600000e+01   1.9731531e+00
   5.0645000e-01   3.6600000e+01   1.9731531e+00
   5.0650000e-01   3.6600000e+01   1.9731531e+00
   5.0655000e-01   3.6600000e+01   1.9731531e+00
   5.0660000e-01   3.6800000e+01   2.0044395e+00
   5.0665000e-01   3.6800000e+01   2.0044395e+00
   5.0670000e-01   3.6600000e+01   1.9843835e+00
   5.0675000e-01   3.6500000e+01   2.0179748e+00
   5.0680000e-01   3.6500000e+01   2.0179748e+00
   5.0685000e-01   3.6400000e+01   1.9447936e+00
   5.0690000e-01   3.6400000e+01   1.9447936e+00
   5.0695000e-01   3.6400000e+01   1.9447936e+00
   5.0700000e-01   3.6400000e+01   1.9447936e+00
   5.0705000e-01   3.6300000e+01   1.9666667e+00
   5.0710000e-01   3.6300000e+01   1.9666667e+00
   5.0715000e-01   3.6300000e+01   1.9666667e+00
   5.0720000e-01   3.6200000e+01   1.8961950e+00
   5.0725000e-01   3.6200000e+01   1.8961950e+00
   5.0730000e-01   3.6200000e+01   1.8961950e+00
   5.0735000e-01   3.6200000e+01   1.8961950e+00
   5.0740000e-01   3.6200000e+01   1.8607048e+00
   5.0745000e-01   3.6200000e+01   1.8607048e+00
   5.0750000e-01   3.6300000e+01   1.8260461e+00
   5.0755000e-01   3.6300000e+01   1.8260461e+00
   5.0760000e-01   3.6300000e+01   1.8260461e+00
   5.0765000e-01   3.6300000e+01   1.8260461e+00
   5.0770000e-01   3.6200000e+01   1.8366636e+00
   5.0775000e-01   3.6200000e+01   1.8366636e+00
   5.0780000e-01   3.6200000e+01   1.8366636e+00
   5.0785000e-01   3.6200000e+01   1.8306040e+00
   5.0790000e-01   3.6200000e+01   1.8487233e+00
   5.0795000e-01   3.6200000e+01   1.8487233e+00
   5.0800000e-01   3.6200000e+01   1.8487233e+00
