iter: 0
iter: 548
1	Phos: 1. 
1487	A: 1. 
iter: 550
1	Phos: 1. 
1492	A: 1. 
iter: 552
1	Phos: 1. 
1498	A: 1. 
iter: 554
1	Phos: 1. 
1504	A: 1. 
iter: 556
1	Phos: 1. 
1506	A: 1. 
iter: 558
1	Phos: 1. 
1515	A: 1. 
iter: 560
1	Phos: 1. 
1518	A: 1. 
iter: 562
1	Phos: 1. 
1521	A: 1. 
iter: 564
1	Phos: 1. 
1528	A: 1. 
iter: 566
1	Phos: 1. 
1529	A: 1. 
iter: 568
1	Phos: 1. 
1535	A: 1. 
iter: 570
1	Phos: 1. 
1538	A: 1. 
iter: 572
1	Phos: 1. 
1541	A: 1. 
iter: 574
1	Phos: 1. 
1542	A: 1. 
iter: 576
1	Phos: 1. 
1543	A: 1. 
iter: 578
1	Phos: 1. 
1547	A: 1. 
iter: 580
1	Phos: 1. 
1553	A: 1. 
iter: 582
1	Phos: 1. 
1560	A: 1. 
iter: 584
1	Phos: 1. 
1564	A: 1. 
iter: 586
1	Phos: 1. 
1570	A: 1. 
iter: 588
1	Phos: 1. 
1571	A: 1. 
iter: 590
1	Phos: 1. 
1578	A: 1. 
iter: 592
1	Phos: 1. 
1586	A: 1. 
iter: 594
1	Phos: 1. 
1591	A: 1. 
iter: 596
1	Phos: 1. 
1592	A: 1. 
iter: 598
1	Phos: 1. 
1597	A: 1. 
iter: 600
1	Phos: 1. 
1603	A: 1. 
iter: 602
1	Phos: 1. 
1610	A: 1. 
iter: 604
1	Phos: 1. 
1617	A: 1. 
iter: 606
1	Phos: 1. 
1621	A: 1. 
iter: 608
1	Phos: 1. 
1632	A: 1. 
iter: 610
1	Phos: 1. 
1633	A: 1. 
iter: 612
1	Phos: 1. 
1637	A: 1. 
iter: 614
1	Phos: 1. 
1641	A: 1. 
iter: 616
1	Phos: 1. 
1642	A: 1. 
iter: 618
1	Phos: 1. 
1649	A: 1. 
iter: 620
1	Phos: 1. 
1651	A: 1. 
iter: 622
1	Phos: 1. 
1657	A: 1. 
iter: 624
1	Phos: 1. 
1660	A: 1. 
iter: 626
1	Phos: 1. 
1663	A: 1. 
iter: 628
1	Phos: 1. 
1663	A: 1. 
iter: 630
1	Phos: 1. 
1669	A: 1. 
iter: 632
1	Phos: 1. 
1674	A: 1. 
iter: 634
1	Phos: 1. 
1676	A: 1. 
iter: 636
1	Phos: 1. 
1682	A: 1. 
iter: 638
1	Phos: 1. 
1684	A: 1. 
iter: 640
1	Phos: 1. 
1692	A: 1. 
iter: 642
1	Phos: 1. 
1697	A: 1. 
iter: 644
1	Phos: 1. 
1700	A: 1. 
iter: 646
1	Phos: 1. 
1706	A: 1. 
iter: 648
1	Phos: 1. 
1710	A: 1. 
iter: 650
1	Phos: 1. 
1714	A: 1. 
iter: 652
1	Phos: 1. 
1719	A: 1. 
iter: 654
1	Phos: 1. 
1719	A: 1. 
iter: 656
1	Phos: 1. 
1718	A: 1. 
iter: 658
1	Phos: 1. 
1721	A: 1. 
iter: 660
1	Phos: 1. 
1726	A: 1. 
iter: 662
1	Phos: 1. 
1734	A: 1. 
iter: 664
1	Phos: 1. 
1740	A: 1. 
iter: 666
1	Phos: 1. 
1746	A: 1. 
iter: 668
1	Phos: 1. 
1751	A: 1. 
iter: 670
1	Phos: 1. 
1755	A: 1. 
iter: 672
1	Phos: 1. 
1768	A: 1. 
iter: 674
1	Phos: 1. 
1774	A: 1. 
iter: 676
1	Phos: 1. 
1782	A: 1. 
iter: 678
1	Phos: 1. 
1785	A: 1. 
iter: 680
1	Phos: 1. 
1792	A: 1. 
iter: 682
1	Phos: 1. 
1799	A: 1. 
iter: 684
1	Phos: 1. 
1807	A: 1. 
iter: 686
1	Phos: 1. 
1814	A: 1. 
iter: 688
1	Phos: 1. 
1821	A: 1. 
iter: 690
1	Phos: 1. 
1828	A: 1. 
iter: 692
1	Phos: 1. 
1833	A: 1. 
iter: 694
1	Phos: 1. 
1836	A: 1. 
iter: 696
1	Phos: 1. 
1845	A: 1. 
iter: 698
1	Phos: 1. 
1851	A: 1. 
iter: 700
1	Phos: 1. 
1853	A: 1. 
iter: 702
1	Phos: 1. 
1860	A: 1. 
iter: 704
1	Phos: 1. 
1864	A: 1. 
iter: 706
1	Phos: 1. 
1869	A: 1. 
iter: 708
1	Phos: 1. 
1871	A: 1. 
iter: 710
1	Phos: 1. 
1875	A: 1. 
iter: 712
1	Phos: 1. 
1879	A: 1. 
iter: 714
1	Phos: 1. 
1882	A: 1. 
iter: 716
1	Phos: 1. 
1882	A: 1. 
iter: 718
1	Phos: 1. 
1888	A: 1. 
iter: 720
1	Phos: 1. 
1893	A: 1. 
iter: 722
1	Phos: 1. 
1898	A: 1. 
iter: 724
1	Phos: 1. 
1902	A: 1. 
iter: 726
1	Phos: 1. 
1908	A: 1. 
iter: 728
1	Phos: 1. 
1914	A: 1. 
iter: 730
1	Phos: 1. 
1924	A: 1. 
iter: 732
1	Phos: 1. 
1932	A: 1. 
iter: 734
1	Phos: 1. 
1936	A: 1. 
iter: 736
1	Phos: 1. 
1943	A: 1. 
iter: 738
1	Phos: 1. 
1950	A: 1. 
iter: 740
1	Phos: 1. 
1954	A: 1. 
iter: 742
1	Phos: 1. 
1957	A: 1. 
iter: 744
1	Phos: 1. 
1963	A: 1. 
iter: 746
1	Phos: 1. 
1973	A: 1. 
iter: 748
1	Phos: 1. 
1974	A: 1. 
iter: 750
1	Phos: 1. 
1979	A: 1. 
iter: 752
1	Phos: 1. 
1982	A: 1. 
iter: 754
1	Phos: 1. 
1987	A: 1. 
iter: 756
1	Phos: 1. 
1992	A: 1. 
iter: 758
1	Phos: 1. 
2000	A: 1. 
iter: 760
1	Phos: 1. 
2004	A: 1. 
iter: 762
1	Phos: 1. 
2007	A: 1. 
iter: 764
1	Phos: 1. 
2010	A: 1. 
iter: 766
1	Phos: 1. 
2015	A: 1. 
