     time (us)      	MABM		AB		AM		BM		A		B		ABM		M
   7.3320000e+05   5.3868750e+02   8.7500000e-01   6.4187500e+01   6.2125000e+01   6.1187500e+01   6.3250000e+01   6.2500000e-02   2.5512500e+03
   7.3330000e+05   5.3856250e+02   8.7500000e-01   6.4291667e+01   6.2250000e+01   6.1187500e+01   6.3229167e+01   8.3333333e-02   2.5512500e+03
   7.3340000e+05   5.3860417e+02   8.7500000e-01   6.4312500e+01   6.2270833e+01   6.1187500e+01   6.3229167e+01   2.0833333e-02   2.5511875e+03
   7.3350000e+05   5.3872917e+02   8.7500000e-01   6.4229167e+01   6.2166667e+01   6.1166667e+01   6.3229167e+01   0.0000000e+00   2.5511458e+03
   7.3360000e+05   5.3868750e+02   8.7500000e-01   6.4229167e+01   6.2187500e+01   6.1166667e+01   6.3208333e+01   4.1666667e-02   2.5511667e+03
   7.3370000e+05   5.3875000e+02   8.7500000e-01   6.4208333e+01   6.2145833e+01   6.1145833e+01   6.3208333e+01   2.0833333e-02   2.5511250e+03
   7.3380000e+05   5.3877083e+02   8.7500000e-01   6.4187500e+01   6.2104167e+01   6.1104167e+01   6.3187500e+01   6.2500000e-02   2.5511042e+03
   7.3390000e+05   5.3881250e+02   8.7500000e-01   6.4187500e+01   6.2083333e+01   6.1104167e+01   6.3208333e+01   2.0833333e-02   2.5510833e+03
   7.3400000e+05   5.3881250e+02   8.7500000e-01   6.4270833e+01   6.2125000e+01   6.1020833e+01   6.3166667e+01   2.0833333e-02   2.5509583e+03
   7.3410000e+05   5.3879167e+02   8.7500000e-01   6.4291667e+01   6.2062500e+01   6.0958333e+01   6.3187500e+01   8.3333333e-02   2.5509792e+03
   7.3420000e+05   5.3889583e+02   8.7500000e-01   6.4187500e+01   6.1979167e+01   6.0958333e+01   6.3166667e+01   8.3333333e-02   2.5509583e+03
   7.3430000e+05   5.3891667e+02   8.7500000e-01   6.4187500e+01   6.2000000e+01   6.0958333e+01   6.3145833e+01   6.2500000e-02   2.5509167e+03
   7.3440000e+05   5.3891667e+02   8.7500000e-01   6.4187500e+01   6.2020833e+01   6.0958333e+01   6.3125000e+01   6.2500000e-02   2.5508958e+03
   7.3450000e+05   5.3889583e+02   8.7500000e-01   6.4250000e+01   6.2062500e+01   6.0937500e+01   6.3125000e+01   4.1666667e-02   2.5508542e+03
   7.3460000e+05   5.3889583e+02   8.7500000e-01   6.4187500e+01   6.2000000e+01   6.0937500e+01   6.3125000e+01   1.0416667e-01   2.5509167e+03
   7.3470000e+05   5.3885417e+02   8.7500000e-01   6.4250000e+01   6.2062500e+01   6.0916667e+01   6.3104167e+01   1.0416667e-01   2.5508750e+03
   7.3480000e+05   5.3885417e+02   8.7500000e-01   6.4270833e+01   6.2104167e+01   6.0895833e+01   6.3062500e+01   1.0416667e-01   2.5508125e+03
   7.3490000e+05   5.3877083e+02   8.7500000e-01   6.4354167e+01   6.2187500e+01   6.0895833e+01   6.3062500e+01   1.0416667e-01   2.5508125e+03
   7.3500000e+05   5.3889583e+02   8.7500000e-01   6.4333333e+01   6.2125000e+01   6.0854167e+01   6.3062500e+01   4.1666667e-02   2.5507083e+03
   7.3510000e+05   5.3893750e+02   8.7500000e-01   6.4312500e+01   6.2083333e+01   6.0833333e+01   6.3062500e+01   4.1666667e-02   2.5506875e+03
   7.3520000e+05   5.3887500e+02   8.7500000e-01   6.4354167e+01   6.2145833e+01   6.0833333e+01   6.3041667e+01   6.2500000e-02   2.5506875e+03
   7.3530000e+05   5.3891667e+02   8.7500000e-01   6.4333333e+01   6.2125000e+01   6.0791667e+01   6.3000000e+01   8.3333333e-02   2.5506250e+03
   7.3540000e+05   5.3897917e+02   8.7500000e-01   6.4312500e+01   6.2083333e+01   6.0750000e+01   6.2979167e+01   8.3333333e-02   2.5505625e+03
   7.3550000e+05   5.3895833e+02   8.7500000e-01   6.4333333e+01   6.2083333e+01   6.0687500e+01   6.2937500e+01   1.4583333e-01   2.5505208e+03
   7.3560000e+05   5.3900000e+02   8.7500000e-01   6.4395833e+01   6.2104167e+01   6.0666667e+01   6.2958333e+01   6.2500000e-02   2.5504375e+03
   7.3570000e+05   5.3895833e+02   8.7500000e-01   6.4375000e+01   6.2083333e+01   6.0666667e+01   6.2958333e+01   1.2500000e-01   2.5505000e+03
   7.3580000e+05   5.3910417e+02   8.7500000e-01   6.4291667e+01   6.2062500e+01   6.0687500e+01   6.2916667e+01   4.1666667e-02   2.5503958e+03
   7.3590000e+05   5.3922917e+02   8.7500000e-01   6.4187500e+01   6.1958333e+01   6.0666667e+01   6.2895833e+01   4.1666667e-02   2.5503542e+03
   7.3600000e+05   5.3916667e+02   8.7500000e-01   6.4250000e+01   6.2020833e+01   6.0645833e+01   6.2875000e+01   6.2500000e-02   2.5503333e+03
   7.3610000e+05   5.3916667e+02   8.7500000e-01   6.4208333e+01   6.2020833e+01   6.0645833e+01   6.2833333e+01   1.0416667e-01   2.5503333e+03
   7.3620000e+05   5.3914583e+02   8.7500000e-01   6.4250000e+01   6.2062500e+01   6.0645833e+01   6.2833333e+01   8.3333333e-02   2.5503125e+03
   7.3630000e+05   5.3920833e+02   8.7500000e-01   6.4270833e+01   6.2041667e+01   6.0583333e+01   6.2812500e+01   6.2500000e-02   2.5502083e+03
   7.3640000e+05   5.3925000e+02   8.7500000e-01   6.4312500e+01   6.2041667e+01   6.0520833e+01   6.2791667e+01   4.1666667e-02   2.5501042e+03
   7.3650000e+05   5.3929167e+02   8.7500000e-01   6.4312500e+01   6.2041667e+01   6.0500000e+01   6.2770833e+01   2.0833333e-02   2.5500417e+03
   7.3660000e+05   5.3925000e+02   8.7500000e-01   6.4312500e+01   6.2041667e+01   6.0479167e+01   6.2750000e+01   8.3333333e-02   2.5500625e+03
   7.3670000e+05   5.3931250e+02   8.7500000e-01   6.4291667e+01   6.2041667e+01   6.0479167e+01   6.2729167e+01   4.1666667e-02   2.5500000e+03
   7.3680000e+05   5.3929167e+02   8.7500000e-01   6.4291667e+01   6.2104167e+01   6.0479167e+01   6.2666667e+01   6.2500000e-02   2.5499583e+03
   7.3690000e+05   5.3939583e+02   8.7500000e-01   6.4145833e+01   6.2000000e+01   6.0479167e+01   6.2625000e+01   1.0416667e-01   2.5499583e+03
   7.3700000e+05   5.3935417e+02   8.7500000e-01   6.4208333e+01   6.2083333e+01   6.0479167e+01   6.2604167e+01   8.3333333e-02   2.5499167e+03
   7.3710000e+05   5.3950000e+02   8.7500000e-01   6.4125000e+01   6.2041667e+01   6.0479167e+01   6.2562500e+01   2.0833333e-02   2.5498125e+03
   7.3720000e+05   5.3947917e+02   8.7500000e-01   6.4187500e+01   6.2062500e+01   6.0437500e+01   6.2562500e+01   2.0833333e-02   2.5497708e+03
   7.3730000e+05   5.3954167e+02   8.7500000e-01   6.4145833e+01   6.2020833e+01   6.0416667e+01   6.2541667e+01   2.0833333e-02   2.5497292e+03
   7.3740000e+05   5.3945833e+02   8.7500000e-01   6.4208333e+01   6.2104167e+01   6.0395833e+01   6.2500000e+01   6.2500000e-02   2.5497083e+03
   7.3750000e+05   5.3947917e+02   8.7500000e-01   6.4250000e+01   6.2145833e+01   6.0354167e+01   6.2458333e+01   4.1666667e-02   2.5496042e+03
   7.3760000e+05   5.3952083e+02   8.7500000e-01   6.4229167e+01   6.2125000e+01   6.0333333e+01   6.2437500e+01   4.1666667e-02   2.5495625e+03
   7.3770000e+05   5.3952083e+02   8.7500000e-01   6.4250000e+01   6.2104167e+01   6.0312500e+01   6.2458333e+01   4.1666667e-02   2.5495625e+03
   7.3780000e+05   5.3964583e+02   8.7500000e-01   6.4145833e+01   6.2000000e+01   6.0312500e+01   6.2458333e+01   2.0833333e-02   2.5495417e+03
   7.3790000e+05   5.3966667e+02   8.7500000e-01   6.4104167e+01   6.1958333e+01   6.0312500e+01   6.2458333e+01   4.1666667e-02   2.5495625e+03
   7.3800000e+05   5.3972917e+02   8.7500000e-01   6.4062500e+01   6.1916667e+01   6.0291667e+01   6.2437500e+01   4.1666667e-02   2.5495208e+03
   7.3810000e+05   5.3979167e+02   8.7500000e-01   6.4020833e+01   6.1895833e+01   6.0270833e+01   6.2395833e+01   4.1666667e-02   2.5494583e+03
   7.3820000e+05   5.3979167e+02   8.7500000e-01   6.4062500e+01   6.1916667e+01   6.0229167e+01   6.2375000e+01   4.1666667e-02   2.5493958e+03
   7.3830000e+05   5.3970833e+02   8.7500000e-01   6.4125000e+01   6.2020833e+01   6.0229167e+01   6.2333333e+01   6.2500000e-02   2.5493750e+03
   7.3840000e+05   5.3966667e+02   8.7500000e-01   6.4166667e+01   6.2020833e+01   6.0166667e+01   6.2312500e+01   1.2500000e-01   2.5493542e+03
   7.3850000e+05   5.3970833e+02   8.7500000e-01   6.4187500e+01   6.2020833e+01   6.0145833e+01   6.2312500e+01   8.3333333e-02   2.5492917e+03
   7.3860000e+05   5.3977083e+02   8.7500000e-01   6.4104167e+01   6.2000000e+01   6.0166667e+01   6.2270833e+01   8.3333333e-02   2.5492708e+03
   7.3870000e+05   5.4000000e+02   8.7500000e-01   6.3937500e+01   6.1854167e+01   6.0166667e+01   6.2250000e+01   2.0833333e-02   2.5491875e+03
   7.3880000e+05   5.3993750e+02   8.7500000e-01   6.3958333e+01   6.1895833e+01   6.0166667e+01   6.2229167e+01   6.2500000e-02   2.5492083e+03
   7.3890000e+05   5.3987500e+02   8.7500000e-01   6.4000000e+01   6.1958333e+01   6.0166667e+01   6.2208333e+01   8.3333333e-02   2.5492083e+03
   7.3900000e+05   5.3989583e+02   8.7500000e-01   6.4020833e+01   6.1979167e+01   6.0166667e+01   6.2208333e+01   4.1666667e-02   2.5491667e+03
   7.3910000e+05   5.3989583e+02   8.7500000e-01   6.4020833e+01   6.1979167e+01   6.0145833e+01   6.2187500e+01   6.2500000e-02   2.5491458e+03
   7.3920000e+05   5.4004167e+02   8.7500000e-01   6.4000000e+01   6.1875000e+01   6.0083333e+01   6.2208333e+01   0.0000000e+00   2.5490417e+03
   7.3930000e+05   5.3991667e+02   8.7500000e-01   6.4083333e+01   6.1979167e+01   6.0062500e+01   6.2166667e+01   6.2500000e-02   2.5490417e+03
   7.3940000e+05   5.3995833e+02   8.7500000e-01   6.4062500e+01   6.2000000e+01   6.0041667e+01   6.2104167e+01   6.2500000e-02   2.5489583e+03
   7.3950000e+05   5.3991667e+02   8.7500000e-01   6.4062500e+01   6.2020833e+01   6.0041667e+01   6.2083333e+01   1.0416667e-01   2.5489792e+03
   7.3960000e+05   5.4002083e+02   8.7500000e-01   6.3916667e+01   6.1937500e+01   6.0083333e+01   6.2062500e+01   1.0416667e-01   2.5490000e+03
   7.3970000e+05   5.4000000e+02   8.7500000e-01   6.4000000e+01   6.1979167e+01   6.0041667e+01   6.2062500e+01   8.3333333e-02   2.5489375e+03
   7.3980000e+05   5.4012500e+02   8.7500000e-01   6.3854167e+01   6.1833333e+01   6.0062500e+01   6.2083333e+01   8.3333333e-02   2.5489792e+03
   7.3990000e+05   5.4004167e+02   8.7500000e-01   6.3854167e+01   6.1833333e+01   6.0041667e+01   6.2062500e+01   1.8750000e-01   2.5490417e+03
   7.4000000e+05   5.4020833e+02   8.7500000e-01   6.3854167e+01   6.1875000e+01   6.0020833e+01   6.2000000e+01   4.1666667e-02   2.5488125e+03
   7.4010000e+05   5.4022917e+02   8.7500000e-01   6.3895833e+01   6.1937500e+01   6.0000000e+01   6.1958333e+01   0.0000000e+00   2.5487083e+03
   7.4020000e+05   5.4033333e+02   8.7500000e-01   6.3750000e+01   6.1833333e+01   6.0000000e+01   6.1916667e+01   4.1666667e-02   2.5487083e+03
   7.4030000e+05   5.4022917e+02   8.7500000e-01   6.3833333e+01   6.1895833e+01   6.0000000e+01   6.1937500e+01   6.2500000e-02   2.5487500e+03
   7.4040000e+05   5.4031250e+02   8.7500000e-01   6.3812500e+01   6.1916667e+01   5.9958333e+01   6.1854167e+01   4.1666667e-02   2.5486042e+03
   7.4050000e+05   5.4037500e+02   8.7500000e-01   6.3812500e+01   6.1875000e+01   5.9916667e+01   6.1854167e+01   2.0833333e-02   2.5485417e+03
   7.4060000e+05   5.4035417e+02   8.7500000e-01   6.3812500e+01   6.1875000e+01   5.9895833e+01   6.1833333e+01   6.2500000e-02   2.5485417e+03
   7.4070000e+05   5.4039583e+02   8.7500000e-01   6.3791667e+01   6.1791667e+01   5.9875000e+01   6.1875000e+01   6.2500000e-02   2.5485625e+03
   7.4080000e+05   5.4043750e+02   8.7500000e-01   6.3812500e+01   6.1812500e+01   5.9833333e+01   6.1833333e+01   4.1666667e-02   2.5484583e+03
   7.4090000e+05   5.4047917e+02   8.7500000e-01   6.3750000e+01   6.1791667e+01   5.9854167e+01   6.1812500e+01   4.1666667e-02   2.5484583e+03
   7.4100000e+05   5.4050000e+02   8.7500000e-01   6.3770833e+01   6.1791667e+01   5.9833333e+01   6.1812500e+01   2.0833333e-02   2.5484167e+03
   7.4110000e+05   5.4047917e+02   8.7500000e-01   6.3770833e+01   6.1791667e+01   5.9833333e+01   6.1812500e+01   4.1666667e-02   2.5484375e+03
   7.4120000e+05   5.4047917e+02   8.7500000e-01   6.3770833e+01   6.1854167e+01   5.9833333e+01   6.1750000e+01   4.1666667e-02   2.5483750e+03
   7.4130000e+05   5.4043750e+02   8.7500000e-01   6.3854167e+01   6.1937500e+01   5.9770833e+01   6.1687500e+01   6.2500000e-02   2.5482708e+03
   7.4140000e+05   5.4050000e+02   8.7500000e-01   6.3791667e+01   6.1916667e+01   5.9750000e+01   6.1625000e+01   8.3333333e-02   2.5482083e+03
   7.4150000e+05   5.4068750e+02   8.7500000e-01   6.3666667e+01   6.1750000e+01   5.9729167e+01   6.1645833e+01   4.1666667e-02   2.5481667e+03
   7.4160000e+05   5.4064583e+02   8.7500000e-01   6.3729167e+01   6.1791667e+01   5.9687500e+01   6.1625000e+01   6.2500000e-02   2.5481250e+03
   7.4170000e+05   5.4068750e+02   8.7500000e-01   6.3687500e+01   6.1750000e+01   5.9645833e+01   6.1583333e+01   1.0416667e-01   2.5480833e+03
   7.4180000e+05   5.4068750e+02   8.7500000e-01   6.3687500e+01   6.1750000e+01   5.9645833e+01   6.1583333e+01   1.0416667e-01   2.5480833e+03
   7.4190000e+05   5.4079167e+02   8.7500000e-01   6.3666667e+01   6.1750000e+01   5.9625000e+01   6.1541667e+01   4.1666667e-02   2.5479583e+03
   7.4200000e+05   5.4081250e+02   8.7500000e-01   6.3666667e+01   6.1729167e+01   5.9604167e+01   6.1541667e+01   4.1666667e-02   2.5479375e+03
   7.4210000e+05   5.4072917e+02   8.7500000e-01   6.3708333e+01   6.1770833e+01   5.9583333e+01   6.1520833e+01   1.0416667e-01   2.5479583e+03
   7.4220000e+05   5.4077083e+02   8.7500000e-01   6.3750000e+01   6.1791667e+01   5.9562500e+01   6.1520833e+01   4.1666667e-02   2.5478750e+03
   7.4230000e+05   5.4079167e+02   8.7500000e-01   6.3770833e+01   6.1791667e+01   5.9541667e+01   6.1520833e+01   2.0833333e-02   2.5478333e+03
   7.4240000e+05   5.4072917e+02   8.7500000e-01   6.3770833e+01   6.1812500e+01   5.9541667e+01   6.1500000e+01   8.3333333e-02   2.5478750e+03
   7.4250000e+05   5.4064583e+02   8.7500000e-01   6.3833333e+01   6.1916667e+01   5.9541667e+01   6.1458333e+01   1.0416667e-01   2.5478542e+03
   7.4260000e+05   5.4070833e+02   8.7500000e-01   6.3875000e+01   6.2020833e+01   5.9520833e+01   6.1375000e+01   2.0833333e-02   2.5476667e+03
   7.4270000e+05   5.4066667e+02   8.7500000e-01   6.3875000e+01   6.2020833e+01   5.9500000e+01   6.1354167e+01   8.3333333e-02   2.5476875e+03
   7.4280000e+05   5.4075000e+02   8.7500000e-01   6.3875000e+01   6.2041667e+01   5.9479167e+01   6.1312500e+01   2.0833333e-02   2.5475625e+03
   7.4290000e+05   5.4066667e+02   8.7500000e-01   6.3937500e+01   6.2083333e+01   5.9437500e+01   6.1291667e+01   8.3333333e-02   2.5475625e+03
   7.4300000e+05   5.4075000e+02   8.7500000e-01   6.3916667e+01   6.2062500e+01   5.9437500e+01   6.1291667e+01   2.0833333e-02   2.5475000e+03
   7.4310000e+05   5.4075000e+02   8.7500000e-01   6.3895833e+01   6.2062500e+01   5.9437500e+01   6.1270833e+01   4.1666667e-02   2.5475000e+03
   7.4320000e+05   5.4081250e+02   8.7500000e-01   6.3875000e+01   6.2000000e+01   5.9416667e+01   6.1291667e+01   2.0833333e-02   2.5474792e+03
   7.4330000e+05   5.4081250e+02   8.7500000e-01   6.3895833e+01   6.2000000e+01   5.9395833e+01   6.1291667e+01   2.0833333e-02   2.5474583e+03
   7.4340000e+05   5.4083333e+02   8.7500000e-01   6.3916667e+01   6.2000000e+01   5.9375000e+01   6.1291667e+01   0.0000000e+00   2.5474167e+03
   7.4350000e+05   5.4089583e+02   8.7500000e-01   6.3854167e+01   6.1875000e+01   5.9354167e+01   6.1333333e+01   2.0833333e-02   2.5474583e+03
   7.4360000e+05   5.4087500e+02   8.7500000e-01   6.3833333e+01   6.1895833e+01   5.9354167e+01   6.1291667e+01   6.2500000e-02   2.5474583e+03
   7.4370000e+05   5.4089583e+02   8.7500000e-01   6.3770833e+01   6.1812500e+01   5.9312500e+01   6.1270833e+01   1.4583333e-01   2.5474792e+03
   7.4380000e+05   5.4085417e+02   8.7500000e-01   6.3812500e+01   6.1854167e+01   5.9291667e+01   6.1250000e+01   1.6666667e-01   2.5474583e+03
   7.4390000e+05   5.4083333e+02   8.7500000e-01   6.3875000e+01   6.1895833e+01   5.9250000e+01   6.1229167e+01   1.6666667e-01   2.5473958e+03
   7.4400000e+05   5.4100000e+02   8.7500000e-01   6.3833333e+01   6.1916667e+01   5.9250000e+01   6.1166667e+01   4.1666667e-02   2.5472083e+03
   7.4410000e+05   5.4091667e+02   8.7500000e-01   6.3916667e+01   6.2020833e+01   5.9229167e+01   6.1125000e+01   6.2500000e-02   2.5471667e+03
   7.4420000e+05   5.4091667e+02   8.7500000e-01   6.4000000e+01   6.2062500e+01   5.9187500e+01   6.1125000e+01   2.0833333e-02   2.5470833e+03
   7.4430000e+05   5.4102083e+02   8.7500000e-01   6.3895833e+01   6.1958333e+01   5.9166667e+01   6.1104167e+01   4.1666667e-02   2.5470625e+03
   7.4440000e+05   5.4108333e+02   8.7500000e-01   6.3791667e+01   6.1895833e+01   5.9187500e+01   6.1083333e+01   6.2500000e-02   2.5470833e+03
   7.4450000e+05   5.4118750e+02   8.7500000e-01   6.3750000e+01   6.1833333e+01   5.9145833e+01   6.1062500e+01   4.1666667e-02   2.5470000e+03
   7.4460000e+05   5.4118750e+02   8.7500000e-01   6.3729167e+01   6.1854167e+01   5.9166667e+01   6.1041667e+01   4.1666667e-02   2.5470000e+03
   7.4470000e+05   5.4118750e+02   8.7500000e-01   6.3750000e+01   6.1895833e+01   5.9166667e+01   6.1020833e+01   2.0833333e-02   2.5469583e+03
   7.4480000e+05   5.4110417e+02   8.7500000e-01   6.3812500e+01   6.1937500e+01   5.9145833e+01   6.1020833e+01   6.2500000e-02   2.5469792e+03
   7.4490000e+05   5.4116667e+02   8.7500000e-01   6.3770833e+01   6.1916667e+01   5.9145833e+01   6.1000000e+01   4.1666667e-02   2.5469375e+03
   7.4500000e+05   5.4112500e+02   8.7500000e-01   6.3791667e+01   6.1937500e+01   5.9125000e+01   6.0979167e+01   8.3333333e-02   2.5469375e+03
   7.4510000e+05   5.4114583e+02   8.7500000e-01   6.3812500e+01   6.1958333e+01   5.9125000e+01   6.0979167e+01   4.1666667e-02   2.5468958e+03
   7.4520000e+05   5.4118750e+02   8.7500000e-01   6.3770833e+01   6.1958333e+01   5.9125000e+01   6.0937500e+01   4.1666667e-02   2.5468542e+03
   7.4530000e+05   5.4125000e+02   8.7500000e-01   6.3770833e+01   6.1937500e+01   5.9062500e+01   6.0895833e+01   4.1666667e-02   2.5467500e+03
   7.4540000e+05   5.4133333e+02   8.7500000e-01   6.3708333e+01   6.1916667e+01   5.9041667e+01   6.0833333e+01   4.1666667e-02   2.5466667e+03
   7.4550000e+05   5.4114583e+02   8.7500000e-01   6.3833333e+01   6.2062500e+01   5.9041667e+01   6.0812500e+01   1.0416667e-01   2.5467083e+03
   7.4560000e+05   5.4120833e+02   8.7500000e-01   6.3812500e+01   6.2062500e+01   5.9041667e+01   6.0791667e+01   6.2500000e-02   2.5466458e+03
   7.4570000e+05   5.4125000e+02   8.7500000e-01   6.3791667e+01   6.2083333e+01   5.9041667e+01   6.0750000e+01   4.1666667e-02   2.5465833e+03
   7.4580000e+05   5.4122917e+02   8.7500000e-01   6.3770833e+01   6.2104167e+01   5.9041667e+01   6.0708333e+01   8.3333333e-02   2.5465833e+03
   7.4590000e+05   5.4135417e+02   8.7500000e-01   6.3708333e+01   6.2062500e+01   5.9041667e+01   6.0687500e+01   2.0833333e-02   2.5465000e+03
   7.4600000e+05   5.4139583e+02   8.7500000e-01   6.3708333e+01   6.2041667e+01   5.9020833e+01   6.0687500e+01   0.0000000e+00   2.5464583e+03
   7.4610000e+05   5.4129167e+02   8.7500000e-01   6.3750000e+01   6.2041667e+01   5.9000000e+01   6.0708333e+01   8.3333333e-02   2.5465417e+03
   7.4620000e+05   5.4143750e+02   8.7500000e-01   6.3687500e+01   6.1937500e+01   5.8958333e+01   6.0708333e+01   4.1666667e-02   2.5464583e+03
   7.4630000e+05   5.4133333e+02   8.7500000e-01   6.3770833e+01   6.2000000e+01   5.8937500e+01   6.0708333e+01   8.3333333e-02   2.5464792e+03
   7.4640000e+05   5.4137500e+02   8.7500000e-01   6.3770833e+01   6.1958333e+01   5.8916667e+01   6.0729167e+01   6.2500000e-02   2.5464583e+03
   7.4650000e+05   5.4147917e+02   8.7500000e-01   6.3666667e+01   6.1833333e+01   5.8895833e+01   6.0729167e+01   8.3333333e-02   2.5464583e+03
   7.4660000e+05   5.4137500e+02   8.7500000e-01   6.3791667e+01   6.1937500e+01   5.8854167e+01   6.0708333e+01   1.0416667e-01   2.5464167e+03
   7.4670000e+05   5.4160417e+02   8.5416667e-01   6.3625000e+01   6.1791667e+01   5.8875000e+01   6.0708333e+01   4.1666667e-02   2.5463333e+03
   7.4680000e+05   5.4158333e+02   8.5416667e-01   6.3666667e+01   6.1833333e+01   5.8854167e+01   6.0687500e+01   4.1666667e-02   2.5462917e+03
   7.4690000e+05   5.4154167e+02   8.5416667e-01   6.3770833e+01   6.1854167e+01   5.8770833e+01   6.0687500e+01   6.2500000e-02   2.5462292e+03
   7.4700000e+05   5.4150000e+02   8.5416667e-01   6.3812500e+01   6.1937500e+01   5.8750000e+01   6.0625000e+01   8.3333333e-02   2.5461667e+03
   7.4710000e+05   5.4147917e+02   8.5416667e-01   6.3854167e+01   6.1979167e+01   5.8750000e+01   6.0625000e+01   6.2500000e-02   2.5461458e+03
   7.4720000e+05   5.4152083e+02   8.5416667e-01   6.3854167e+01   6.2000000e+01   5.8729167e+01   6.0583333e+01   4.1666667e-02   2.5460625e+03
   7.4730000e+05   5.4154167e+02   8.5416667e-01   6.3791667e+01   6.1979167e+01   5.8750000e+01   6.0562500e+01   6.2500000e-02   2.5460833e+03
   7.4740000e+05   5.4154167e+02   8.5416667e-01   6.3770833e+01   6.1958333e+01   5.8750000e+01   6.0562500e+01   8.3333333e-02   2.5461042e+03
   7.4750000e+05   5.4154167e+02   8.5416667e-01   6.3770833e+01   6.1979167e+01   5.8750000e+01   6.0541667e+01   8.3333333e-02   2.5460833e+03
   7.4760000e+05   5.4160417e+02   8.5416667e-01   6.3812500e+01   6.2020833e+01   5.8729167e+01   6.0520833e+01   0.0000000e+00   2.5459583e+03
   7.4770000e+05   5.4166667e+02   8.5416667e-01   6.3750000e+01   6.1958333e+01   5.8729167e+01   6.0520833e+01   0.0000000e+00   2.5459583e+03
   7.4780000e+05   5.4154167e+02   8.5416667e-01   6.3791667e+01   6.1979167e+01   5.8729167e+01   6.0541667e+01   8.3333333e-02   2.5460625e+03
   7.4790000e+05   5.4170833e+02   8.5416667e-01   6.3750000e+01   6.1875000e+01   5.8666667e+01   6.0541667e+01   2.0833333e-02   2.5459375e+03
   7.4800000e+05   5.4172917e+02   8.5416667e-01   6.3729167e+01   6.1854167e+01   5.8666667e+01   6.0541667e+01   2.0833333e-02   2.5459375e+03
   7.4810000e+05   5.4168750e+02   8.5416667e-01   6.3791667e+01   6.1875000e+01   5.8625000e+01   6.0541667e+01   4.1666667e-02   2.5459167e+03
   7.4820000e+05   5.4177083e+02   8.5416667e-01   6.3729167e+01   6.1833333e+01   5.8604167e+01   6.0500000e+01   4.1666667e-02   2.5458542e+03
   7.4830000e+05   5.4172917e+02   8.5416667e-01   6.3708333e+01   6.1812500e+01   5.8583333e+01   6.0479167e+01   1.2500000e-01   2.5458958e+03
   7.4840000e+05   5.4181250e+02   8.5416667e-01   6.3708333e+01   6.1770833e+01   5.8541667e+01   6.0479167e+01   8.3333333e-02   2.5458125e+03
   7.4850000e+05   5.4179167e+02   8.5416667e-01   6.3666667e+01   6.1750000e+01   5.8541667e+01   6.0458333e+01   1.4583333e-01   2.5458542e+03
   7.4860000e+05   5.4172917e+02   8.5416667e-01   6.3729167e+01   6.1812500e+01   5.8541667e+01   6.0458333e+01   1.4583333e-01   2.5458542e+03
   7.4870000e+05   5.4170833e+02   8.5416667e-01   6.3750000e+01   6.1854167e+01   5.8541667e+01   6.0437500e+01   1.4583333e-01   2.5458333e+03
   7.4880000e+05   5.4177083e+02   8.5416667e-01   6.3791667e+01   6.1875000e+01   5.8520833e+01   6.0437500e+01   6.2500000e-02   2.5457292e+03
   7.4890000e+05   5.4179167e+02   8.5416667e-01   6.3770833e+01   6.1791667e+01   5.8479167e+01   6.0458333e+01   1.0416667e-01   2.5457500e+03
   7.4900000e+05   5.4191667e+02   8.5416667e-01   6.3687500e+01   6.1750000e+01   5.8479167e+01   6.0416667e+01   6.2500000e-02   2.5456667e+03
   7.4910000e+05   5.4191667e+02   8.5416667e-01   6.3645833e+01   6.1770833e+01   5.8500000e+01   6.0375000e+01   8.3333333e-02   2.5456667e+03
   7.4920000e+05   5.4206250e+02   8.5416667e-01   6.3562500e+01   6.1687500e+01   5.8500000e+01   6.0375000e+01   2.0833333e-02   2.5456042e+03
   7.4930000e+05   5.4208333e+02   8.5416667e-01   6.3500000e+01   6.1562500e+01   5.8458333e+01   6.0395833e+01   1.0416667e-01   2.5456667e+03
   7.4940000e+05   5.4210417e+02   8.5416667e-01   6.3520833e+01   6.1604167e+01   5.8437500e+01   6.0354167e+01   8.3333333e-02   2.5455833e+03
   7.4950000e+05   5.4214583e+02   8.5416667e-01   6.3479167e+01   6.1562500e+01   5.8437500e+01   6.0354167e+01   8.3333333e-02   2.5455833e+03
   7.4960000e+05   5.4222917e+02   8.5416667e-01   6.3416667e+01   6.1520833e+01   5.8458333e+01   6.0354167e+01   4.1666667e-02   2.5455625e+03
   7.4970000e+05   5.4227083e+02   8.5416667e-01   6.3354167e+01   6.1458333e+01   5.8437500e+01   6.0333333e+01   8.3333333e-02   2.5455625e+03
   7.4980000e+05   5.4225000e+02   8.5416667e-01   6.3395833e+01   6.1500000e+01   5.8416667e+01   6.0312500e+01   8.3333333e-02   2.5455208e+03
   7.4990000e+05   5.4233333e+02   8.5416667e-01   6.3354167e+01   6.1437500e+01   5.8395833e+01   6.0312500e+01   6.2500000e-02   2.5454792e+03
   7.5000000e+05   5.4237500e+02   8.5416667e-01   6.3333333e+01   6.1416667e+01   5.8375000e+01   6.0291667e+01   6.2500000e-02   2.5454375e+03
   7.5010000e+05   5.4241667e+02   8.5416667e-01   6.3312500e+01   6.1395833e+01   5.8375000e+01   6.0291667e+01   4.1666667e-02   2.5454167e+03
