     time (us)      	MABM		AB		AM		BM		A		B		ABM		M
   2.5280000e+05   3.2210417e+02   2.6250000e+00   8.2333333e+01   8.1437500e+01   2.5785417e+02   2.5875000e+02   8.3333333e-02   2.9469375e+03
   2.5290000e+05   3.2220833e+02   2.6250000e+00   8.2354167e+01   8.1395833e+01   2.5775000e+02   2.5870833e+02   6.2500000e-02   2.9467708e+03
   2.5300000e+05   3.2222917e+02   2.6250000e+00   8.2458333e+01   8.1395833e+01   2.5762500e+02   2.5868750e+02   6.2500000e-02   2.9466250e+03
   2.5310000e+05   3.2227083e+02   2.6250000e+00   8.2479167e+01   8.1416667e+01   2.5754167e+02   2.5860417e+02   8.3333333e-02   2.9464792e+03
   2.5320000e+05   3.2229167e+02   2.6250000e+00   8.2541667e+01   8.1520833e+01   2.5747917e+02   2.5850000e+02   6.2500000e-02   2.9462917e+03
   2.5330000e+05   3.2222917e+02   2.6250000e+00   8.2583333e+01   8.1625000e+01   2.5747917e+02   2.5843750e+02   8.3333333e-02   2.9462500e+03
   2.5340000e+05   3.2227083e+02   2.6250000e+00   8.2479167e+01   8.1583333e+01   2.5747917e+02   2.5837500e+02   1.4583333e-01   2.9462500e+03
   2.5350000e+05   3.2233333e+02   2.6250000e+00   8.2458333e+01   8.1625000e+01   2.5747917e+02   2.5831250e+02   1.0416667e-01   2.9461458e+03
   2.5360000e+05   3.2252083e+02   2.6250000e+00   8.2395833e+01   8.1604167e+01   2.5741667e+02   2.5820833e+02   4.1666667e-02   2.9459167e+03
   2.5370000e+05   3.2264583e+02   2.6250000e+00   8.2354167e+01   8.1520833e+01   2.5731250e+02   2.5814583e+02   6.2500000e-02   2.9457708e+03
   2.5380000e+05   3.2275000e+02   2.6250000e+00   8.2375000e+01   8.1500000e+01   2.5716667e+02   2.5804167e+02   8.3333333e-02   2.9455417e+03
   2.5390000e+05   3.2277083e+02   2.6250000e+00   8.2583333e+01   8.1625000e+01   2.5697917e+02   2.5793750e+02   4.1666667e-02   2.9452083e+03
   2.5400000e+05   3.2283333e+02   2.6250000e+00   8.2583333e+01   8.1583333e+01   2.5687500e+02   2.5787500e+02   8.3333333e-02   2.9450833e+03
   2.5410000e+05   3.2285417e+02   2.6250000e+00   8.2687500e+01   8.1625000e+01   2.5672917e+02   2.5779167e+02   1.0416667e-01   2.9448750e+03
   2.5420000e+05   3.2291667e+02   2.6250000e+00   8.2854167e+01   8.1750000e+01   2.5656250e+02   2.5766667e+02   4.1666667e-02   2.9445208e+03
   2.5430000e+05   3.2289583e+02   2.6250000e+00   8.2875000e+01   8.1812500e+01   2.5650000e+02   2.5756250e+02   1.0416667e-01   2.9444167e+03
   2.5440000e+05   3.2302083e+02   2.6250000e+00   8.2875000e+01   8.1791667e+01   2.5639583e+02   2.5747917e+02   8.3333333e-02   2.9442083e+03
   2.5450000e+05   3.2316667e+02   2.6250000e+00   8.2833333e+01   8.1708333e+01   2.5629167e+02   2.5741667e+02   8.3333333e-02   2.9440417e+03
   2.5460000e+05   3.2329167e+02   2.6250000e+00   8.2833333e+01   8.1750000e+01   2.5620833e+02   2.5729167e+02   4.1666667e-02   2.9437917e+03
   2.5470000e+05   3.2352083e+02   2.6250000e+00   8.2666667e+01   8.1666667e+01   2.5614583e+02   2.5714583e+02   4.1666667e-02   2.9435833e+03
   2.5480000e+05   3.2358333e+02   2.6250000e+00   8.2729167e+01   8.1666667e+01   2.5600000e+02   2.5706250e+02   6.2500000e-02   2.9433750e+03
   2.5490000e+05   3.2366667e+02   2.6250000e+00   8.2645833e+01   8.1645833e+01   2.5595833e+02   2.5695833e+02   1.0416667e-01   2.9432708e+03
   2.5500000e+05   3.2368750e+02   2.6250000e+00   8.2708333e+01   8.1791667e+01   2.5589583e+02   2.5681250e+02   8.3333333e-02   2.9430417e+03
   2.5510000e+05   3.2375000e+02   2.6250000e+00   8.2708333e+01   8.1812500e+01   2.5585417e+02   2.5675000e+02   6.2500000e-02   2.9429167e+03
   2.5520000e+05   3.2385417e+02   2.6041667e+00   8.2645833e+01   8.1729167e+01   2.5583333e+02   2.5675000e+02   6.2500000e-02   2.9428542e+03
   2.5530000e+05   3.2393750e+02   2.6041667e+00   8.2708333e+01   8.1708333e+01   2.5566667e+02   2.5666667e+02   8.3333333e-02   2.9426250e+03
   2.5540000e+05   3.2416667e+02   2.6041667e+00   8.2604167e+01   8.1645833e+01   2.5558333e+02   2.5654167e+02   4.1666667e-02   2.9423750e+03
   2.5550000e+05   3.2422917e+02   2.6041667e+00   8.2562500e+01   8.1687500e+01   2.5552083e+02   2.5639583e+02   8.3333333e-02   2.9422083e+03
   2.5560000e+05   3.2427083e+02   2.6041667e+00   8.2604167e+01   8.1645833e+01   2.5541667e+02   2.5637500e+02   1.0416667e-01   2.9421042e+03
   2.5570000e+05   3.2445833e+02   2.6041667e+00   8.2500000e+01   8.1562500e+01   2.5535417e+02   2.5629167e+02   8.3333333e-02   2.9419375e+03
   2.5580000e+05   3.2460417e+02   2.6041667e+00   8.2354167e+01   8.1437500e+01   2.5535417e+02   2.5627083e+02   8.3333333e-02   2.9419167e+03
   2.5590000e+05   3.2470833e+02   2.6041667e+00   8.2333333e+01   8.1375000e+01   2.5529167e+02   2.5625000e+02   6.2500000e-02   2.9418125e+03
   2.5600000e+05   3.2479167e+02   2.6041667e+00   8.2395833e+01   8.1375000e+01   2.5516667e+02   2.5618750e+02   4.1666667e-02   2.9416042e+03
   2.5610000e+05   3.2491667e+02   2.6041667e+00   8.2270833e+01   8.1270833e+01   2.5516667e+02   2.5616667e+02   4.1666667e-02   2.9415833e+03
   2.5620000e+05   3.2491667e+02   2.6041667e+00   8.2333333e+01   8.1312500e+01   2.5508333e+02   2.5610417e+02   6.2500000e-02   2.9414583e+03
   2.5630000e+05   3.2502083e+02   2.5833333e+00   8.2312500e+01   8.1208333e+01   2.5497917e+02   2.5608333e+02   1.0416667e-01   2.9413333e+03
   2.5640000e+05   3.2520833e+02   2.5833333e+00   8.2312500e+01   8.1208333e+01   2.5485417e+02   2.5595833e+02   4.1666667e-02   2.9410208e+03
   2.5650000e+05   3.2522917e+02   2.5833333e+00   8.2291667e+01   8.1187500e+01   2.5481250e+02   2.5591667e+02   8.3333333e-02   2.9409792e+03
   2.5660000e+05   3.2541667e+02   2.5833333e+00   8.2125000e+01   8.1083333e+01   2.5479167e+02   2.5583333e+02   8.3333333e-02   2.9408750e+03
   2.5670000e+05   3.2550000e+02   2.5833333e+00   8.2104167e+01   8.1104167e+01   2.5468750e+02   2.5568750e+02   1.2500000e-01   2.9406667e+03
   2.5680000e+05   3.2566667e+02   2.5833333e+00   8.2187500e+01   8.1125000e+01   2.5452083e+02   2.5558333e+02   4.1666667e-02   2.9403125e+03
   2.5690000e+05   3.2566667e+02   2.5833333e+00   8.2312500e+01   8.1187500e+01   2.5435417e+02   2.5547917e+02   8.3333333e-02   2.9400833e+03
   2.5700000e+05   3.2577083e+02   2.5833333e+00   8.2250000e+01   8.1187500e+01   2.5429167e+02   2.5535417e+02   1.0416667e-01   2.9399167e+03
   2.5710000e+05   3.2595833e+02   2.5833333e+00   8.2208333e+01   8.1145833e+01   2.5418750e+02   2.5525000e+02   6.2500000e-02   2.9396667e+03
   2.5720000e+05   3.2595833e+02   2.5833333e+00   8.2250000e+01   8.1250000e+01   2.5412500e+02   2.5512500e+02   8.3333333e-02   2.9395000e+03
   2.5730000e+05   3.2612500e+02   2.5833333e+00   8.2312500e+01   8.1187500e+01   2.5391667e+02   2.5504167e+02   6.2500000e-02   2.9391875e+03
   2.5740000e+05   3.2620833e+02   2.5833333e+00   8.2270833e+01   8.1187500e+01   2.5387500e+02   2.5495833e+02   6.2500000e-02   2.9390625e+03
   2.5750000e+05   3.2641667e+02   2.5833333e+00   8.2166667e+01   8.1104167e+01   2.5379167e+02   2.5485417e+02   4.1666667e-02   2.9388542e+03
   2.5760000e+05   3.2652083e+02   2.5833333e+00   8.2041667e+01   8.1041667e+01   2.5377083e+02   2.5477083e+02   8.3333333e-02   2.9387917e+03
   2.5770000e+05   3.2660417e+02   2.5833333e+00   8.2000000e+01   8.0979167e+01   2.5370833e+02   2.5472917e+02   1.0416667e-01   2.9387083e+03
   2.5780000e+05   3.2681250e+02   2.5833333e+00   8.1895833e+01   8.0833333e+01   2.5362500e+02   2.5468750e+02   8.3333333e-02   2.9385625e+03
   2.5790000e+05   3.2689583e+02   2.5833333e+00   8.1791667e+01   8.0770833e+01   2.5364583e+02   2.5466667e+02   8.3333333e-02   2.9385625e+03
   2.5800000e+05   3.2706250e+02   2.6041667e+00   8.1687500e+01   8.0729167e+01   2.5356250e+02   2.5452083e+02   8.3333333e-02   2.9383750e+03
   2.5810000e+05   3.2708333e+02   2.6041667e+00   8.1770833e+01   8.0750000e+01   2.5345833e+02   2.5447917e+02   8.3333333e-02   2.9382292e+03
   2.5820000e+05   3.2716667e+02   2.6041667e+00   8.1750000e+01   8.0770833e+01   2.5339583e+02   2.5437500e+02   8.3333333e-02   2.9380625e+03
   2.5830000e+05   3.2722917e+02   2.6041667e+00   8.1750000e+01   8.0833333e+01   2.5337500e+02   2.5429167e+02   4.1666667e-02   2.9379167e+03
   2.5840000e+05   3.2722917e+02   2.6041667e+00   8.1729167e+01   8.0833333e+01   2.5335417e+02   2.5425000e+02   8.3333333e-02   2.9378958e+03
   2.5850000e+05   3.2739583e+02   2.6041667e+00   8.1708333e+01   8.0750000e+01   2.5322917e+02   2.5418750e+02   6.2500000e-02   2.9376875e+03
   2.5860000e+05   3.2752083e+02   2.6041667e+00   8.1666667e+01   8.0729167e+01   2.5314583e+02   2.5408333e+02   6.2500000e-02   2.9375000e+03
   2.5870000e+05   3.2758333e+02   2.6041667e+00   8.1625000e+01   8.0729167e+01   2.5308333e+02   2.5397917e+02   1.0416667e-01   2.9373750e+03
   2.5880000e+05   3.2777083e+02   2.6041667e+00   8.1520833e+01   8.0666667e+01   2.5302083e+02   2.5387500e+02   8.3333333e-02   2.9371875e+03
   2.5890000e+05   3.2787500e+02   2.6041667e+00   8.1520833e+01   8.0645833e+01   2.5293750e+02   2.5381250e+02   6.2500000e-02   2.9370208e+03
   2.5900000e+05   3.2787500e+02   2.6041667e+00   8.1500000e+01   8.0666667e+01   2.5293750e+02   2.5377083e+02   8.3333333e-02   2.9370000e+03
   2.5910000e+05   3.2804167e+02   2.6041667e+00   8.1500000e+01   8.0541667e+01   2.5279167e+02   2.5375000e+02   6.2500000e-02   2.9368125e+03
   2.5920000e+05   3.2812500e+02   2.6041667e+00   8.1479167e+01   8.0541667e+01   2.5272917e+02   2.5366667e+02   6.2500000e-02   2.9366667e+03
   2.5930000e+05   3.2822917e+02   2.6041667e+00   8.1437500e+01   8.0520833e+01   2.5266667e+02   2.5358333e+02   6.2500000e-02   2.9365208e+03
   2.5940000e+05   3.2829167e+02   2.6041667e+00   8.1541667e+01   8.0562500e+01   2.5247917e+02   2.5345833e+02   8.3333333e-02   2.9362292e+03
   2.5950000e+05   3.2833333e+02   2.6041667e+00   8.1604167e+01   8.0583333e+01   2.5235417e+02   2.5337500e+02   1.0416667e-01   2.9360417e+03
   2.5960000e+05   3.2843750e+02   2.6041667e+00   8.1625000e+01   8.0604167e+01   2.5227083e+02   2.5329167e+02   6.2500000e-02   2.9358333e+03
   2.5970000e+05   3.2862500e+02   2.6041667e+00   8.1479167e+01   8.0479167e+01   2.5225000e+02   2.5325000e+02   4.1666667e-02   2.9357500e+03
   2.5980000e+05   3.2872917e+02   2.6041667e+00   8.1520833e+01   8.0395833e+01   2.5206250e+02   2.5318750e+02   8.3333333e-02   2.9355417e+03
   2.5990000e+05   3.2889583e+02   2.6041667e+00   8.1458333e+01   8.0333333e+01   2.5200000e+02   2.5312500e+02   4.1666667e-02   2.9353750e+03
   2.6000000e+05   3.2887500e+02   2.6041667e+00   8.1479167e+01   8.0437500e+01   2.5193750e+02   2.5297917e+02   1.0416667e-01   2.9352292e+03
   2.6010000e+05   3.2900000e+02   2.6041667e+00   8.1437500e+01   8.0395833e+01   2.5187500e+02   2.5291667e+02   8.3333333e-02   2.9350833e+03
   2.6020000e+05   3.2906250e+02   2.6041667e+00   8.1479167e+01   8.0416667e+01   2.5179167e+02   2.5285417e+02   6.2500000e-02   2.9349167e+03
   2.6030000e+05   3.2904167e+02   2.6041667e+00   8.1583333e+01   8.0520833e+01   2.5166667e+02   2.5272917e+02   1.0416667e-01   2.9347083e+03
   2.6040000e+05   3.2920833e+02   2.6041667e+00   8.1520833e+01   8.0479167e+01   2.5160417e+02   2.5264583e+02   6.2500000e-02   2.9345208e+03
   2.6050000e+05   3.2927083e+02   2.6250000e+00   8.1520833e+01   8.0437500e+01   2.5152083e+02   2.5260417e+02   6.2500000e-02   2.9344375e+03
   2.6060000e+05   3.2945833e+02   2.6250000e+00   8.1437500e+01   8.0291667e+01   2.5143750e+02   2.5258333e+02   4.1666667e-02   2.9343125e+03
   2.6070000e+05   3.2950000e+02   2.6250000e+00   8.1479167e+01   8.0375000e+01   2.5135417e+02   2.5245833e+02   4.1666667e-02   2.9341042e+03
   2.6080000e+05   3.2952083e+02   2.6458333e+00   8.1479167e+01   8.0520833e+01   2.5129167e+02   2.5225000e+02   6.2500000e-02   2.9338958e+03
   2.6090000e+05   3.2960417e+02   2.6458333e+00   8.1416667e+01   8.0479167e+01   2.5127083e+02   2.5220833e+02   6.2500000e-02   2.9338333e+03
   2.6100000e+05   3.2972917e+02   2.6458333e+00   8.1375000e+01   8.0500000e+01   2.5120833e+02   2.5208333e+02   4.1666667e-02   2.9336250e+03
   2.6110000e+05   3.2979167e+02   2.6458333e+00   8.1291667e+01   8.0479167e+01   2.5116667e+02   2.5197917e+02   1.0416667e-01   2.9335417e+03
   2.6120000e+05   3.2991667e+02   2.6458333e+00   8.1270833e+01   8.0479167e+01   2.5108333e+02   2.5187500e+02   8.3333333e-02   2.9333333e+03
   2.6130000e+05   3.2987500e+02   2.6458333e+00   8.1375000e+01   8.0583333e+01   2.5102083e+02   2.5181250e+02   8.3333333e-02   2.9332083e+03
   2.6140000e+05   3.2993750e+02   2.6458333e+00   8.1354167e+01   8.0583333e+01   2.5102083e+02   2.5179167e+02   4.1666667e-02   2.9331458e+03
   2.6150000e+05   3.2989583e+02   2.6458333e+00   8.1437500e+01   8.0687500e+01   2.5093750e+02   2.5168750e+02   8.3333333e-02   2.9330000e+03
   2.6160000e+05   3.3000000e+02   2.6458333e+00   8.1416667e+01   8.0708333e+01   2.5085417e+02   2.5156250e+02   8.3333333e-02   2.9327917e+03
   2.6170000e+05   3.3000000e+02   2.6458333e+00   8.1479167e+01   8.0791667e+01   2.5077083e+02   2.5145833e+02   1.0416667e-01   2.9326250e+03
   2.6180000e+05   3.3027083e+02   2.6458333e+00   8.1354167e+01   8.0729167e+01   2.5068750e+02   2.5131250e+02   4.1666667e-02   2.9323333e+03
   2.6190000e+05   3.3045833e+02   2.6458333e+00   8.1229167e+01   8.0750000e+01   2.5062500e+02   2.5110417e+02   4.1666667e-02   2.9320625e+03
   2.6200000e+05   3.3052083e+02   2.6458333e+00   8.1291667e+01   8.0791667e+01   2.5047917e+02   2.5097917e+02   6.2500000e-02   2.9318125e+03
   2.6210000e+05   3.3052083e+02   2.6458333e+00   8.1270833e+01   8.0770833e+01   2.5043750e+02   2.5093750e+02   1.2500000e-01   2.9317917e+03
   2.6220000e+05   3.3072917e+02   2.6458333e+00   8.1250000e+01   8.0666667e+01   2.5029167e+02   2.5087500e+02   8.3333333e-02   2.9315417e+03
   2.6230000e+05   3.3072917e+02   2.6458333e+00   8.1333333e+01   8.0750000e+01   2.5025000e+02   2.5083333e+02   4.1666667e-02   2.9314167e+03
   2.6240000e+05   3.3089583e+02   2.6458333e+00   8.1208333e+01   8.0687500e+01   2.5020833e+02   2.5072917e+02   4.1666667e-02   2.9312708e+03
   2.6250000e+05   3.3093750e+02   2.6458333e+00   8.1333333e+01   8.0750000e+01   2.5004167e+02   2.5062500e+02   4.1666667e-02   2.9310000e+03
   2.6260000e+05   3.3093750e+02   2.6458333e+00   8.1416667e+01   8.0895833e+01   2.4995833e+02   2.5047917e+02   4.1666667e-02   2.9307708e+03
   2.6270000e+05   3.3104167e+02   2.6458333e+00   8.1312500e+01   8.0875000e+01   2.4995833e+02   2.5039583e+02   4.1666667e-02   2.9306875e+03
   2.6280000e+05   3.3118750e+02   2.6458333e+00   8.1250000e+01   8.0729167e+01   2.4985417e+02   2.5037500e+02   6.2500000e-02   2.9305833e+03
   2.6290000e+05   3.3120833e+02   2.6666667e+00   8.1291667e+01   8.0708333e+01   2.4975000e+02   2.5033333e+02   8.3333333e-02   2.9305000e+03
   2.6300000e+05   3.3131250e+02   2.6666667e+00   8.1312500e+01   8.0687500e+01   2.4964583e+02   2.5027083e+02   6.2500000e-02   2.9303125e+03
   2.6310000e+05   3.3139583e+02   2.6666667e+00   8.1270833e+01   8.0645833e+01   2.4958333e+02   2.5020833e+02   8.3333333e-02   2.9302083e+03
   2.6320000e+05   3.3152083e+02   2.6666667e+00   8.1208333e+01   8.0645833e+01   2.4956250e+02   2.5012500e+02   4.1666667e-02   2.9300625e+03
   2.6330000e+05   3.3160417e+02   2.6666667e+00   8.1166667e+01   8.0604167e+01   2.4950000e+02   2.5006250e+02   6.2500000e-02   2.9299583e+03
   2.6340000e+05   3.3160417e+02   2.6666667e+00   8.1250000e+01   8.0687500e+01   2.4943750e+02   2.5000000e+02   4.1666667e-02   2.9298125e+03
   2.6350000e+05   3.3164583e+02   2.6666667e+00   8.1187500e+01   8.0645833e+01   2.4937500e+02   2.4991667e+02   1.2500000e-01   2.9297500e+03
   2.6360000e+05   3.3185417e+02   2.6666667e+00   8.1145833e+01   8.0625000e+01   2.4929167e+02   2.4981250e+02   4.1666667e-02   2.9294792e+03
   2.6370000e+05   3.3195833e+02   2.6666667e+00   8.1104167e+01   8.0687500e+01   2.4920833e+02   2.4962500e+02   6.2500000e-02   2.9292292e+03
   2.6380000e+05   3.3206250e+02   2.6666667e+00   8.1125000e+01   8.0666667e+01   2.4908333e+02   2.4954167e+02   6.2500000e-02   2.9290208e+03
   2.6390000e+05   3.3212500e+02   2.6666667e+00   8.1125000e+01   8.0729167e+01   2.4904167e+02   2.4943750e+02   4.1666667e-02   2.9288542e+03
   2.6400000e+05   3.3218750e+02   2.6666667e+00   8.1062500e+01   8.0791667e+01   2.4904167e+02   2.4931250e+02   4.1666667e-02   2.9287292e+03
   2.6410000e+05   3.3216667e+02   2.6666667e+00   8.1187500e+01   8.0833333e+01   2.4889583e+02   2.4925000e+02   8.3333333e-02   2.9285625e+03
   2.6420000e+05   3.3231250e+02   2.6666667e+00   8.1062500e+01   8.0791667e+01   2.4887500e+02   2.4914583e+02   8.3333333e-02   2.9284375e+03
   2.6430000e+05   3.3237500e+02   2.6666667e+00   8.1000000e+01   8.0812500e+01   2.4883333e+02   2.4902083e+02   1.2500000e-01   2.9283125e+03
   2.6440000e+05   3.3254167e+02   2.6666667e+00   8.0958333e+01   8.0770833e+01   2.4872917e+02   2.4891667e+02   1.0416667e-01   2.9280833e+03
   2.6450000e+05   3.3266667e+02   2.6666667e+00   8.0958333e+01   8.0750000e+01   2.4862500e+02   2.4883333e+02   8.3333333e-02   2.9278750e+03
   2.6460000e+05   3.3270833e+02   2.6666667e+00   8.0937500e+01   8.0750000e+01   2.4856250e+02   2.4875000e+02   1.2500000e-01   2.9277708e+03
   2.6470000e+05   3.3283333e+02   2.6666667e+00   8.1062500e+01   8.0791667e+01   2.4839583e+02   2.4866667e+02   4.1666667e-02   2.9274375e+03
   2.6480000e+05   3.3283333e+02   2.6666667e+00   8.1062500e+01   8.0812500e+01   2.4833333e+02   2.4858333e+02   1.0416667e-01   2.9273542e+03
   2.6490000e+05   3.3300000e+02   2.6666667e+00   8.1062500e+01   8.0750000e+01   2.4818750e+02   2.4850000e+02   8.3333333e-02   2.9271042e+03
   2.6500000e+05   3.3308333e+02   2.6666667e+00   8.1083333e+01   8.0937500e+01   2.4812500e+02   2.4827083e+02   4.1666667e-02   2.9267708e+03
   2.6510000e+05   3.3316667e+02   2.6666667e+00   8.1083333e+01   8.0958333e+01   2.4804167e+02   2.4816667e+02   4.1666667e-02   2.9265833e+03
   2.6520000e+05   3.3329167e+02   2.6666667e+00   8.1062500e+01   8.0916667e+01   2.4793750e+02   2.4808333e+02   4.1666667e-02   2.9263958e+03
   2.6530000e+05   3.3333333e+02   2.6666667e+00   8.1020833e+01   8.0854167e+01   2.4789583e+02   2.4806250e+02   8.3333333e-02   2.9263750e+03
   2.6540000e+05   3.3345833e+02   2.6666667e+00   8.0958333e+01   8.0854167e+01   2.4785417e+02   2.4795833e+02   6.2500000e-02   2.9262083e+03
   2.6550000e+05   3.3358333e+02   2.6666667e+00   8.1020833e+01   8.0833333e+01   2.4770833e+02   2.4789583e+02   2.0833333e-02   2.9259583e+03
   2.6560000e+05   3.3368750e+02   2.6666667e+00   8.0895833e+01   8.0729167e+01   2.4768750e+02   2.4785417e+02   6.2500000e-02   2.9259375e+03
   2.6570000e+05   3.3370833e+02   2.6666667e+00   8.1104167e+01   8.0791667e+01   2.4747917e+02   2.4779167e+02   4.1666667e-02   2.9256458e+03
   2.6580000e+05   3.3375000e+02   2.6666667e+00   8.1041667e+01   8.0770833e+01   2.4745833e+02   2.4772917e+02   8.3333333e-02   2.9256042e+03
   2.6590000e+05   3.3387500e+02   2.6666667e+00   8.1020833e+01   8.0812500e+01   2.4739583e+02   2.4760417e+02   4.1666667e-02   2.9253750e+03
   2.6600000e+05   3.3404167e+02   2.6666667e+00   8.1062500e+01   8.0770833e+01   2.4720833e+02   2.4750000e+02   2.0833333e-02   2.9250625e+03
   2.6610000e+05   3.3412500e+02   2.6666667e+00   8.1020833e+01   8.0708333e+01   2.4714583e+02   2.4745833e+02   4.1666667e-02   2.9249792e+03
   2.6620000e+05   3.3422917e+02   2.6666667e+00   8.0979167e+01   8.0708333e+01   2.4708333e+02   2.4735417e+02   4.1666667e-02   2.9248125e+03
   2.6630000e+05   3.3429167e+02   2.6666667e+00   8.0854167e+01   8.0583333e+01   2.4706250e+02   2.4733333e+02   1.2500000e-01   2.9248542e+03
   2.6640000e+05   3.3445833e+02   2.6666667e+00   8.0791667e+01   8.0583333e+01   2.4702083e+02   2.4722917e+02   6.2500000e-02   2.9246458e+03
   2.6650000e+05   3.3450000e+02   2.6875000e+00   8.0812500e+01   8.0645833e+01   2.4695833e+02   2.4712500e+02   4.1666667e-02   2.9245000e+03
   2.6660000e+05   3.3458333e+02   2.6875000e+00   8.0770833e+01   8.0604167e+01   2.4691667e+02   2.4708333e+02   4.1666667e-02   2.9244167e+03
   2.6670000e+05   3.3466667e+02   2.6875000e+00   8.0750000e+01   8.0520833e+01   2.4685417e+02   2.4708333e+02   4.1666667e-02   2.9243542e+03
   2.6680000e+05   3.3472917e+02   2.6875000e+00   8.0791667e+01   8.0562500e+01   2.4677083e+02   2.4700000e+02   2.0833333e-02   2.9241667e+03
   2.6690000e+05   3.3481250e+02   2.6875000e+00   8.0750000e+01   8.0583333e+01   2.4670833e+02   2.4687500e+02   4.1666667e-02   2.9240000e+03
   2.6700000e+05   3.3493750e+02   2.6875000e+00   8.0666667e+01   8.0520833e+01   2.4666667e+02   2.4681250e+02   4.1666667e-02   2.9238958e+03
   2.6710000e+05   3.3502083e+02   2.6875000e+00   8.0770833e+01   8.0479167e+01   2.4650000e+02   2.4679167e+02   2.0833333e-02   2.9236875e+03
   2.6720000e+05   3.3512500e+02   2.6875000e+00   8.0708333e+01   8.0375000e+01   2.4643750e+02   2.4677083e+02   4.1666667e-02   2.9236250e+03
   2.6730000e+05   3.3522917e+02   2.7083333e+00   8.0604167e+01   8.0312500e+01   2.4639583e+02   2.4668750e+02   6.2500000e-02   2.9235625e+03
   2.6740000e+05   3.3527083e+02   2.7083333e+00   8.0645833e+01   8.0312500e+01   2.4633333e+02   2.4666667e+02   4.1666667e-02   2.9234583e+03
   2.6750000e+05   3.3525000e+02   2.7083333e+00   8.0687500e+01   8.0395833e+01   2.4629167e+02   2.4658333e+02   6.2500000e-02   2.9233542e+03
   2.6760000e+05   3.3529167e+02   2.7083333e+00   8.0750000e+01   8.0458333e+01   2.4618750e+02   2.4647917e+02   6.2500000e-02   2.9231458e+03
   2.6770000e+05   3.3535417e+02   2.7083333e+00   8.0791667e+01   8.0562500e+01   2.4612500e+02   2.4635417e+02   2.0833333e-02   2.9229167e+03
   2.6780000e+05   3.3545833e+02   2.7083333e+00   8.0770833e+01   8.0541667e+01   2.4604167e+02   2.4627083e+02   2.0833333e-02   2.9227500e+03
   2.6790000e+05   3.3556250e+02   2.7083333e+00   8.0666667e+01   8.0479167e+01   2.4602083e+02   2.4620833e+02   4.1666667e-02   2.9226875e+03
   2.6800000e+05   3.3568750e+02   2.7083333e+00   8.0562500e+01   8.0375000e+01   2.4595833e+02   2.4614583e+02   8.3333333e-02   2.9226042e+03
   2.6810000e+05   3.3577083e+02   2.7083333e+00   8.0604167e+01   8.0458333e+01   2.4587500e+02   2.4602083e+02   4.1666667e-02   2.9223542e+03
   2.6820000e+05   3.3602083e+02   2.6875000e+00   8.0541667e+01   8.0354167e+01   2.4570833e+02   2.4589583e+02   4.1666667e-02   2.9220208e+03
   2.6830000e+05   3.3606250e+02   2.6875000e+00   8.0541667e+01   8.0333333e+01   2.4564583e+02   2.4585417e+02   6.2500000e-02   2.9219375e+03
   2.6840000e+05   3.3612500e+02   2.6875000e+00   8.0666667e+01   8.0354167e+01   2.4550000e+02   2.4581250e+02   2.0833333e-02   2.9217083e+03
   2.6850000e+05   3.3618750e+02   2.6875000e+00   8.0583333e+01   8.0333333e+01   2.4550000e+02   2.4575000e+02   4.1666667e-02   2.9216667e+03
   2.6860000e+05   3.3631250e+02   2.6875000e+00   8.0583333e+01   8.0333333e+01   2.4537500e+02   2.4562500e+02   4.1666667e-02   2.9214167e+03
   2.6870000e+05   3.3635417e+02   2.6875000e+00   8.0625000e+01   8.0375000e+01   2.4529167e+02   2.4554167e+02   4.1666667e-02   2.9212500e+03
   2.6880000e+05   3.3643750e+02   2.6875000e+00   8.0666667e+01   8.0437500e+01   2.4516667e+02   2.4539583e+02   4.1666667e-02   2.9209792e+03
   2.6890000e+05   3.3660417e+02   2.6875000e+00   8.0541667e+01   8.0395833e+01   2.4512500e+02   2.4527083e+02   4.1666667e-02   2.9208125e+03
   2.6900000e+05   3.3666667e+02   2.6875000e+00   8.0541667e+01   8.0416667e+01   2.4506250e+02   2.4518750e+02   4.1666667e-02   2.9206667e+03
   2.6910000e+05   3.3660417e+02   2.6875000e+00   8.0666667e+01   8.0437500e+01   2.4491667e+02   2.4514583e+02   1.2500000e-01   2.9205625e+03
   2.6920000e+05   3.3675000e+02   2.6875000e+00   8.0604167e+01   8.0354167e+01   2.4485417e+02   2.4510417e+02   1.0416667e-01   2.9204375e+03
   2.6930000e+05   3.3683333e+02   2.6875000e+00   8.0645833e+01   8.0333333e+01   2.4477083e+02   2.4508333e+02   6.2500000e-02   2.9202917e+03
   2.6940000e+05   3.3693750e+02   2.7083333e+00   8.0562500e+01   8.0187500e+01   2.4470833e+02   2.4508333e+02   8.3333333e-02   2.9202917e+03
   2.6950000e+05   3.3708333e+02   2.7083333e+00   8.0458333e+01   8.0187500e+01   2.4470833e+02   2.4497917e+02   4.1666667e-02   2.9201458e+03
   2.6960000e+05   3.3733333e+02   2.7083333e+00   8.0208333e+01   7.9937500e+01   2.4466667e+02   2.4493750e+02   8.3333333e-02   2.9201042e+03
   2.6970000e+05   3.3747917e+02   2.7083333e+00   8.0166667e+01   7.9875000e+01   2.4460417e+02   2.4489583e+02   4.1666667e-02   2.9199583e+03
