	time (us)      MABM               AB           AM              BM               A              B                 ABM           M           
   1.0300000e+05   5.5062500e+01   0.0000000e+00   4.4062500e+01   4.3984375e+01   8.7500000e-01   9.5312500e-01   0.0000000e+00   3.5568281e+03
   1.0310000e+05   5.5125000e+01   0.0000000e+00   4.4000000e+01   4.3921875e+01   8.7500000e-01   9.5312500e-01   0.0000000e+00   3.5568281e+03
   1.0320000e+05   5.5156250e+01   0.0000000e+00   4.3968750e+01   4.3890625e+01   8.7500000e-01   9.5312500e-01   0.0000000e+00   3.5568281e+03
   1.0330000e+05   5.5234375e+01   0.0000000e+00   4.3875000e+01   4.3812500e+01   8.9062500e-01   9.5312500e-01   0.0000000e+00   3.5568438e+03
   1.0340000e+05   5.5296875e+01   0.0000000e+00   4.3796875e+01   4.3734375e+01   9.0625000e-01   9.6875000e-01   0.0000000e+00   3.5568750e+03
   1.0350000e+05   5.5296875e+01   0.0000000e+00   4.3781250e+01   4.3734375e+01   9.0625000e-01   9.5312500e-01   1.5625000e-02   3.5568750e+03
   1.0360000e+05   5.5281250e+01   0.0000000e+00   4.3781250e+01   4.3734375e+01   9.0625000e-01   9.5312500e-01   3.1250000e-02   3.5568906e+03
   1.0370000e+05   5.5312500e+01   0.0000000e+00   4.3796875e+01   4.3734375e+01   8.9062500e-01   9.5312500e-01   0.0000000e+00   3.5568438e+03
   1.0380000e+05   5.5359375e+01   0.0000000e+00   4.3750000e+01   4.3671875e+01   8.9062500e-01   9.6875000e-01   0.0000000e+00   3.5568594e+03
   1.0390000e+05   5.5359375e+01   0.0000000e+00   4.3750000e+01   4.3671875e+01   8.9062500e-01   9.6875000e-01   0.0000000e+00   3.5568594e+03
   1.0400000e+05   5.5375000e+01   0.0000000e+00   4.3718750e+01   4.3640625e+01   8.9062500e-01   9.6875000e-01   1.5625000e-02   3.5568750e+03
   1.0410000e+05   5.5421875e+01   0.0000000e+00   4.3687500e+01   4.3609375e+01   8.9062500e-01   9.6875000e-01   0.0000000e+00   3.5568594e+03
   1.0420000e+05   5.5453125e+01   0.0000000e+00   4.3640625e+01   4.3562500e+01   8.9062500e-01   9.6875000e-01   1.5625000e-02   3.5568750e+03
   1.0430000e+05   5.5468750e+01   0.0000000e+00   4.3593750e+01   4.3546875e+01   9.2187500e-01   9.6875000e-01   1.5625000e-02   3.5569062e+03
   1.0440000e+05   5.5531250e+01   0.0000000e+00   4.3546875e+01   4.3500000e+01   9.2187500e-01   9.6875000e-01   0.0000000e+00   3.5568906e+03
   1.0450000e+05   5.5562500e+01   0.0000000e+00   4.3500000e+01   4.3468750e+01   9.3750000e-01   9.6875000e-01   0.0000000e+00   3.5569062e+03
   1.0460000e+05   5.5578125e+01   0.0000000e+00   4.3484375e+01   4.3468750e+01   9.3750000e-01   9.5312500e-01   0.0000000e+00   3.5568906e+03
   1.0470000e+05   5.5593750e+01   0.0000000e+00   4.3500000e+01   4.3453125e+01   9.0625000e-01   9.5312500e-01   0.0000000e+00   3.5568594e+03
   1.0480000e+05   5.5593750e+01   0.0000000e+00   4.3484375e+01   4.3453125e+01   9.2187500e-01   9.5312500e-01   0.0000000e+00   3.5568750e+03
   1.0490000e+05   5.5625000e+01   0.0000000e+00   4.3453125e+01   4.3406250e+01   9.2187500e-01   9.6875000e-01   0.0000000e+00   3.5568906e+03
   1.0500000e+05   5.5656250e+01   0.0000000e+00   4.3406250e+01   4.3359375e+01   9.2187500e-01   9.6875000e-01   1.5625000e-02   3.5569062e+03
   1.0510000e+05   5.5640625e+01   0.0000000e+00   4.3421875e+01   4.3343750e+01   9.0625000e-01   9.8437500e-01   3.1250000e-02   3.5569219e+03
   1.0520000e+05   5.5671875e+01   0.0000000e+00   4.3421875e+01   4.3343750e+01   9.0625000e-01   9.8437500e-01   0.0000000e+00   3.5568906e+03
   1.0530000e+05   5.5703125e+01   0.0000000e+00   4.3390625e+01   4.3312500e+01   9.0625000e-01   9.8437500e-01   0.0000000e+00   3.5568906e+03
   1.0540000e+05   5.5718750e+01   0.0000000e+00   4.3375000e+01   4.3312500e+01   9.0625000e-01   9.6875000e-01   0.0000000e+00   3.5568750e+03
   1.0550000e+05   5.5734375e+01   0.0000000e+00   4.3359375e+01   4.3296875e+01   9.0625000e-01   9.6875000e-01   0.0000000e+00   3.5568750e+03
   1.0560000e+05   5.5765625e+01   0.0000000e+00   4.3328125e+01   4.3281250e+01   9.0625000e-01   9.5312500e-01   0.0000000e+00   3.5568594e+03
   1.0570000e+05   5.5843750e+01   0.0000000e+00   4.3250000e+01   4.3218750e+01   9.0625000e-01   9.3750000e-01   0.0000000e+00   3.5568438e+03
   1.0580000e+05   5.5906250e+01   0.0000000e+00   4.3187500e+01   4.3156250e+01   9.0625000e-01   9.3750000e-01   0.0000000e+00   3.5568438e+03
   1.0590000e+05   5.5968750e+01   0.0000000e+00   4.3093750e+01   4.3109375e+01   9.3750000e-01   9.2187500e-01   0.0000000e+00   3.5568594e+03
   1.0600000e+05   5.6015625e+01   0.0000000e+00   4.3046875e+01   4.3062500e+01   9.3750000e-01   9.2187500e-01   0.0000000e+00   3.5568594e+03
   1.0610000e+05   5.6015625e+01   0.0000000e+00   4.3031250e+01   4.3031250e+01   9.2187500e-01   9.2187500e-01   3.1250000e-02   3.5568750e+03
   1.0620000e+05   5.6078125e+01   0.0000000e+00   4.3000000e+01   4.3000000e+01   9.2187500e-01   9.2187500e-01   0.0000000e+00   3.5568438e+03
   1.0630000e+05   5.6093750e+01   0.0000000e+00   4.2984375e+01   4.2984375e+01   9.2187500e-01   9.2187500e-01   0.0000000e+00   3.5568438e+03
   1.0640000e+05   5.6125000e+01   0.0000000e+00   4.2953125e+01   4.2921875e+01   9.2187500e-01   9.5312500e-01   0.0000000e+00   3.5568750e+03
   1.0650000e+05   5.6187500e+01   0.0000000e+00   4.2890625e+01   4.2859375e+01   9.2187500e-01   9.5312500e-01   0.0000000e+00   3.5568750e+03
   1.0660000e+05   5.6234375e+01   0.0000000e+00   4.2875000e+01   4.2828125e+01   8.9062500e-01   9.3750000e-01   0.0000000e+00   3.5568281e+03
   1.0670000e+05   5.6250000e+01   0.0000000e+00   4.2859375e+01   4.2812500e+01   8.9062500e-01   9.3750000e-01   0.0000000e+00   3.5568281e+03
   1.0680000e+05   5.6265625e+01   0.0000000e+00   4.2859375e+01   4.2812500e+01   8.7500000e-01   9.2187500e-01   0.0000000e+00   3.5567969e+03
   1.0690000e+05   5.6265625e+01   0.0000000e+00   4.2859375e+01   4.2796875e+01   8.7500000e-01   9.3750000e-01   0.0000000e+00   3.5568125e+03
   1.0700000e+05   5.6265625e+01   0.0000000e+00   4.2859375e+01   4.2781250e+01   8.5937500e-01   9.3750000e-01   1.5625000e-02   3.5568125e+03
   1.0710000e+05   5.6281250e+01   0.0000000e+00   4.2828125e+01   4.2750000e+01   8.5937500e-01   9.3750000e-01   3.1250000e-02   3.5568281e+03
   1.0720000e+05   5.6343750e+01   0.0000000e+00   4.2796875e+01   4.2687500e+01   8.5937500e-01   9.6875000e-01   0.0000000e+00   3.5568281e+03
   1.0730000e+05   5.6375000e+01   0.0000000e+00   4.2765625e+01   4.2656250e+01   8.5937500e-01   9.6875000e-01   0.0000000e+00   3.5568281e+03
   1.0740000e+05   5.6390625e+01   0.0000000e+00   4.2750000e+01   4.2640625e+01   8.5937500e-01   9.6875000e-01   0.0000000e+00   3.5568281e+03
   1.0750000e+05   5.6437500e+01   0.0000000e+00   4.2703125e+01   4.2609375e+01   8.4375000e-01   9.3750000e-01   1.5625000e-02   3.5567969e+03
   1.0760000e+05   5.6484375e+01   0.0000000e+00   4.2687500e+01   4.2562500e+01   8.2812500e-01   9.5312500e-01   0.0000000e+00   3.5567812e+03
   1.0770000e+05   5.6515625e+01   0.0000000e+00   4.2656250e+01   4.2531250e+01   8.2812500e-01   9.5312500e-01   0.0000000e+00   3.5567812e+03
   1.0780000e+05   5.6515625e+01   0.0000000e+00   4.2656250e+01   4.2531250e+01   8.2812500e-01   9.5312500e-01   0.0000000e+00   3.5567812e+03
   1.0790000e+05   5.6531250e+01   0.0000000e+00   4.2640625e+01   4.2500000e+01   8.1250000e-01   9.5312500e-01   1.5625000e-02   3.5567812e+03
   1.0800000e+05   5.6578125e+01   0.0000000e+00   4.2593750e+01   4.2468750e+01   8.2812500e-01   9.5312500e-01   0.0000000e+00   3.5567812e+03
   1.0810000e+05   5.6578125e+01   0.0000000e+00   4.2593750e+01   4.2453125e+01   8.2812500e-01   9.6875000e-01   0.0000000e+00   3.5567969e+03
   1.0820000e+05   5.6625000e+01   0.0000000e+00   4.2578125e+01   4.2406250e+01   7.9687500e-01   9.6875000e-01   0.0000000e+00   3.5567656e+03
   1.0830000e+05   5.6625000e+01   0.0000000e+00   4.2578125e+01   4.2421875e+01   7.9687500e-01   9.5312500e-01   0.0000000e+00   3.5567500e+03
   1.0840000e+05   5.6640625e+01   0.0000000e+00   4.2562500e+01   4.2421875e+01   7.9687500e-01   9.3750000e-01   0.0000000e+00   3.5567344e+03
   1.0850000e+05   5.6640625e+01   0.0000000e+00   4.2546875e+01   4.2421875e+01   8.1250000e-01   9.3750000e-01   0.0000000e+00   3.5567500e+03
   1.0860000e+05   5.6656250e+01   0.0000000e+00   4.2500000e+01   4.2390625e+01   8.2812500e-01   9.3750000e-01   1.5625000e-02   3.5567812e+03
   1.0870000e+05   5.6718750e+01   0.0000000e+00   4.2468750e+01   4.2343750e+01   8.1250000e-01   9.3750000e-01   0.0000000e+00   3.5567500e+03
   1.0880000e+05   5.6796875e+01   0.0000000e+00   4.2421875e+01   4.2265625e+01   7.8125000e-01   9.3750000e-01   0.0000000e+00   3.5567188e+03
   1.0890000e+05   5.6812500e+01   0.0000000e+00   4.2406250e+01   4.2250000e+01   7.8125000e-01   9.3750000e-01   0.0000000e+00   3.5567188e+03
   1.0900000e+05   5.6859375e+01   0.0000000e+00   4.2359375e+01   4.2203125e+01   7.8125000e-01   9.3750000e-01   0.0000000e+00   3.5567188e+03
   1.0910000e+05   5.6843750e+01   0.0000000e+00   4.2375000e+01   4.2218750e+01   7.8125000e-01   9.3750000e-01   0.0000000e+00   3.5567188e+03
   1.0920000e+05   5.6859375e+01   0.0000000e+00   4.2343750e+01   4.2203125e+01   7.9687500e-01   9.3750000e-01   0.0000000e+00   3.5567344e+03
   1.0930000e+05   5.6890625e+01   0.0000000e+00   4.2312500e+01   4.2171875e+01   7.9687500e-01   9.3750000e-01   0.0000000e+00   3.5567344e+03
   1.0940000e+05   5.6921875e+01   0.0000000e+00   4.2296875e+01   4.2140625e+01   7.8125000e-01   9.3750000e-01   0.0000000e+00   3.5567188e+03
   1.0950000e+05   5.6937500e+01   0.0000000e+00   4.2265625e+01   4.2140625e+01   7.9687500e-01   9.2187500e-01   0.0000000e+00   3.5567188e+03
   1.0960000e+05   5.6906250e+01   0.0000000e+00   4.2265625e+01   4.2140625e+01   7.9687500e-01   9.2187500e-01   3.1250000e-02   3.5567500e+03
   1.0970000e+05   5.6984375e+01   0.0000000e+00   4.2203125e+01   4.2109375e+01   7.9687500e-01   8.9062500e-01   1.5625000e-02   3.5567031e+03
   1.0980000e+05   5.7031250e+01   0.0000000e+00   4.2156250e+01   4.2062500e+01   7.9687500e-01   8.9062500e-01   1.5625000e-02   3.5567031e+03
   1.0990000e+05   5.7046875e+01   0.0000000e+00   4.2156250e+01   4.2046875e+01   7.8125000e-01   8.9062500e-01   1.5625000e-02   3.5566875e+03
   1.1000000e+05   5.7078125e+01   0.0000000e+00   4.2125000e+01   4.2046875e+01   7.9687500e-01   8.7500000e-01   0.0000000e+00   3.5566719e+03
   1.1010000e+05   5.7078125e+01   0.0000000e+00   4.2125000e+01   4.2046875e+01   7.9687500e-01   8.7500000e-01   0.0000000e+00   3.5566719e+03
   1.1020000e+05   5.7109375e+01   0.0000000e+00   4.2062500e+01   4.2000000e+01   8.1250000e-01   8.7500000e-01   1.5625000e-02   3.5567031e+03
   1.1030000e+05   5.7140625e+01   0.0000000e+00   4.2046875e+01   4.1984375e+01   7.9687500e-01   8.5937500e-01   1.5625000e-02   3.5566719e+03
   1.1040000e+05   5.7187500e+01   0.0000000e+00   4.2015625e+01   4.1937500e+01   7.8125000e-01   8.5937500e-01   1.5625000e-02   3.5566562e+03
   1.1050000e+05   5.7234375e+01   0.0000000e+00   4.1984375e+01   4.1890625e+01   7.8125000e-01   8.7500000e-01   0.0000000e+00   3.5566562e+03
   1.1060000e+05   5.7281250e+01   0.0000000e+00   4.1953125e+01   4.1843750e+01   7.6562500e-01   8.7500000e-01   0.0000000e+00   3.5566406e+03
   1.1070000e+05   5.7281250e+01   0.0000000e+00   4.1937500e+01   4.1828125e+01   7.6562500e-01   8.7500000e-01   1.5625000e-02   3.5566562e+03
   1.1080000e+05   5.7328125e+01   0.0000000e+00   4.1875000e+01   4.1812500e+01   7.9687500e-01   8.5937500e-01   0.0000000e+00   3.5566562e+03
   1.1090000e+05   5.7328125e+01   0.0000000e+00   4.1875000e+01   4.1765625e+01   7.8125000e-01   8.9062500e-01   1.5625000e-02   3.5566875e+03
   1.1100000e+05   5.7375000e+01   0.0000000e+00   4.1812500e+01   4.1718750e+01   7.9687500e-01   8.9062500e-01   1.5625000e-02   3.5567031e+03
   1.1110000e+05   5.7453125e+01   0.0000000e+00   4.1718750e+01   4.1687500e+01   8.2812500e-01   8.5937500e-01   0.0000000e+00   3.5566875e+03
   1.1120000e+05   5.7500000e+01   0.0000000e+00   4.1656250e+01   4.1640625e+01   8.4375000e-01   8.5937500e-01   0.0000000e+00   3.5567031e+03
   1.1130000e+05   5.7515625e+01   0.0000000e+00   4.1640625e+01   4.1625000e+01   8.4375000e-01   8.5937500e-01   0.0000000e+00   3.5567031e+03
   1.1140000e+05   5.7531250e+01   0.0000000e+00   4.1625000e+01   4.1609375e+01   8.4375000e-01   8.5937500e-01   0.0000000e+00   3.5567031e+03
   1.1150000e+05   5.7562500e+01   0.0000000e+00   4.1609375e+01   4.1578125e+01   8.2812500e-01   8.5937500e-01   0.0000000e+00   3.5566875e+03
   1.1160000e+05   5.7578125e+01   0.0000000e+00   4.1578125e+01   4.1546875e+01   8.2812500e-01   8.5937500e-01   1.5625000e-02   3.5567031e+03
   1.1170000e+05   5.7609375e+01   0.0000000e+00   4.1562500e+01   4.1531250e+01   8.2812500e-01   8.5937500e-01   0.0000000e+00   3.5566875e+03
   1.1180000e+05   5.7609375e+01   0.0000000e+00   4.1546875e+01   4.1515625e+01   8.2812500e-01   8.5937500e-01   1.5625000e-02   3.5567031e+03
   1.1190000e+05   5.7640625e+01   0.0000000e+00   4.1531250e+01   4.1500000e+01   8.2812500e-01   8.5937500e-01   0.0000000e+00   3.5566875e+03
   1.1200000e+05   5.7671875e+01   0.0000000e+00   4.1500000e+01   4.1468750e+01   8.2812500e-01   8.5937500e-01   0.0000000e+00   3.5566875e+03
   1.1210000e+05   5.7671875e+01   0.0000000e+00   4.1500000e+01   4.1484375e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1220000e+05   5.7703125e+01   0.0000000e+00   4.1468750e+01   4.1453125e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1230000e+05   5.7718750e+01   0.0000000e+00   4.1453125e+01   4.1437500e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1240000e+05   5.7765625e+01   0.0000000e+00   4.1390625e+01   4.1390625e+01   8.4375000e-01   8.4375000e-01   0.0000000e+00   3.5566875e+03
   1.1250000e+05   5.7765625e+01   0.0000000e+00   4.1375000e+01   4.1390625e+01   8.5937500e-01   8.4375000e-01   0.0000000e+00   3.5567031e+03
   1.1260000e+05   5.7796875e+01   0.0000000e+00   4.1312500e+01   4.1343750e+01   8.7500000e-01   8.4375000e-01   1.5625000e-02   3.5567344e+03
   1.1270000e+05   5.7796875e+01   0.0000000e+00   4.1312500e+01   4.1343750e+01   8.7500000e-01   8.4375000e-01   1.5625000e-02   3.5567344e+03
   1.1280000e+05   5.7812500e+01   0.0000000e+00   4.1312500e+01   4.1343750e+01   8.7500000e-01   8.4375000e-01   0.0000000e+00   3.5567188e+03
   1.1290000e+05   5.7859375e+01   0.0000000e+00   4.1281250e+01   4.1296875e+01   8.5937500e-01   8.4375000e-01   0.0000000e+00   3.5567031e+03
   1.1300000e+05   5.7875000e+01   0.0000000e+00   4.1265625e+01   4.1265625e+01   8.5937500e-01   8.5937500e-01   0.0000000e+00   3.5567188e+03
   1.1310000e+05   5.7890625e+01   0.0000000e+00   4.1234375e+01   4.1250000e+01   8.7500000e-01   8.5937500e-01   0.0000000e+00   3.5567344e+03
   1.1320000e+05   5.7937500e+01   0.0000000e+00   4.1187500e+01   4.1187500e+01   8.7500000e-01   8.7500000e-01   0.0000000e+00   3.5567500e+03
   1.1330000e+05   5.7984375e+01   0.0000000e+00   4.1140625e+01   4.1125000e+01   8.5937500e-01   8.7500000e-01   1.5625000e-02   3.5567500e+03
   1.1340000e+05   5.7984375e+01   0.0000000e+00   4.1156250e+01   4.1156250e+01   8.5937500e-01   8.5937500e-01   0.0000000e+00   3.5567188e+03
   1.1350000e+05   5.7984375e+01   0.0000000e+00   4.1171875e+01   4.1156250e+01   8.4375000e-01   8.5937500e-01   0.0000000e+00   3.5567031e+03
   1.1360000e+05   5.8015625e+01   0.0000000e+00   4.1140625e+01   4.1156250e+01   8.4375000e-01   8.2812500e-01   0.0000000e+00   3.5566719e+03
   1.1370000e+05   5.8046875e+01   0.0000000e+00   4.1109375e+01   4.1125000e+01   8.4375000e-01   8.2812500e-01   0.0000000e+00   3.5566719e+03
   1.1380000e+05   5.8046875e+01   0.0000000e+00   4.1093750e+01   4.1109375e+01   8.4375000e-01   8.2812500e-01   1.5625000e-02   3.5566875e+03
   1.1390000e+05   5.8125000e+01   0.0000000e+00   4.1046875e+01   4.1031250e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1400000e+05   5.8125000e+01   0.0000000e+00   4.1046875e+01   4.1031250e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1410000e+05   5.8109375e+01   0.0000000e+00   4.1062500e+01   4.1046875e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1420000e+05   5.8125000e+01   0.0000000e+00   4.1046875e+01   4.1031250e+01   8.2812500e-01   8.4375000e-01   0.0000000e+00   3.5566719e+03
   1.1430000e+05   5.8156250e+01   0.0000000e+00   4.1031250e+01   4.1000000e+01   8.1250000e-01   8.4375000e-01   0.0000000e+00   3.5566562e+03
   1.1440000e+05   5.8140625e+01   0.0000000e+00   4.1062500e+01   4.1015625e+01   7.9687500e-01   8.4375000e-01   0.0000000e+00   3.5566406e+03
   1.1450000e+05   5.8156250e+01   0.0000000e+00   4.1046875e+01   4.1015625e+01   7.9687500e-01   8.2812500e-01   0.0000000e+00   3.5566250e+03
   1.1460000e+05   5.8171875e+01   0.0000000e+00   4.1046875e+01   4.1000000e+01   7.8125000e-01   8.2812500e-01   0.0000000e+00   3.5566094e+03
   1.1470000e+05   5.8187500e+01   0.0000000e+00   4.1031250e+01   4.0984375e+01   7.8125000e-01   8.2812500e-01   0.0000000e+00   3.5566094e+03
   1.1480000e+05   5.8234375e+01   0.0000000e+00   4.0984375e+01   4.0937500e+01   7.8125000e-01   8.2812500e-01   0.0000000e+00   3.5566094e+03
   1.1490000e+05   5.8250000e+01   0.0000000e+00   4.0968750e+01   4.0921875e+01   7.8125000e-01   8.2812500e-01   0.0000000e+00   3.5566094e+03
   1.1500000e+05   5.8281250e+01   0.0000000e+00   4.0921875e+01   4.0890625e+01   7.9687500e-01   8.2812500e-01   0.0000000e+00   3.5566250e+03
   1.1510000e+05   5.8265625e+01   0.0000000e+00   4.0921875e+01   4.0906250e+01   8.1250000e-01   8.2812500e-01   0.0000000e+00   3.5566406e+03
   1.1520000e+05   5.8281250e+01   0.0000000e+00   4.0906250e+01   4.0890625e+01   8.1250000e-01   8.2812500e-01   0.0000000e+00   3.5566406e+03
   1.1530000e+05   5.8328125e+01   0.0000000e+00   4.0875000e+01   4.0859375e+01   7.9687500e-01   8.1250000e-01   0.0000000e+00   3.5566094e+03
   1.1540000e+05   5.8375000e+01   0.0000000e+00   4.0812500e+01   4.0812500e+01   8.1250000e-01   8.1250000e-01   0.0000000e+00   3.5566250e+03
   1.1550000e+05   5.8375000e+01   0.0000000e+00   4.0796875e+01   4.0812500e+01   8.2812500e-01   8.1250000e-01   0.0000000e+00   3.5566406e+03
   1.1560000e+05   5.8390625e+01   0.0000000e+00   4.0781250e+01   4.0796875e+01   8.2812500e-01   8.1250000e-01   0.0000000e+00   3.5566406e+03
   1.1570000e+05   5.8375000e+01   0.0000000e+00   4.0781250e+01   4.0812500e+01   8.4375000e-01   8.1250000e-01   0.0000000e+00   3.5566562e+03
   1.1580000e+05   5.8421875e+01   0.0000000e+00   4.0734375e+01   4.0765625e+01   8.4375000e-01   8.1250000e-01   0.0000000e+00   3.5566562e+03
   1.1590000e+05   5.8421875e+01   0.0000000e+00   4.0734375e+01   4.0765625e+01   8.4375000e-01   8.1250000e-01   0.0000000e+00   3.5566562e+03
   1.1600000e+05   5.8437500e+01   0.0000000e+00   4.0703125e+01   4.0781250e+01   8.5937500e-01   7.8125000e-01   0.0000000e+00   3.5566406e+03
   1.1610000e+05   5.8437500e+01   0.0000000e+00   4.0718750e+01   4.0781250e+01   8.4375000e-01   7.8125000e-01   0.0000000e+00   3.5566250e+03
   1.1620000e+05   5.8468750e+01   0.0000000e+00   4.0687500e+01   4.0750000e+01   8.4375000e-01   7.8125000e-01   0.0000000e+00   3.5566250e+03
   1.1630000e+05   5.8484375e+01   0.0000000e+00   4.0656250e+01   4.0718750e+01   8.4375000e-01   7.8125000e-01   1.5625000e-02   3.5566406e+03
   1.1640000e+05   5.8515625e+01   0.0000000e+00   4.0625000e+01   4.0687500e+01   8.4375000e-01   7.8125000e-01   1.5625000e-02   3.5566406e+03
   1.1650000e+05   5.8531250e+01   0.0000000e+00   4.0609375e+01   4.0671875e+01   8.4375000e-01   7.8125000e-01   1.5625000e-02   3.5566406e+03
   1.1660000e+05   5.8578125e+01   0.0000000e+00   4.0578125e+01   4.0640625e+01   8.4375000e-01   7.8125000e-01   0.0000000e+00   3.5566250e+03
   1.1670000e+05   5.8562500e+01   0.0000000e+00   4.0609375e+01   4.0656250e+01   8.2812500e-01   7.8125000e-01   0.0000000e+00   3.5566094e+03
   1.1680000e+05   5.8656250e+01   0.0000000e+00   4.0531250e+01   4.0562500e+01   8.1250000e-01   7.8125000e-01   0.0000000e+00   3.5565938e+03
   1.1690000e+05   5.8671875e+01   0.0000000e+00   4.0531250e+01   4.0546875e+01   7.9687500e-01   7.8125000e-01   0.0000000e+00   3.5565781e+03
   1.1700000e+05   5.8687500e+01   0.0000000e+00   4.0500000e+01   4.0531250e+01   8.1250000e-01   7.8125000e-01   0.0000000e+00   3.5565938e+03
   1.1710000e+05   5.8687500e+01   0.0000000e+00   4.0500000e+01   4.0531250e+01   8.1250000e-01   7.8125000e-01   0.0000000e+00   3.5565938e+03
   1.1720000e+05   5.8765625e+01   0.0000000e+00   4.0421875e+01   4.0453125e+01   8.1250000e-01   7.8125000e-01   0.0000000e+00   3.5565938e+03
   1.1730000e+05   5.8812500e+01   0.0000000e+00   4.0390625e+01   4.0406250e+01   7.9687500e-01   7.8125000e-01   0.0000000e+00   3.5565781e+03
   1.1740000e+05   5.8781250e+01   0.0000000e+00   4.0437500e+01   4.0437500e+01   7.8125000e-01   7.8125000e-01   0.0000000e+00   3.5565625e+03
   1.1750000e+05   5.8796875e+01   0.0000000e+00   4.0406250e+01   4.0406250e+01   7.8125000e-01   7.8125000e-01   1.5625000e-02   3.5565781e+03
   1.1760000e+05   5.8859375e+01   0.0000000e+00   4.0343750e+01   4.0359375e+01   7.9687500e-01   7.8125000e-01   0.0000000e+00   3.5565781e+03
   1.1770000e+05   5.8859375e+01   0.0000000e+00   4.0328125e+01   4.0359375e+01   8.1250000e-01   7.8125000e-01   0.0000000e+00   3.5565938e+03
   1.1780000e+05   5.8859375e+01   0.0000000e+00   4.0359375e+01   4.0343750e+01   7.8125000e-01   7.9687500e-01   0.0000000e+00   3.5565781e+03
   1.1790000e+05   5.8890625e+01   0.0000000e+00   4.0328125e+01   4.0312500e+01   7.8125000e-01   7.9687500e-01   0.0000000e+00   3.5565781e+03
   1.1800000e+05   5.8906250e+01   0.0000000e+00   4.0296875e+01   4.0296875e+01   7.8125000e-01   7.8125000e-01   1.5625000e-02   3.5565781e+03
   1.1810000e+05   5.8953125e+01   0.0000000e+00   4.0265625e+01   4.0281250e+01   7.8125000e-01   7.6562500e-01   0.0000000e+00   3.5565469e+03
   1.1820000e+05   5.8984375e+01   0.0000000e+00   4.0250000e+01   4.0250000e+01   7.6562500e-01   7.6562500e-01   0.0000000e+00   3.5565312e+03
   1.1830000e+05   5.9015625e+01   0.0000000e+00   4.0218750e+01   4.0234375e+01   7.6562500e-01   7.5000000e-01   0.0000000e+00   3.5565156e+03
   1.1840000e+05   5.9015625e+01   0.0000000e+00   4.0218750e+01   4.0234375e+01   7.6562500e-01   7.5000000e-01   0.0000000e+00   3.5565156e+03
   1.1850000e+05   5.8984375e+01   0.0000000e+00   4.0234375e+01   4.0265625e+01   7.8125000e-01   7.5000000e-01   0.0000000e+00   3.5565312e+03
   1.1860000e+05   5.9015625e+01   0.0000000e+00   4.0203125e+01   4.0234375e+01   7.8125000e-01   7.5000000e-01   0.0000000e+00   3.5565312e+03
   1.1870000e+05   5.9031250e+01   0.0000000e+00   4.0187500e+01   4.0234375e+01   7.8125000e-01   7.3437500e-01   0.0000000e+00   3.5565156e+03
   1.1880000e+05   5.9093750e+01   0.0000000e+00   4.0140625e+01   4.0171875e+01   7.6562500e-01   7.3437500e-01   0.0000000e+00   3.5565000e+03
   1.1890000e+05   5.9125000e+01   0.0000000e+00   4.0109375e+01   4.0140625e+01   7.6562500e-01   7.3437500e-01   0.0000000e+00   3.5565000e+03
   1.1900000e+05   5.9140625e+01   0.0000000e+00   4.0078125e+01   4.0093750e+01   7.6562500e-01   7.5000000e-01   1.5625000e-02   3.5565312e+03
   1.1910000e+05   5.9140625e+01   0.0000000e+00   4.0093750e+01   4.0078125e+01   7.6562500e-01   7.8125000e-01   0.0000000e+00   3.5565469e+03
   1.1920000e+05   5.9156250e+01   0.0000000e+00   4.0078125e+01   4.0062500e+01   7.6562500e-01   7.8125000e-01   0.0000000e+00   3.5565469e+03
   1.1930000e+05   5.9203125e+01   0.0000000e+00   4.0031250e+01   4.0000000e+01   7.6562500e-01   7.9687500e-01   0.0000000e+00   3.5565625e+03
   1.1940000e+05   5.9234375e+01   0.0000000e+00   4.0000000e+01   3.9984375e+01   7.6562500e-01   7.8125000e-01   0.0000000e+00   3.5565469e+03
   1.1950000e+05   5.9250000e+01   0.0000000e+00   3.9968750e+01   3.9968750e+01   7.8125000e-01   7.8125000e-01   0.0000000e+00   3.5565625e+03
   1.1960000e+05   5.9250000e+01   0.0000000e+00   3.9953125e+01   3.9937500e+01   7.6562500e-01   7.8125000e-01   3.1250000e-02   3.5565781e+03
   1.1970000e+05   5.9296875e+01   0.0000000e+00   3.9937500e+01   3.9921875e+01   7.6562500e-01   7.8125000e-01   0.0000000e+00   3.5565469e+03
   1.1980000e+05   5.9328125e+01   0.0000000e+00   3.9906250e+01   3.9890625e+01   7.6562500e-01   7.8125000e-01   0.0000000e+00   3.5565469e+03
   1.1990000e+05   5.9343750e+01   0.0000000e+00   3.9859375e+01   3.9906250e+01   7.9687500e-01   7.5000000e-01   0.0000000e+00   3.5565469e+03
